 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
319x148 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 1 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 9 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 4 0 0 0 0 11 0 0 4 0 4 0 0 0 0 0 3 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 3 0 4 4 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 4 0 4 0 0 0 8 0 0 0 0 0 0 0 0 47 7 71 21 76 21 47 40 37 73 12 50 49 44 147 14 47 39 70 67 21 69 30 50 72 33 41 68 39 18 8 30 20 4 46
736x270 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 4 4 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 4 0 0 2 0 0 4 0 0 0 0 0 3 0 0 0 4 4 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 4 8 0 0 0 0 0 0 0 0 4 0 4 4 3 0 3 4 0 0 4 2 0 0 0 4 4 0 0 0 0 0 0 0 4 0 0 0 7 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 4 0 0 0 45 5 48 23 55 24 41 33 20 56 16 55 32 18 96 14 37 39 41 31 13 48 25 42 38 27 23 58 15 14 30 23 34 9 40
619x397 9 37 28 8 28 50 28 15 50 40 13 32 23 32 9 13 31 25 18 46 25 13 16 22 21 12 20 16 6 21 17 19 8 27 32 13 38 23 13 22 12 11 23 33 14 20 14 12 18 24 16 24 30 18 24 26 28 29 34 34 22 39 29 21 18 17 27 40 10 30 16 16 13 7 12 14 31 10 9 54 24 22 24 18 24 20 30 10 18 38 14 18 13 17 28 8 20 24 26 7 21 6 29 15 40 21 17 24 11 24 36 29 23 27 21 38 15 22 35 22 23 13 20 18 15 23 17 17 47 8 25 35 15 7 26 29 26 17 7 29 25 24 25 38 25 35 34 23 29 24 66 27 5 25 18 16 15 35 41 19 13 24 9 19 17 17 13 15 21 36 15 20 21 49 14 38 17 33 21 44 30 13 23 12 17 33 45 31 19 8 20 4 17 25 20 8 18 19 19 24 30 23 35 26 24 24 26 32 32 27 33 53 29 33 49 3 86 31 98 18 56 46 27 55 22 92 80 43 141 25 44 56 82 58 27 88 65 62 56 36 42 100 26 37 23 41 39 12 38
561x438 10 12 10 10 29 49 19 34 20 18 18 14 16 22 12 15 6 4 4 36 17 5 15 25 21 5 7 18 15 15 43 13 0 16 22 7 36 18 11 46 7 30 27 23 26 15 21 19 14 27 21 16 15 22 27 19 4 22 14 13 20 31 26 22 16 18 27 15 17 16 22 26 48 17 23 11 24 7 21 24 36 11 7 4 45 10 11 3 12 26 5 13 22 18 10 26 13 22 19 6 19 21 8 19 21 8 25 22 13 20 18 18 17 18 24 23 15 19 12 28 31 13 25 19 23 28 17 13 21 23 16 42 9 13 11 20 19 15 19 4 10 24 26 33 12 8 12 27 6 34 20 22 12 31 24 19 8 23 19 4 6 17 12 19 20 16 19 24 11 19 40 16 23 12 19 32 26 7 24 21 11 12 1 11 8 29 28 11 15 22 17 19 39 22 39 15 18 15 15 12 18 19 29 9 12 26 16 23 22 8 18 9 14 40 58 2 77 27 67 24 53 36 41 64 19 69 110 45 67 18 46 35 67 48 18 76 67 62 35 29 61 55 48 32 19 33 25 17 35
763x494 6 11 16 2 21 18 14 8 19 4 3 20 11 17 9 4 10 15 14 12 10 13 5 0 12 9 17 12 5 7 17 20 1 9 17 3 30 21 4 18 6 11 23 18 9 0 13 9 12 12 15 6 15 13 8 17 17 7 10 5 9 15 16 4 12 13 4 7 12 20 21 19 13 12 6 5 9 19 11 11 17 15 10 2 19 10 24 2 8 11 1 1 8 7 1 7 2 4 8 17 11 11 0 12 11 11 5 2 15 12 9 24 3 7 10 9 8 6 6 13 15 21 7 12 12 0 10 7 17 13 0 25 8 13 5 7 10 9 10 11 13 0 8 7 10 9 16 11 11 11 19 10 7 17 6 4 3 2 5 16 4 5 6 4 11 7 18 23 17 6 14 7 6 8 12 14 21 14 9 20 14 7 11 16 19 3 10 5 1 11 5 5 17 13 13 2 2 18 7 20 6 13 18 29 11 11 23 4 11 25 33 18 6 12 11 3 37 11 36 12 27 23 16 19 19 36 32 18 17 12 35 24 27 15 15 42 20 36 13 9 15 33 17 25 16 23 54 30 18
772x678 13 13 5 6 9 29 21 10 10 10 22 18 9 7 4 16 14 17 4 21 28 5 15 12 18 8 7 12 11 3 14 16 2 40 8 8 5 13 2 23 8 11 9 24 15 18 17 3 1 12 11 0 5 3 15 14 9 1 21 16 4 22 20 20 3 8 16 4 7 6 4 14 8 17 7 3 16 8 12 20 4 12 10 7 10 5 20 3 8 13 10 3 12 22 3 15 12 18 1 13 7 23 9 16 13 4 8 17 7 1 16 12 10 17 6 22 8 13 11 16 12 21 9 13 13 17 20 8 9 5 17 23 2 12 15 30 22 13 5 4 4 2 23 11 9 15 8 21 16 12 21 10 5 15 19 6 5 8 11 12 4 11 11 6 15 8 15 4 25 6 14 6 15 15 16 12 20 8 10 6 4 13 0 8 13 11 15 10 15 18 16 15 9 8 21 0 3 5 17 10 13 6 18 16 16 16 6 10 17 29 22 4 5 13 23 2 40 12 42 3 17 8 13 31 18 31 33 22 73 10 22 25 38 30 9 43 16 32 27 15 19 44 20 24 15 24 24 5 14
691x734 15 8 8 10 21 21 13 17 1 19 7 7 8 3 6 10 5 11 20 6 8 22 14 14 10 18 12 15 9 15 13 6 12 21 17 7 7 7 13 18 10 13 17 11 11 1 10 12 6 5 1 5 24 7 16 20 22 6 8 5 18 18 15 14 10 14 17 6 24 7 11 18 9 4 10 16 22 1 10 20 11 7 5 8 9 15 14 7 10 14 13 5 4 17 18 12 14 14 11 11 20 14 19 8 20 5 17 18 15 22 12 22 6 9 17 9 4 6 17 16 8 22 14 24 6 9 23 10 16 7 12 22 26 13 0 30 0 12 4 7 8 11 13 7 14 5 16 25 1 9 5 19 2 15 16 4 11 15 8 12 14 35 5 14 6 14 19 12 13 12 7 13 31 8 6 14 27 6 16 9 2 21 9 9 16 8 19 18 6 0 6 0 27 4 17 20 17 20 13 11 19 7 16 28 15 23 39 12 6 12 12 10 10 7 25 11 42 9 43 4 24 12 13 20 10 34 19 17 37 9 19 22 24 19 8 37 21 27 19 9 18 32 12 12 10 13 17 1 16
432x737 7 1 13 0 17 14 4 17 8 1 11 8 3 8 7 2 6 2 5 4 5 5 8 4 7 3 8 2 27 11 13 12 3 13 1 3 10 5 14 12 2 17 14 14 6 2 19 8 3 10 8 5 4 6 2 19 14 11 9 8 1 8 8 7 8 10 6 16 9 22 5 3 11 11 24 6 3 0 13 2 3 11 11 0 5 0 20 8 10 8 2 2 13 11 10 6 5 8 4 16 3 9 15 7 5 6 11 25 9 12 12 14 9 21 12 3 11 17 3 9 15 16 6 4 2 21 9 8 22 14 5 19 14 12 9 25 23 3 4 10 10 6 8 5 5 9 13 19 15 20 18 13 2 6 10 4 5 20 4 2 0 14 12 8 10 17 7 9 14 15 0 1 9 5 9 27 14 2 5 9 13 7 10 3 7 8 6 0 2 6 16 11 5 3 4 6 10 22 16 8 8 6 1 13 11 11 13 10 9 9 7 6 13 15 25 3 35 13 37 7 15 16 14 37 6 34 23 23 33 11 26 23 34 28 7 43 51 28 31 16 23 39 20 16 9 26 12 2 32
706x776 6 9 12 7 14 30 9 21 9 23 7 17 13 11 13 14 17 10 8 20 12 15 23 12 12 10 17 8 16 14 0 14 4 35 3 6 14 6 12 11 13 35 1 22 10 11 12 10 6 7 12 12 25 17 18 14 31 17 25 26 12 22 12 16 0 14 14 16 7 5 14 25 12 8 8 17 11 10 6 31 18 22 5 22 5 9 13 9 2 11 6 6 11 18 11 9 12 11 22 14 25 3 4 11 9 11 6 10 7 21 3 5 11 17 10 9 6 8 13 20 11 15 14 20 4 13 18 22 34 2 17 15 13 20 9 13 10 4 24 0 25 5 9 20 13 21 12 12 4 19 33 9 16 17 5 19 13 18 20 7 16 16 7 15 7 14 10 27 11 23 17 15 15 2 9 9 36 26 17 26 10 8 4 14 13 18 17 11 26 14 9 13 11 13 23 14 16 1 12 4 15 1 9 22 11 19 21 11 22 7 48 16 3 15 32 5 56 17 38 12 25 12 19 44 15 34 35 31 46 14 31 31 34 38 8 38 12 41 29 16 24 37 26 22 12 20 19 6 17
789x816 7 2 4 8 3 14 16 13 11 9 0 17 7 10 6 5 4 2 8 4 16 6 6 9 0 6 0 8 16 3 4 8 0 13 7 0 11 6 4 9 5 7 3 18 5 24 20 5 7 3 21 8 6 10 9 5 10 1 30 9 16 3 10 5 4 13 7 12 1 2 6 10 15 3 13 4 10 3 2 15 6 5 5 8 1 2 12 14 7 9 7 8 5 8 10 7 8 13 10 11 1 11 13 2 6 12 14 20 7 2 11 7 13 8 2 10 6 8 9 7 6 14 5 11 5 8 4 4 12 1 1 10 8 17 1 7 2 8 15 7 6 6 5 9 11 2 2 13 9 6 20 7 7 12 2 2 0 3 11 8 21 7 4 1 3 0 6 12 18 6 13 6 9 7 18 16 13 15 6 13 7 6 3 5 8 7 18 1 10 3 7 7 5 1 6 6 1 10 8 8 6 7 10 3 13 10 19 14 19 9 17 2 4 2 13 3 32 16 29 5 11 13 8 19 4 39 16 22 62 7 14 17 32 21 6 20 12 15 23 11 24 32 14 9 7 9 8 1 18
728x831 19 9 7 9 7 36 9 18 3 12 13 12 1 2 4 8 9 11 4 19 12 5 8 19 28 5 3 17 9 12 6 7 7 20 10 7 21 8 1 11 7 5 10 7 19 8 2 12 2 4 3 3 20 8 5 7 7 8 20 2 5 10 13 20 0 9 6 13 2 4 7 19 19 4 2 4 1 11 3 11 2 11 12 8 7 18 4 6 10 5 5 8 9 20 8 14 3 2 19 3 11 12 15 3 13 4 9 14 7 12 1 17 2 20 3 14 1 14 14 3 0 19 5 15 14 13 8 3 18 8 4 14 4 10 0 13 11 31 9 17 10 4 6 1 8 15 13 18 6 1 19 9 13 11 4 2 11 7 8 11 12 23 3 5 4 4 14 4 3 11 4 13 24 23 19 14 34 25 7 17 3 8 6 10 5 6 2 13 16 16 0 7 12 3 9 7 14 1 12 18 0 10 7 8 7 14 7 13 4 15 9 6 0 15 13 2 26 8 49 2 10 5 6 23 8 30 27 10 79 6 12 18 38 16 7 26 13 30 28 5 13 32 14 15 7 14 20 5 16
653x886 18 5 17 29 11 40 9 15 23 9 9 42 13 12 9 20 12 13 6 28 10 24 13 29 28 12 26 24 12 9 23 27 15 44 17 10 32 13 24 10 11 15 9 14 17 14 33 12 23 15 13 16 2 26 20 15 8 17 23 12 19 33 23 46 18 9 18 16 14 14 8 17 18 12 15 15 22 25 16 11 2 22 20 13 6 14 14 13 22 8 8 10 8 23 8 16 14 14 13 13 7 23 15 14 23 14 22 17 11 30 22 13 20 32 22 23 7 14 40 18 13 15 10 19 14 15 11 9 20 11 16 43 21 23 18 10 12 24 20 12 8 5 12 17 29 15 18 26 3 9 55 14 8 26 16 8 16 7 10 29 24 17 9 11 14 18 24 17 10 27 4 28 30 8 10 13 26 21 24 21 27 12 25 11 19 16 35 25 20 16 23 15 11 15 22 24 22 6 10 11 16 6 16 19 24 34 29 21 18 8 37 9 15 17 23 1 40 14 62 5 18 16 11 29 7 54 33 17 80 5 30 32 48 37 12 48 12 40 34 15 32 64 27 25 10 25 20 8 35
