 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
480x674 5 5 7 5 12 24 7 12 8 0 3 9 9 5 0 0 3 6 9 3 5 5 0 8 8 0 6 3 12 9 17 14 7 0 12 12 4 14 7 22 1 6 6 7 2 9 2 14 11 15 8 6 11 0 18 5 2 2 9 3 5 15 14 2 8 3 2 2 8 8 7 15 4 1 10 17 4 0 3 8 8 3 1 0 6 5 1 9 10 5 2 9 7 19 0 2 2 16 10 14 6 6 4 4 7 2 0 8 6 9 0 1 5 13 0 12 6 21 7 4 11 5 5 10 3 7 7 1 0 8 2 9 5 8 4 4 6 8 2 1 6 2 5 11 2 16 5 10 6 3 12 3 2 15 16 10 7 9 6 0 5 16 2 9 8 5 7 3 6 13 4 13 5 1 4 9 10 4 11 5 7 4 1 6 11 9 24 4 1 2 14 0 3 6 6 8 10 1 7 2 1 0 12 13 1 6 5 1 12 2 14 3 8 7 19 5 28 5 18 9 13 11 4 16 4 13 16 16 9 3 6 5 15 20 9 28 7 18 11 6 22 14 9 8 6 8 3 0 10
579x750 10 1 1 10 3 10 5 5 2 13 3 3 8 4 5 7 1 9 17 7 2 9 7 2 4 8 5 1 11 6 8 19 8 14 2 6 2 1 0 8 7 4 12 8 0 0 5 13 1 4 10 12 11 4 3 1 8 1 8 5 1 13 1 1 3 6 3 3 1 5 0 11 7 5 8 8 5 1 4 7 8 5 16 13 1 1 1 9 12 11 3 2 9 0 13 0 6 0 1 5 1 10 3 2 7 2 5 7 7 6 7 3 6 5 9 9 3 4 12 6 0 4 7 3 0 5 15 3 19 5 8 8 6 8 6 17 4 6 10 5 2 1 11 11 3 8 4 8 0 7 9 4 1 11 4 7 8 7 4 7 7 7 7 3 6 0 7 6 2 8 6 7 4 2 4 1 6 3 0 4 14 2 8 8 9 0 5 5 9 10 2 1 4 6 8 3 4 2 6 6 4 1 10 9 6 6 4 14 4 9 8 10 0 1 16 2 23 6 15 3 12 10 5 16 5 13 17 17 25 5 4 10 12 17 4 19 9 15 4 13 13 21 16 6 14 16 8 2 11
254x758 5 5 6 3 10 16 8 7 5 9 1 4 0 5 3 0 2 1 9 1 1 9 8 2 2 0 0 0 2 11 0 15 4 4 11 0 3 1 5 4 4 3 0 1 10 4 3 0 0 0 1 2 4 11 0 10 9 1 6 0 1 1 1 3 7 8 2 4 12 4 1 4 4 6 0 3 6 2 0 2 0 0 1 5 3 9 2 1 0 1 5 1 7 5 2 0 0 0 0 8 2 0 6 0 1 0 1 10 0 1 0 6 4 5 0 10 4 2 12 1 5 3 0 9 3 0 5 0 9 0 0 2 4 4 5 0 1 2 1 6 7 0 5 2 0 12 7 1 3 2 11 5 0 0 5 9 3 1 6 2 8 1 0 3 6 0 0 1 5 4 3 14 6 2 0 7 8 10 0 2 0 2 2 0 3 4 8 6 11 5 3 0 1 1 2 3 2 2 1 0 0 1 6 3 3 5 3 9 2 4 4 1 2 1 1 1 8 6 6 4 6 3 3 7 0 9 3 6 3 3 0 0 3 6 3 5 4 3 5 2 11 7 2 5 1 4 8 0 7
400x773 3 1 5 3 8 11 2 6 3 1 2 0 3 1 9 5 0 5 1 5 4 12 2 4 1 5 0 11 3 3 5 5 1 0 5 0 7 0 11 5 3 8 1 11 0 4 0 2 0 5 13 0 2 2 6 4 10 3 4 1 1 3 9 1 4 6 3 6 2 8 1 4 17 4 4 4 0 0 3 7 0 16 3 2 0 4 3 7 3 9 0 4 9 5 17 12 3 9 7 1 5 3 4 9 1 1 1 7 2 19 9 2 1 8 0 16 6 11 9 8 0 3 2 5 3 7 9 5 5 9 6 0 10 2 3 3 5 5 6 4 4 3 0 5 0 1 2 2 9 15 7 1 0 5 2 25 0 6 10 5 1 7 7 1 11 10 10 3 4 3 1 6 3 4 1 16 3 0 6 10 7 4 5 3 4 0 11 0 5 0 2 8 6 10 2 6 3 4 8 10 0 1 1 5 0 4 5 1 1 4 0 0 0 14 9 2 9 5 9 1 6 5 3 15 1 10 10 14 7 2 5 7 11 8 2 15 6 15 5 2 13 8 6 5 1 4 1 3 5
519x845 2 4 4 0 0 10 0 8 5 4 4 6 7 1 4 9 1 5 0 0 1 5 6 0 5 2 5 12 4 5 7 11 5 15 2 0 0 2 7 6 4 5 0 8 5 5 6 2 1 1 6 5 2 3 0 2 4 4 0 4 1 1 5 9 0 1 0 1 9 0 6 10 11 5 2 9 13 2 0 7 8 6 8 5 2 0 17 1 3 1 3 1 5 7 0 4 0 3 0 5 2 2 3 5 1 0 7 11 0 0 3 8 0 10 6 6 16 14 7 1 18 6 1 3 3 4 7 0 9 5 4 4 10 1 2 5 2 4 0 7 3 1 2 5 2 5 4 1 5 1 9 3 2 3 4 5 0 4 5 3 1 3 0 5 8 7 1 7 4 1 0 0 8 5 1 2 10 8 0 4 5 6 6 1 3 0 12 9 6 3 1 4 12 6 1 2 5 3 4 11 1 2 7 8 0 4 4 2 8 6 8 1 0 3 8 3 13 9 14 3 9 8 8 7 3 10 14 7 25 0 3 6 13 8 3 19 5 16 10 8 16 28 11 7 4 12 3 1 7
513x900 2 6 8 0 5 11 5 7 6 1 9 9 6 1 6 0 2 6 10 5 0 2 4 5 3 1 2 2 1 7 9 10 1 5 1 1 2 2 2 1 1 2 0 1 0 8 4 0 2 1 0 8 0 1 1 5 7 11 5 1 0 11 7 5 0 0 4 2 1 5 5 6 6 16 0 0 1 3 2 0 7 5 15 5 1 8 1 6 0 1 0 3 4 0 0 0 10 0 6 0 1 10 5 4 0 1 4 5 0 0 0 3 2 3 5 8 3 0 3 0 6 6 1 7 0 3 0 1 15 2 3 7 1 4 6 10 6 7 1 1 1 2 7 6 7 0 0 2 4 1 12 1 0 3 0 8 0 1 2 0 1 1 3 5 3 2 3 2 1 1 2 1 6 0 0 0 1 15 3 4 9 5 12 2 4 0 5 0 0 2 1 6 10 0 4 8 3 8 3 6 1 3 4 7 9 11 1 1 10 3 5 1 4 4 10 3 13 6 8 2 3 5 4 10 3 7 8 2 25 3 2 2 12 10 2 12 6 9 5 5 6 15 4 2 0 10 4 1 5
257x912 5 0 6 0 0 20 0 0 3 0 0 0 6 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 5 0 18 5 0 3 1 5 5 0 1 0 2 0 8 0 2 0 0 0 1 4 4 5 0 2 0 0 0 3 0 5 7 0 5 0 1 0 1 0 0 0 0 0 0 4 9 0 0 0 0 5 6 4 2 0 0 2 8 0 0 3 0 0 5 1 5 2 0 0 1 1 6 1 0 0 0 5 1 0 0 1 5 9 0 0 2 4 0 4 3 0 1 0 10 0 2 0 4 6 0 4 3 2 0 0 2 2 4 0 2 4 3 3 0 1 4 1 0 8 0 4 3 3 1 0 3 0 0 0 0 0 0 0 5 1 5 0 0 1 4 0 2 5 0 0 3 2 7 0 1 0 4 4 8 0 2 0 0 6 4 0 4 1 3 6 2 0 9 7 0 2 1 2 0 1 0 2 9 4 5 0 0 5 2 0 0 2 4 2 1 0 5 4 1 1 1 5 1 2 1 3 1 1 7 1 1 1 3 2 0 2 1 1 2 0 2 2 2 6
472x917 4 6 1 11 6 34 10 1 5 9 4 1 15 4 3 3 2 6 21 3 6 1 11 6 0 8 9 9 6 5 6 7 3 14 7 5 7 5 8 3 6 5 0 10 2 6 3 3 0 8 5 1 2 1 15 12 5 2 7 12 2 7 2 2 1 6 2 11 4 2 1 2 5 17 4 4 0 6 1 5 4 4 2 4 1 0 11 1 6 5 7 0 2 0 9 2 5 7 2 1 7 8 10 3 3 9 1 3 4 15 2 3 16 5 1 9 4 7 18 6 4 2 5 16 1 8 1 8 6 5 4 24 0 8 4 2 3 10 12 12 2 0 13 5 3 8 7 12 12 3 28 2 2 7 1 4 6 4 5 11 4 5 4 0 0 7 5 11 8 7 3 7 16 9 6 10 6 19 11 12 16 5 7 6 2 7 7 1 2 11 2 3 12 21 6 6 1 5 11 12 11 3 24 12 7 12 8 5 8 3 1 9 7 9 9 1 19 4 8 2 10 7 4 22 3 7 9 13 25 5 2 5 17 15 3 15 1 11 5 4 18 17 11 6 1 11 6 1 16
434x929 5 0 0 1 0 5 11 6 5 4 0 0 1 1 1 6 0 0 0 2 0 6 4 5 0 0 0 7 0 1 0 3 0 1 0 0 0 6 0 0 0 5 5 0 0 0 1 0 0 0 0 7 0 4 10 0 5 3 5 6 9 1 0 5 0 0 10 0 4 3 5 0 5 8 0 4 0 2 0 0 1 5 4 0 0 1 7 5 10 0 1 1 6 2 1 0 0 0 2 1 0 0 1 5 0 0 1 1 3 3 3 1 0 1 0 8 5 1 5 13 4 1 7 7 2 0 0 5 0 7 1 3 0 2 3 0 2 0 2 0 1 0 2 1 0 0 8 11 1 8 5 3 1 9 0 4 0 1 2 1 2 3 0 0 4 0 3 5 3 3 5 4 0 0 2 0 6 2 11 6 5 7 0 1 1 2 3 5 0 1 3 5 10 2 2 0 0 0 0 4 2 0 0 2 8 7 0 1 0 3 2 9 1 8 0 0 6 1 5 3 5 5 1 4 1 3 2 2 2 3 2 4 6 3 1 3 0 2 4 1 5 5 3 0 1 1 2 2 9
357x955 3 9 2 0 0 0 0 4 3 0 7 3 0 1 8 7 0 3 8 0 5 5 0 3 2 3 0 6 8 0 0 11 10 5 0 0 0 6 1 5 0 1 1 8 0 0 2 5 5 5 3 3 5 3 1 3 0 0 0 0 3 7 1 0 2 2 4 6 6 2 1 3 1 2 2 2 2 2 2 0 7 0 2 1 2 2 4 0 1 2 6 0 2 1 13 0 6 4 2 0 0 9 0 2 1 3 1 5 0 1 3 2 0 3 2 5 0 3 1 0 2 3 2 1 0 0 0 0 1 0 0 1 1 1 0 3 0 7 0 0 1 0 2 0 0 6 0 5 0 0 4 0 0 0 3 8 0 0 0 0 0 3 7 10 2 3 1 0 4 0 1 5 2 4 0 0 6 3 0 10 8 2 7 9 0 6 1 2 0 1 0 0 0 3 3 3 0 2 0 6 1 2 0 2 0 12 4 0 8 3 1 0 5 5 0 2 7 0 8 1 3 3 0 2 1 2 6 3 3 0 7 2 4 2 0 9 0 5 4 1 4 3 6 1 1 2 3 2 5
847x54 4 1 5 3 3 24 3 13 7 10 1 12 0 5 1 1 0 6 4 1 13 7 4 5 0 4 4 1 8 4 16 18 0 13 2 0 0 6 7 11 7 12 3 7 1 5 8 4 7 4 0 1 4 2 3 9 0 1 15 16 7 7 2 2 5 5 0 5 7 4 11 21 14 5 2 2 13 0 1 6 6 9 11 1 0 3 3 7 4 4 4 9 2 0 1 2 5 14 3 3 4 4 7 0 1 0 10 8 3 2 1 5 3 5 0 8 0 7 4 3 0 1 0 5 4 4 5 2 8 19 7 1 2 13 3 10 7 3 0 0 3 7 0 5 4 3 8 6 5 2 11 2 0 12 0 7 2 4 4 9 4 3 7 0 9 11 5 0 4 3 0 1 5 7 3 0 1 13 16 9 4 9 1 5 19 4 9 13 7 6 3 4 13 8 6 9 0 6 5 12 6 13 5 12 11 5 2 5 2 10 4 7 4 15 5 0 18 1 15 0 6 8 10 14 5 7 10 10 31 5 1 7 12 13 2 11 3 16 13 6 5 17 3 5 5 11 5 1 15
815x80 19 4 0 11 13 20 13 14 12 7 3 1 13 9 7 12 2 9 6 4 5 17 7 9 9 11 2 15 13 7 15 19 12 6 6 0 2 5 3 20 3 4 1 15 12 2 3 1 4 7 12 8 0 14 9 18 19 5 5 1 8 7 3 17 10 2 4 2 8 13 19 6 12 9 6 7 4 1 8 9 2 1 11 12 3 10 15 0 13 4 2 6 7 1 7 3 12 4 21 9 2 15 9 17 8 2 11 14 7 6 6 6 8 11 6 8 3 3 5 9 3 2 10 8 10 7 4 7 11 3 7 20 12 19 10 22 0 19 0 8 10 2 17 6 6 10 11 18 12 7 18 4 4 24 3 9 13 18 11 4 9 10 4 6 8 12 1 4 11 8 4 15 13 6 12 1 12 19 2 7 6 13 14 17 11 8 16 19 1 6 2 3 2 5 23 17 8 9 6 9 0 6 5 17 9 12 2 7 10 15 6 10 3 3 14 2 23 9 30 9 13 9 6 22 6 23 20 8 42 8 6 10 19 11 6 17 10 15 18 6 11 28 14 5 5 14 8 3 21
