 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
656x814 5 11 20 7 8 15 13 11 1 8 8 19 11 8 6 12 11 5 6 10 9 0 11 9 7 8 4 12 4 1 4 14 18 16 1 4 5 7 17 8 4 13 10 20 6 1 11 0 8 14 4 8 7 1 7 9 6 8 11 8 8 3 8 26 4 16 17 15 2 11 16 28 18 18 6 13 3 11 6 4 5 8 12 4 6 10 3 3 12 13 9 3 11 0 8 5 5 6 8 9 11 6 16 7 18 1 6 6 10 4 7 9 7 23 13 38 5 4 9 14 21 10 4 11 11 16 3 9 8 17 5 20 9 9 10 15 8 13 0 3 9 7 12 15 3 6 9 18 11 5 25 7 7 9 9 4 5 9 24 8 0 4 7 10 1 7 1 1 12 14 1 9 6 10 3 3 10 16 22 6 9 12 2 7 4 17 1 5 22 18 9 9 6 20 10 7 3 15 11 10 13 17 6 5 8 16 18 19 15 17 18 12 5 6 16 73 22 6 33 5 21 8 8 13 7 20 15 9 22 1 6 13 12 14 7 24 19 19 13 9 9 15 16 4 4 18 15 4 10
683x873 20 17 22 13 10 48 14 19 11 10 7 19 5 0 11 26 21 1 6 30 30 16 26 10 8 23 7 19 9 4 20 14 10 26 21 22 18 18 29 9 13 5 16 19 17 8 1 11 27 13 31 21 8 13 19 24 11 9 16 14 8 23 34 19 13 18 19 22 24 9 28 24 11 9 15 31 16 3 9 8 9 17 39 1 8 17 14 25 10 16 12 27 19 10 21 8 14 10 12 4 28 14 9 16 22 13 17 41 20 10 7 23 28 20 7 35 6 19 10 13 11 17 11 8 14 8 2 8 46 21 20 16 12 18 12 5 11 17 20 14 12 20 32 17 10 21 15 20 19 13 43 34 19 15 21 19 4 15 3 0 12 0 7 11 2 11 12 12 31 13 11 20 22 21 18 23 17 5 21 20 12 24 12 14 22 21 36 10 7 19 10 18 9 25 15 18 12 12 35 29 11 6 22 17 34 25 25 21 32 40 31 10 18 24 13 3 32 16 43 5 25 18 6 25 6 33 31 16 40 8 16 11 12 21 6 26 20 17 23 10 15 27 18 7 9 22 33 13 14
507x981 0 2 12 2 4 16 7 14 7 5 0 8 7 1 1 8 3 11 5 7 1 4 3 7 8 13 8 7 1 7 8 3 5 6 4 12 9 24 14 9 8 3 4 12 8 2 11 0 4 5 8 5 9 1 20 8 5 6 5 3 2 8 4 13 1 1 9 9 6 8 17 18 4 8 12 11 4 0 6 1 3 5 5 5 3 0 6 1 8 4 6 7 6 8 13 2 8 0 6 4 14 4 3 4 4 2 1 2 20 4 19 11 9 5 10 24 1 3 16 13 9 7 8 12 8 8 2 0 12 4 3 8 7 3 1 12 7 9 3 1 3 0 8 7 4 4 11 21 10 9 5 3 7 15 3 4 4 7 12 1 7 9 5 7 2 16 9 11 6 8 5 15 13 4 5 4 3 13 2 7 10 7 8 2 3 16 10 15 10 5 12 6 10 9 7 13 22 10 9 5 4 0 8 2 14 7 7 10 12 4 4 9 6 20 6 7 14 8 28 5 8 13 6 18 5 10 17 10 19 4 6 7 9 15 4 10 12 18 13 5 8 15 15 8 4 9 11 7 17
751x1005 4 2 0 2 4 10 19 5 11 8 11 20 2 8 1 5 4 0 2 12 2 10 10 15 6 3 8 15 4 8 23 5 10 4 9 10 13 5 4 5 13 2 0 30 7 6 12 11 11 2 5 3 10 8 14 0 8 4 4 7 5 5 0 18 1 7 0 23 5 4 3 5 5 14 3 9 6 5 11 8 1 2 1 0 4 5 11 2 12 7 3 1 4 5 11 2 6 1 5 0 27 9 8 0 7 0 7 9 5 0 0 5 1 15 9 16 0 13 7 2 6 2 2 7 0 3 5 1 6 12 0 2 4 6 3 4 0 9 13 7 0 4 5 16 6 7 12 9 4 0 8 4 3 1 4 7 10 10 5 0 4 1 9 3 5 0 8 6 8 3 3 11 10 3 0 6 9 21 20 10 5 1 9 5 3 3 2 1 8 19 5 6 17 4 1 2 4 4 7 6 6 3 6 5 2 4 7 8 3 11 18 0 4 13 2 1 8 5 19 3 4 4 1 12 3 8 8 3 15 0 6 2 7 7 2 11 3 6 6 3 3 9 5 4 4 10 4 3 6
408x41 4 0 2 6 8 23 21 7 2 6 2 4 1 1 8 18 1 2 10 16 10 6 2 5 4 3 5 15 0 16 8 5 9 12 8 0 1 4 0 3 6 5 2 11 7 2 9 2 2 4 8 2 4 3 6 8 9 3 8 2 5 7 10 12 9 3 1 14 5 3 2 7 15 5 0 0 10 2 3 10 4 20 4 4 3 10 9 2 2 5 0 7 0 7 4 12 8 0 9 3 12 4 4 7 10 6 0 10 3 2 2 6 0 1 1 18 1 3 6 4 0 0 2 6 1 6 6 2 9 11 1 10 12 13 8 4 1 0 16 5 0 2 4 13 10 1 0 33 1 1 7 0 7 4 9 6 0 5 7 2 5 5 4 11 0 1 6 14 5 5 2 7 6 2 7 0 12 8 1 9 6 7 5 8 7 8 13 9 0 0 2 3 6 0 15 0 3 10 0 5 14 2 12 6 10 5 11 6 7 1 2 1 0 3 28 3 37 11 43 8 18 10 10 19 2 24 16 9 112 11 13 20 30 24 9 41 9 32 38 17 15 46 23 13 13 21 17 4 32
392x331 10 3 16 14 21 20 23 19 4 9 12 16 3 9 22 11 11 11 11 22 11 19 10 13 23 10 15 8 14 13 21 8 2 15 8 5 22 11 20 19 17 10 14 26 11 5 6 6 7 8 17 15 5 6 21 19 27 12 22 12 4 19 14 23 16 2 8 15 7 11 7 18 28 13 28 9 6 11 1 26 20 8 10 4 12 21 5 3 14 18 11 16 11 7 3 4 25 7 1 14 18 4 4 10 10 13 10 15 11 12 11 14 3 10 13 31 15 14 30 15 22 18 15 6 4 12 17 5 18 18 9 16 16 10 4 9 7 18 18 10 11 18 16 4 24 18 11 5 13 5 27 15 11 29 9 8 7 8 13 6 18 4 6 23 16 15 16 16 19 12 15 20 18 25 6 25 9 11 5 17 15 2 10 8 23 24 30 6 11 10 4 8 11 24 24 9 16 9 2 21 12 9 8 10 7 7 18 9 21 22 24 14 13 6 35 8 43 15 45 14 27 24 11 48 14 45 44 21 89 14 23 33 24 39 22 46 24 31 30 25 32 48 33 27 8 25 37 15 24
421x518 7 12 11 7 10 45 7 9 2 18 16 17 9 10 5 7 3 7 15 6 19 7 7 11 12 8 7 1 2 7 9 5 4 22 10 6 13 1 6 8 11 10 2 18 0 5 15 3 8 11 14 0 14 12 1 12 8 10 14 14 13 8 15 12 3 2 3 12 7 8 2 27 11 1 3 7 3 4 17 9 3 17 6 6 6 4 20 6 4 18 2 8 11 9 6 9 9 6 14 10 19 14 6 10 7 2 4 14 8 2 26 11 16 13 15 11 11 11 8 6 6 8 10 12 5 10 15 14 8 18 18 4 18 4 8 10 5 5 8 6 12 9 4 11 13 12 2 25 5 4 17 2 3 6 17 20 5 17 5 2 11 3 7 7 4 20 11 1 8 7 3 19 2 5 7 12 22 10 20 9 6 8 1 3 22 3 22 5 4 6 0 7 7 3 5 7 11 2 7 6 13 26 8 4 7 5 19 4 13 3 3 9 3 20 25 3 34 22 31 7 18 21 12 25 4 30 28 30 37 4 18 17 20 24 10 33 43 34 18 13 29 29 24 12 4 26 16 3 15
556x98 3 14 12 4 7 33 13 5 5 2 1 0 3 9 2 2 2 0 2 18 3 10 0 9 5 8 2 7 5 3 5 9 3 10 9 8 9 12 13 3 5 8 3 3 3 1 5 2 4 16 5 11 15 8 0 6 7 8 0 3 5 19 2 15 7 3 21 19 18 0 10 14 9 5 5 10 9 1 2 2 8 9 2 11 5 7 6 5 1 10 9 4 0 0 7 12 3 0 11 2 15 9 4 4 2 5 6 1 2 3 0 11 9 8 5 8 3 5 1 11 4 16 0 3 11 13 5 5 4 3 0 6 2 10 8 5 8 13 1 1 7 7 0 7 5 17 2 6 7 7 4 5 4 9 2 8 4 10 7 2 6 0 2 3 16 4 3 1 12 4 12 7 1 16 5 12 2 20 1 4 6 4 0 22 2 3 10 4 4 5 7 1 9 9 22 5 5 9 3 10 13 7 19 1 12 10 4 8 15 2 18 9 10 3 6 12 12 7 14 5 13 3 5 6 11 10 16 6 13 8 5 9 8 5 7 14 20 6 8 6 4 12 10 27 3 13 24 6 15
677x513 21 7 16 21 25 49 18 27 9 38 10 26 34 14 10 11 20 6 20 20 8 22 33 26 25 3 5 20 26 21 15 14 7 15 26 20 33 12 33 12 13 11 26 49 16 19 9 23 14 27 20 10 24 14 23 12 23 26 24 23 42 52 23 25 21 20 21 17 22 10 24 41 19 24 11 8 19 11 8 34 27 27 20 13 20 18 17 12 17 30 13 20 26 16 13 10 33 14 1 6 48 25 11 22 7 22 33 2 21 11 16 13 12 20 18 34 31 40 21 36 11 21 32 25 15 12 29 3 16 22 38 49 14 36 10 18 8 36 9 11 41 19 14 24 34 18 9 36 8 17 23 17 17 17 9 22 20 15 19 24 10 23 4 22 25 18 18 24 32 37 16 18 25 25 13 24 35 34 27 19 19 21 26 22 17 21 29 17 18 5 20 5 27 44 13 22 11 26 11 22 14 19 13 17 29 23 33 4 17 10 25 26 12 11 51 8 75 27 56 27 47 36 34 50 16 84 36 50 75 31 28 44 35 53 29 62 28 61 38 19 56 67 41 28 24 37 42 18 35
510x763 28 15 17 22 29 42 35 16 13 2 2 25 15 11 9 10 25 6 9 22 29 22 6 9 21 12 12 27 21 18 17 17 20 37 26 10 16 10 11 12 20 24 26 32 6 21 20 17 16 14 23 15 11 28 25 32 24 13 28 25 8 32 20 16 24 19 30 18 8 20 18 33 8 19 10 9 13 17 22 18 12 9 12 9 9 22 13 25 16 16 22 9 13 16 12 18 19 11 17 15 21 14 13 21 16 9 12 5 19 14 6 28 11 33 9 24 9 21 22 26 38 14 12 18 7 11 17 1 26 11 13 24 5 14 1 14 23 20 9 20 11 13 21 15 14 29 16 42 25 29 8 15 1 5 11 17 7 15 16 21 19 11 5 15 17 15 14 10 26 17 11 8 29 15 29 23 30 24 6 38 12 10 29 18 36 42 25 11 23 4 9 21 29 12 16 15 17 8 20 18 17 5 11 31 16 15 22 12 15 14 18 16 11 41 19 4 34 9 40 17 32 24 11 29 18 30 30 12 52 6 9 25 18 22 16 45 12 29 24 15 19 53 20 48 10 26 40 13 29
487x120 15 29 25 23 24 58 29 26 24 15 12 30 18 14 25 15 11 3 19 12 6 19 12 13 28 10 7 11 20 14 13 13 12 46 27 7 20 7 29 24 20 1 13 23 12 20 22 11 17 11 25 23 13 23 7 27 12 12 22 16 28 18 20 16 15 11 10 28 12 17 30 43 21 15 38 23 16 9 9 17 17 30 21 29 14 12 19 15 15 13 27 13 21 23 16 22 10 9 17 23 41 5 18 14 17 18 1 21 25 16 14 15 6 13 16 24 13 32 20 23 15 9 14 23 19 23 22 12 39 25 12 25 11 21 18 12 1 17 7 13 13 10 28 22 13 30 22 26 6 8 11 7 8 28 8 7 22 10 13 25 33 8 15 17 9 15 15 15 22 23 14 19 8 21 10 24 13 25 28 18 13 10 12 30 15 11 20 8 11 21 23 26 18 21 15 11 30 15 10 26 7 12 7 8 29 11 14 14 18 20 18 26 8 25 38 7 75 17 62 13 32 34 22 34 20 48 36 45 61 15 26 28 41 53 23 57 17 48 33 9 44 66 32 24 14 32 35 9 41
551x176 23 23 19 21 33 68 37 30 36 34 19 42 20 26 14 11 15 19 19 46 16 41 24 17 33 31 13 32 27 32 30 33 22 39 28 12 35 27 24 31 42 30 39 55 33 27 18 11 27 13 37 37 17 35 36 38 40 29 19 35 16 23 34 29 31 10 31 41 10 35 33 73 30 25 24 31 24 7 28 26 31 32 16 35 18 38 27 32 19 30 23 34 18 41 18 21 21 17 30 27 50 27 29 25 14 29 17 28 24 39 19 34 21 43 29 37 21 32 29 31 23 26 36 19 24 30 24 36 61 27 33 34 20 38 8 43 15 22 16 37 23 34 39 54 25 23 32 32 38 21 43 11 19 41 17 28 7 10 21 19 27 31 23 42 23 22 17 18 42 21 40 32 29 15 9 26 27 27 29 49 37 18 36 32 33 16 29 21 41 27 42 13 28 44 33 34 18 9 16 28 9 18 23 23 26 28 30 29 35 32 33 36 20 65 54 12 83 33 69 34 67 51 29 63 30 84 53 49 128 18 34 44 39 54 33 102 30 77 64 22 52 80 37 35 29 57 96 21 55
