 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
470x429 20 7 22 17 27 66 16 34 16 26 19 15 11 28 17 21 14 23 10 36 41 27 22 11 20 22 17 18 10 28 48 15 9 57 12 15 28 7 32 33 21 16 6 32 7 14 25 23 15 11 17 8 27 14 36 41 19 11 20 11 18 15 26 15 13 32 6 21 15 15 31 38 17 29 30 13 17 22 29 17 8 24 17 7 14 15 11 16 11 23 8 32 12 24 15 25 15 16 16 14 30 8 20 21 9 17 22 24 16 14 38 19 32 21 7 24 14 22 28 27 38 16 20 19 15 25 27 25 18 21 21 18 28 15 13 34 14 19 20 24 8 16 27 27 8 30 2 28 17 8 30 4 22 18 8 31 10 13 17 15 4 15 21 31 13 10 19 15 23 26 18 16 57 17 25 31 11 20 32 18 23 23 15 12 23 19 25 18 12 12 10 12 16 25 23 16 4 16 20 21 5 14 28 25 14 15 12 33 23 11 18 29 21 21 97 23 86 29 61 8 26 26 15 36 13 70 72 44 119 23 35 56 78 63 23 74 37 69 69 18 26 46 30 10 23 50 45 2 46
304x460 12 16 39 16 10 92 50 55 7 24 31 33 37 21 17 35 19 24 29 12 25 34 13 17 36 21 12 25 22 21 42 45 15 67 3 18 36 15 22 30 15 39 22 21 9 38 33 18 18 7 26 12 28 22 47 20 5 10 13 10 12 39 19 26 45 25 20 14 21 17 16 19 27 42 10 13 15 5 7 26 15 15 50 19 10 22 14 9 16 16 10 22 24 30 17 16 18 21 3 30 25 37 15 31 36 17 17 45 24 23 58 11 9 20 15 37 15 23 33 15 18 21 17 34 36 8 33 34 21 18 16 26 22 21 24 37 16 16 10 36 22 18 12 16 19 30 17 35 18 32 56 7 9 39 13 26 20 25 18 28 17 11 41 35 26 22 49 29 11 16 14 20 42 38 26 25 40 17 21 24 25 26 19 20 16 7 17 25 28 23 24 5 41 16 35 9 13 47 22 31 21 6 28 11 15 31 30 42 25 13 36 20 30 26 105 28 84 24 81 14 23 9 21 34 18 85 87 42 194 21 50 61 92 74 20 80 51 70 80 37 40 95 48 28 31 50 59 8 76
349x482 15 7 15 16 21 45 12 17 13 18 22 15 11 8 13 10 8 9 14 3 14 21 14 12 24 4 8 10 9 5 17 14 10 28 8 13 20 6 0 36 23 36 19 13 6 8 18 7 6 5 10 9 15 6 23 17 8 10 19 7 15 11 17 21 19 14 16 5 22 5 18 9 7 10 19 22 4 5 6 10 11 1 26 6 4 7 8 13 13 6 8 19 3 10 5 10 7 12 11 11 10 20 14 8 15 9 6 18 12 11 38 10 17 16 17 4 18 16 20 20 10 9 7 17 11 14 7 12 13 15 3 23 25 27 9 19 6 9 12 9 13 5 6 21 10 13 6 23 0 18 43 10 11 20 11 0 14 15 12 14 23 12 24 19 9 12 8 17 22 15 7 24 32 12 16 24 3 19 10 8 13 5 7 20 15 15 23 14 13 4 6 3 22 15 11 11 12 6 11 14 17 8 10 11 6 6 6 2 19 15 30 9 5 27 73 17 62 19 47 19 13 10 10 25 6 48 48 27 95 10 30 40 60 52 15 57 35 58 52 20 39 36 28 20 17 35 25 1 35
433x711 13 9 22 17 38 76 30 65 29 15 20 23 31 29 8 32 31 16 10 52 21 50 14 21 28 32 16 27 17 51 48 37 17 77 18 15 33 22 34 37 21 24 26 30 8 25 13 22 19 23 43 19 24 7 47 38 9 26 40 13 15 29 39 18 20 16 8 31 31 20 26 29 27 20 14 30 25 14 22 23 13 33 24 16 12 12 25 17 18 21 28 11 18 7 11 12 22 12 7 28 37 22 28 29 41 17 27 37 38 15 50 16 17 24 21 15 20 25 33 11 26 41 30 36 25 24 18 33 23 30 18 19 26 26 12 22 16 31 44 8 26 7 20 29 22 34 29 16 15 10 54 9 15 11 22 13 17 23 16 9 26 19 32 53 26 19 11 21 35 18 20 39 49 13 18 40 58 32 15 36 14 9 40 24 10 20 28 18 17 19 15 6 46 27 30 15 18 34 23 28 31 17 20 29 16 25 22 46 30 20 34 13 11 39 99 34 94 26 86 17 46 38 31 60 19 94 64 57 158 22 52 69 98 66 36 89 53 88 87 45 60 136 57 28 29 47 65 10 68
556x852 7 33 29 24 26 95 6 33 4 19 28 39 4 15 7 17 20 8 24 15 23 19 8 17 23 11 18 24 22 17 23 32 11 48 27 16 30 2 15 38 14 13 22 17 10 44 18 18 9 4 33 15 6 10 42 21 22 8 15 6 9 27 9 22 13 11 24 25 11 18 28 23 11 36 12 11 19 8 12 16 15 14 26 3 8 15 12 21 17 28 9 15 12 3 8 7 14 11 18 17 35 11 19 16 34 13 6 30 23 8 39 6 19 17 17 30 16 23 23 16 20 20 29 14 3 14 18 9 25 13 12 12 16 17 4 21 4 31 20 2 14 12 23 11 1 11 21 16 18 13 31 29 7 48 14 16 2 7 12 15 7 20 22 28 14 13 19 28 11 41 12 11 26 18 16 28 33 16 3 22 20 13 19 9 25 10 23 13 9 7 8 5 20 40 17 19 19 29 22 26 21 12 16 7 13 29 22 26 13 3 18 29 1 11 46 19 65 26 50 0 58 32 24 67 11 61 66 37 115 12 35 61 82 60 13 65 32 69 74 40 63 109 59 46 17 37 56 1 56
145x344 7 17 13 4 12 30 8 11 7 20 9 17 8 14 9 16 3 4 13 9 2 17 6 11 8 17 6 9 14 12 23 20 12 23 14 0 10 6 10 15 3 13 7 9 4 16 6 0 16 16 8 4 12 1 13 23 6 5 10 11 7 12 7 22 3 13 8 6 10 18 3 12 7 4 10 5 7 5 6 11 3 10 10 8 4 0 1 0 11 10 6 1 14 20 17 4 2 0 14 13 14 7 12 5 12 13 5 14 2 5 14 18 16 21 8 36 7 9 26 12 5 2 13 7 11 11 31 8 9 13 8 12 4 7 20 14 11 15 7 2 8 11 14 1 7 16 5 15 5 4 33 2 6 17 4 5 19 5 2 17 11 10 15 9 6 7 8 4 11 3 10 3 30 8 16 11 37 9 4 8 15 7 0 21 15 10 13 19 15 0 6 5 15 21 4 0 8 17 14 13 21 9 11 4 11 11 8 18 7 4 17 6 15 22 41 12 37 10 51 0 0 0 0 3 3 42 33 22 98 3 15 30 36 37 10 25 22 29 37 13 13 39 17 16 7 16 31 8 33
185x413 2 3 6 6 30 16 7 11 0 4 5 18 7 6 20 8 11 3 0 12 4 10 12 16 8 6 8 3 8 12 27 16 9 9 2 1 7 8 19 25 2 25 7 9 0 12 9 5 10 17 8 14 6 2 12 3 0 0 12 3 6 5 6 6 5 17 5 6 10 17 0 20 0 4 14 15 3 1 3 10 13 1 16 5 3 5 10 11 0 10 2 10 12 13 4 8 4 8 5 9 15 6 16 9 22 9 1 5 8 8 5 3 22 7 3 4 1 5 19 13 12 10 0 11 6 14 11 12 17 4 8 8 14 18 7 4 4 8 5 1 5 12 2 8 12 5 7 5 3 4 16 0 6 19 3 10 15 18 15 1 4 11 8 6 14 11 5 14 6 16 1 10 14 8 8 13 15 7 1 0 7 12 5 5 4 3 12 9 6 0 5 5 10 2 6 10 4 0 6 9 2 13 1 1 4 4 3 14 8 5 7 10 9 17 42 17 45 28 35 6 2 3 3 9 4 40 41 31 50 5 28 41 38 46 16 40 47 48 30 21 29 30 25 29 16 24 18 9 34
378x442 19 9 13 20 24 45 25 48 18 18 27 22 17 12 19 22 17 24 24 27 12 20 17 22 15 17 6 11 13 23 28 28 10 45 9 14 24 12 10 28 12 23 17 24 1 26 18 8 12 5 19 32 24 19 37 27 25 9 33 12 11 24 24 41 27 6 16 19 21 9 8 13 14 46 1 6 18 9 20 11 24 8 36 15 7 10 34 25 25 20 14 3 21 18 16 29 22 15 16 26 14 18 33 9 33 7 19 39 7 15 40 24 12 12 3 10 18 27 23 21 23 2 4 23 19 17 10 15 34 29 16 31 18 9 14 8 25 32 10 10 11 8 12 7 9 18 10 27 7 17 55 8 19 24 10 14 7 11 22 24 16 3 22 16 9 12 23 9 20 29 12 26 39 12 21 23 34 25 19 27 17 24 10 13 14 9 31 12 11 12 21 16 21 12 12 14 8 18 22 17 13 8 19 25 4 19 18 37 10 9 25 11 24 37 81 22 95 26 76 5 26 18 11 30 12 64 64 42 141 12 30 63 78 53 15 81 49 69 75 31 35 40 31 16 17 49 52 6 50
293x529 9 6 12 9 36 35 16 12 6 6 10 14 20 18 8 9 7 5 5 13 7 19 6 10 8 12 10 4 7 25 29 10 9 40 11 8 8 4 9 17 5 26 20 12 1 16 17 4 9 2 5 13 20 7 32 6 13 16 20 1 15 33 7 7 7 2 4 14 13 1 12 18 5 11 5 2 8 2 10 15 4 13 32 8 10 13 2 10 19 14 6 2 15 12 2 11 14 8 9 33 14 3 12 14 25 14 7 25 10 12 41 5 14 16 7 5 11 10 17 10 4 13 6 21 15 4 21 19 11 13 10 14 16 15 21 13 20 10 5 14 10 11 19 7 16 14 11 12 5 13 25 16 9 18 13 19 7 15 17 13 11 20 15 22 14 1 11 13 9 8 9 30 33 15 7 9 35 9 22 7 17 12 8 8 6 21 24 7 14 10 9 6 19 15 1 5 12 12 28 1 10 8 14 10 11 6 13 21 4 15 7 6 5 13 62 19 47 15 49 17 10 13 9 22 14 55 45 29 122 11 31 50 56 40 12 50 23 49 52 25 28 37 28 18 18 45 32 3 42
445x555 19 8 8 9 11 36 11 17 3 6 23 27 26 7 16 8 13 6 7 17 8 28 17 7 22 3 5 18 23 24 16 22 5 22 11 9 25 21 21 2 17 15 22 27 7 13 15 19 13 11 9 26 14 11 35 16 16 11 20 7 12 16 13 9 4 12 7 14 17 8 14 14 11 13 24 3 5 10 11 13 9 7 33 5 10 13 5 13 8 32 11 13 22 5 12 13 7 17 15 11 17 25 12 13 10 4 15 7 10 12 20 5 13 16 16 22 21 19 13 29 12 14 7 30 16 14 16 12 19 13 9 9 38 15 20 15 18 13 13 29 10 12 15 11 29 10 16 12 8 22 34 6 8 18 2 24 8 18 20 5 5 10 30 32 14 23 8 10 24 11 11 10 20 24 9 22 18 35 18 24 29 10 9 10 9 4 25 2 20 10 13 4 24 25 28 20 5 15 21 20 9 8 25 17 14 20 23 18 13 19 13 8 5 24 65 15 56 28 51 8 27 17 8 27 18 54 40 21 85 11 41 35 66 29 8 41 33 38 64 24 33 40 25 13 21 24 35 23 34
266x573 23 9 18 25 30 87 54 54 11 17 15 30 50 16 22 19 13 4 20 15 13 37 11 25 18 17 6 29 24 6 39 26 23 25 16 5 13 14 13 15 9 19 18 29 13 24 9 12 20 11 12 17 18 12 42 25 20 11 20 14 12 61 39 32 7 25 15 29 8 7 5 5 7 33 13 10 9 12 27 47 17 25 25 15 9 9 22 2 7 19 5 19 15 8 21 19 29 7 18 13 36 17 9 19 28 20 17 11 14 32 32 5 31 21 17 32 19 23 37 29 7 18 15 40 35 37 25 10 33 16 15 22 23 17 15 29 22 32 18 28 12 10 19 27 22 22 20 19 5 11 43 4 23 39 6 35 14 21 11 6 5 21 15 23 24 8 13 12 21 23 11 37 27 24 9 29 44 31 23 37 12 27 7 20 12 18 39 12 6 16 13 4 15 17 53 17 10 14 12 44 4 9 13 16 19 14 26 29 7 16 13 5 3 14 91 27 67 24 116 27 31 30 22 53 18 105 86 47 218 18 41 81 99 70 29 84 54 66 81 39 45 95 59 45 16 47 59 9 55
682x602 18 7 11 21 8 61 27 35 40 17 16 31 18 16 18 22 13 6 20 13 15 29 19 22 25 22 15 23 25 14 35 38 16 55 21 10 7 6 22 25 24 42 30 28 10 18 30 23 12 14 19 14 4 31 36 37 9 6 11 9 19 43 12 19 16 15 16 26 12 10 16 26 18 26 33 9 11 23 14 7 15 18 5 12 21 14 19 18 8 30 16 7 8 5 9 26 18 10 11 21 13 22 16 14 5 8 14 23 23 25 32 15 15 22 4 39 18 23 27 23 20 30 26 16 13 25 21 3 35 21 12 28 35 18 20 7 17 29 16 13 17 14 21 8 28 24 33 30 20 11 47 18 9 25 19 28 6 17 39 13 13 18 12 26 33 11 12 18 22 10 19 40 23 9 7 23 21 23 12 17 23 27 5 8 11 24 37 15 19 7 24 13 21 23 28 25 23 20 21 31 11 3 17 19 23 45 33 34 11 11 31 7 5 29 57 23 65 23 55 18 51 48 28 61 14 64 52 30 72 18 42 36 61 53 14 66 35 47 56 19 49 65 38 32 14 34 36 6 41
