 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
586x694 7 9 26 30 16 75 28 34 6 11 30 12 20 6 12 21 25 17 41 11 14 41 24 14 19 14 13 23 12 25 40 24 1 20 21 11 18 22 31 34 4 43 18 19 17 16 26 16 20 21 19 18 22 4 40 11 12 14 17 1 7 22 7 10 33 10 15 26 20 11 18 27 19 27 26 10 22 16 14 19 16 15 24 3 28 6 15 5 21 33 1 18 21 8 12 16 18 7 16 9 13 27 10 7 9 25 15 21 17 12 25 6 24 11 13 16 21 28 17 13 11 42 24 27 8 22 23 27 36 11 16 10 23 9 16 13 11 11 13 26 5 23 10 13 12 25 9 18 11 12 42 6 14 22 24 17 16 20 12 13 10 10 23 28 17 21 19 21 19 16 9 40 55 8 18 24 17 12 15 16 22 17 6 18 11 18 18 8 16 12 13 10 15 29 17 12 25 25 21 9 16 16 45 7 19 17 10 37 29 20 17 9 12 8 76 22 90 35 47 0 34 33 18 49 12 84 34 45 98 21 37 62 63 49 20 91 38 66 67 41 58 71 50 32 25 41 35 4 49
632x144 20 36 40 24 39 65 30 68 15 31 24 31 19 31 20 19 8 23 22 34 14 9 25 21 34 21 24 28 20 19 18 42 27 53 28 16 22 37 13 38 17 29 40 37 6 15 9 16 17 23 61 8 32 32 32 32 47 18 49 25 20 31 23 45 21 28 18 23 27 26 42 23 18 29 34 25 37 19 9 28 48 18 41 14 13 21 28 27 25 49 50 27 10 23 13 5 14 13 7 31 27 21 13 27 24 16 43 70 16 26 33 18 45 25 36 17 13 23 18 10 24 29 21 29 43 15 11 25 32 17 21 57 30 19 17 31 26 33 7 13 45 24 35 19 17 21 36 30 19 38 79 22 19 34 31 28 15 31 23 25 24 23 35 22 21 30 32 42 29 59 30 38 63 28 14 35 50 36 19 22 19 30 12 25 31 23 34 20 13 28 28 18 28 48 34 4 23 47 23 42 23 20 29 30 27 28 32 50 44 29 52 18 10 45 80 32 91 32 80 5 0 0 0 0 16 90 80 36 115 25 48 59 89 68 27 79 53 71 80 37 48 86 45 35 22 45 82 9 57
336x303 5 19 16 6 29 40 20 28 8 25 5 22 14 22 27 12 37 19 17 7 5 35 15 17 37 11 8 13 28 17 34 18 8 27 15 8 21 12 20 13 12 20 7 24 10 19 0 4 18 6 22 17 13 17 15 26 18 11 15 14 17 25 25 32 4 25 6 5 5 16 16 20 10 13 13 9 8 7 16 2 14 14 22 17 6 14 11 21 12 20 4 1 33 16 31 10 32 9 9 16 15 21 12 4 19 18 17 18 22 6 24 20 18 24 6 16 11 18 14 9 23 14 2 16 8 13 10 10 14 16 9 22 9 20 16 15 1 12 7 18 16 6 19 15 16 18 3 21 5 10 13 10 17 17 12 21 13 7 15 9 17 8 31 7 16 9 11 12 14 30 11 16 13 7 6 9 10 27 15 15 20 16 25 21 28 8 17 12 13 7 13 10 16 32 45 23 21 22 14 13 13 29 24 13 24 6 16 45 11 17 10 1 3 20 75 12 53 19 64 8 12 15 11 26 9 64 47 24 108 12 48 34 68 54 4 49 26 40 40 10 16 30 12 13 22 25 57 36 40
583x442 27 16 21 29 29 67 33 25 24 19 31 16 11 24 26 13 8 13 16 18 20 10 19 5 14 5 11 3 24 13 28 27 7 31 21 7 21 10 7 13 15 13 7 14 12 12 24 2 4 23 27 15 13 20 14 16 2 11 31 13 6 25 7 23 40 10 13 24 19 16 20 22 10 23 13 14 6 27 3 11 41 13 17 9 9 19 12 12 11 24 10 13 19 15 28 20 24 7 9 24 26 30 21 15 17 7 18 23 13 4 24 15 12 19 5 9 9 23 14 27 21 25 34 10 18 13 23 7 31 23 24 23 25 16 9 17 5 18 15 7 1 11 15 19 26 11 12 24 13 14 28 15 16 10 10 16 14 19 15 5 9 17 13 27 23 12 36 16 17 18 15 17 34 13 12 37 12 18 18 14 7 7 19 19 25 30 13 11 18 13 9 7 22 13 16 13 4 18 12 40 17 6 17 14 13 20 22 13 20 9 21 19 14 17 86 16 89 27 52 30 20 13 5 24 9 70 47 38 75 16 40 57 70 43 17 77 40 51 59 31 39 30 28 8 18 39 46 7 45
603x543 13 9 22 18 30 62 18 43 21 17 30 50 35 25 23 17 28 10 13 11 16 24 8 12 33 9 31 17 17 22 15 30 12 22 9 16 15 24 26 22 32 32 28 20 6 12 13 23 22 19 29 26 21 10 38 38 27 18 40 24 30 37 27 25 20 23 11 18 8 8 35 13 24 17 20 14 8 19 13 7 12 23 24 20 19 15 20 28 30 32 10 12 47 27 14 15 25 15 4 10 15 25 14 22 22 20 40 19 21 15 17 18 17 36 38 24 33 19 29 30 11 21 14 19 25 8 28 21 19 25 3 27 18 19 15 22 25 20 12 24 27 6 23 15 21 13 14 33 27 27 23 11 15 29 15 25 10 19 17 16 26 17 34 24 28 13 27 0 37 18 27 18 51 20 6 22 26 23 8 41 19 17 29 28 11 12 33 24 19 12 24 13 7 53 38 10 27 28 41 24 14 36 31 35 41 26 36 26 27 21 31 9 33 26 78 16 71 34 72 0 57 42 37 62 22 82 58 33 96 22 58 56 62 35 23 64 33 62 47 35 42 49 24 29 16 33 81 46 37
687x12 29 25 16 20 8 33 26 10 22 19 5 24 6 9 21 12 4 12 10 18 18 23 3 2 7 16 11 16 8 11 19 34 4 37 23 9 3 7 14 13 9 8 14 5 18 7 19 10 11 17 32 14 15 10 6 26 8 19 33 11 16 13 24 15 11 19 6 12 7 6 20 24 6 15 18 7 6 16 5 14 5 10 22 8 12 16 14 18 12 13 19 15 22 21 16 6 9 11 8 5 8 9 3 20 10 18 9 16 7 5 23 7 17 1 27 23 14 11 10 9 5 13 6 31 24 6 5 15 25 4 17 13 16 3 3 10 14 21 4 10 18 8 14 15 14 5 9 27 15 8 43 5 10 21 13 4 4 15 9 7 9 10 25 22 17 11 6 17 17 17 16 22 18 19 6 16 23 16 7 12 16 11 10 4 7 17 18 4 6 7 15 0 7 8 19 18 19 8 12 21 16 10 22 9 16 26 25 20 7 13 29 14 12 15 55 16 74 18 62 11 0 0 0 0 16 44 51 29 83 16 27 50 51 89 18 46 28 53 62 17 28 66 39 25 13 35 52 8 41
274x679 10 0 7 5 17 57 18 51 11 15 23 34 20 12 3 17 14 24 20 33 9 22 15 27 12 17 9 16 27 27 36 36 1 51 22 7 5 21 3 29 10 35 17 24 9 17 23 22 12 5 35 28 7 21 38 22 15 10 14 4 14 32 16 14 21 18 17 9 14 16 20 17 3 4 17 15 4 13 10 16 2 3 18 22 7 4 5 12 19 22 7 5 11 12 16 6 17 24 4 17 25 28 13 6 39 11 9 13 7 11 27 12 19 17 8 14 14 18 25 7 8 17 5 20 4 15 23 18 9 16 17 12 26 21 17 15 1 16 2 8 9 4 13 17 10 19 1 25 12 12 40 7 1 23 3 32 12 9 11 6 24 15 17 24 9 4 9 19 30 8 14 33 44 10 35 27 17 5 3 5 13 1 12 14 23 7 18 14 17 29 10 11 35 21 13 17 6 12 12 23 17 13 28 13 7 11 17 17 17 3 10 12 10 21 57 18 86 32 76 2 19 13 8 24 8 66 58 57 103 16 33 51 73 70 16 73 34 56 69 24 44 101 65 42 22 42 38 10 46
363x925 4 2 9 6 18 54 1 20 3 17 18 12 19 16 4 6 12 2 16 8 26 17 22 13 10 7 6 6 17 18 51 16 5 32 7 15 14 9 19 20 6 3 4 21 4 15 19 8 17 9 21 13 11 18 26 3 12 18 27 12 9 14 14 9 17 9 12 11 11 2 12 17 6 18 14 3 11 6 13 8 4 17 13 8 7 13 4 20 11 12 7 14 28 8 3 9 10 10 10 1 12 20 20 21 7 5 19 13 11 7 31 8 40 7 12 15 7 18 14 14 2 8 9 3 6 1 3 15 40 16 9 13 11 0 18 4 17 18 3 11 15 22 6 13 3 10 18 25 8 3 40 11 6 8 9 1 13 4 9 12 8 22 10 9 0 15 14 28 5 16 14 22 36 13 7 12 9 23 10 15 9 8 9 13 5 7 15 7 15 7 15 2 16 22 18 6 16 33 3 28 14 25 16 11 7 21 2 37 18 18 8 9 3 25 27 11 48 18 60 2 19 5 16 21 7 33 36 38 90 4 21 47 51 47 7 41 17 58 50 13 55 103 58 47 12 27 35 11 40
205x983 6 3 11 0 3 19 2 9 0 0 4 3 0 5 1 0 0 8 0 4 0 8 4 0 4 0 8 20 7 12 8 4 5 8 4 0 4 3 0 3 4 0 0 0 0 0 0 6 0 4 1 0 3 0 9 8 2 6 15 6 4 3 0 4 9 0 0 9 0 0 3 4 0 0 5 0 3 2 5 0 0 0 7 8 4 0 0 0 6 0 2 0 0 0 13 0 0 0 2 2 4 2 6 13 0 0 1 3 3 2 10 5 9 0 0 12 7 6 2 5 4 0 0 2 0 9 10 5 4 2 0 0 4 5 0 0 6 2 0 6 0 1 3 0 1 8 10 4 2 5 24 0 5 0 9 0 0 0 0 0 4 0 2 0 0 3 0 0 4 1 0 10 5 4 4 0 0 8 0 0 9 0 0 8 11 2 3 2 0 5 8 0 1 3 0 0 0 7 0 0 0 5 0 0 3 4 0 2 1 0 4 0 6 5 4 2 5 14 29 0 9 13 13 12 0 9 11 11 16 2 1 14 16 18 0 17 57 12 18 1 24 25 16 31 3 11 2 1 16
162x165 8 10 0 3 1 39 13 9 10 13 8 13 8 6 6 5 7 11 7 7 8 11 6 12 5 10 7 6 20 5 33 23 2 25 5 1 10 13 14 8 1 7 0 3 2 9 5 7 13 4 5 4 13 2 5 19 18 9 18 17 9 19 13 9 6 4 9 7 5 11 4 3 7 5 6 25 3 2 8 7 6 9 12 4 11 12 7 4 8 17 1 13 3 8 6 18 17 13 11 14 4 14 5 21 10 12 17 20 7 10 16 18 24 22 4 2 7 12 5 11 5 6 9 9 20 5 3 4 3 8 4 14 19 16 7 12 7 12 5 9 5 11 6 2 2 10 10 11 2 3 36 17 6 7 9 4 0 13 4 7 12 1 15 3 12 6 13 0 13 15 8 29 4 16 8 12 9 7 19 8 14 9 5 12 18 0 22 1 8 14 11 9 2 3 20 16 7 6 9 19 1 5 11 16 19 17 2 7 6 8 14 2 9 20 27 6 25 12 48 11 0 0 0 0 8 42 22 17 78 7 22 29 49 43 9 39 22 27 34 10 11 22 21 15 11 18 24 7 40
625x373 17 15 47 17 44 72 50 37 7 23 12 37 18 20 21 20 18 40 24 31 29 28 24 39 20 22 17 5 38 21 26 31 11 53 16 11 28 23 26 39 18 21 26 43 23 31 32 29 23 9 39 40 23 33 35 37 15 22 43 24 24 55 21 39 31 11 33 27 18 19 23 37 28 31 24 21 14 45 22 11 12 6 26 32 16 24 25 19 8 33 12 29 25 23 20 8 30 12 10 30 23 33 58 35 33 21 29 23 9 26 54 19 37 16 16 23 21 36 25 37 16 23 35 44 16 9 51 16 31 41 45 32 37 15 22 34 10 40 5 10 34 17 26 17 23 44 14 37 25 41 37 15 22 15 28 38 20 13 27 15 8 13 56 18 27 18 46 29 25 23 36 53 50 7 14 29 31 40 31 14 29 24 23 28 30 21 39 30 13 19 21 15 23 62 33 13 26 39 36 41 35 11 44 17 15 33 15 20 34 15 24 13 18 17 105 27 105 42 84 0 42 50 34 55 20 87 86 54 89 32 65 73 73 75 32 100 67 79 75 37 64 60 57 22 33 66 73 48 54
185x488 5 10 9 7 29 15 13 32 0 23 3 12 12 24 19 19 13 7 26 12 4 7 3 9 16 9 4 8 6 22 11 15 10 11 21 0 24 13 14 20 8 20 22 10 3 7 13 12 8 14 19 19 11 4 34 15 4 11 10 7 1 16 3 32 1 17 13 2 1 11 4 12 5 8 15 6 4 15 1 1 7 18 58 7 9 3 8 6 9 30 1 24 9 16 8 12 11 10 8 17 9 5 14 6 16 18 6 5 24 15 44 8 18 9 2 6 16 8 15 16 13 10 6 21 17 16 12 23 3 4 22 0 7 6 23 27 11 5 5 7 5 7 12 3 1 13 4 19 3 28 27 1 13 23 17 12 16 19 17 13 8 8 14 32 19 12 8 20 18 17 13 16 38 3 10 20 28 6 4 12 19 13 4 2 7 9 13 24 6 3 5 11 4 6 18 7 16 2 17 4 8 18 5 10 9 13 15 10 11 4 1 0 1 8 64 22 69 26 75 8 12 7 13 18 13 76 60 49 86 15 32 56 64 52 12 66 32 59 52 21 46 50 43 39 14 35 18 8 41
182x605 5 2 0 1 16 49 16 28 14 19 8 10 7 4 9 7 8 8 12 4 1 38 7 8 7 6 12 8 19 7 22 9 8 22 13 1 10 25 24 22 1 7 9 13 10 17 7 9 2 0 15 4 21 8 27 23 13 8 7 4 11 14 5 3 13 12 4 1 3 5 5 5 15 19 15 5 13 4 0 16 12 4 13 11 4 6 3 1 4 13 0 8 12 8 17 5 16 8 3 16 9 10 13 4 5 2 4 14 8 8 26 10 5 23 13 27 15 20 26 14 7 4 5 9 17 6 1 1 7 10 1 16 24 14 21 29 8 19 20 0 4 4 11 8 11 8 18 12 9 2 17 9 3 19 9 15 8 16 7 11 4 3 14 22 5 5 10 23 8 13 3 1 28 16 12 3 14 13 11 2 9 10 8 5 10 10 19 1 7 17 3 4 13 19 33 5 5 6 10 15 4 8 6 23 11 16 9 2 11 2 12 6 6 18 39 11 45 24 65 0 5 10 9 19 15 56 40 32 127 8 49 51 56 38 13 48 24 48 36 27 28 68 36 24 12 32 47 25 51
326x69 20 25 17 20 30 145 20 22 26 18 30 26 32 26 21 20 30 27 25 37 25 40 21 40 6 14 22 9 21 31 67 37 9 60 24 6 22 22 20 45 20 31 8 21 12 41 38 27 25 18 45 17 24 29 54 49 17 21 31 21 10 16 17 35 8 30 19 17 16 23 16 21 13 25 20 8 22 7 21 19 24 28 42 34 5 28 22 20 11 12 30 21 22 16 6 16 21 18 27 22 27 29 26 37 25 19 17 23 20 17 36 11 18 23 15 20 8 42 20 28 25 22 16 9 18 20 26 18 21 21 17 18 23 18 16 23 15 45 6 23 17 22 31 27 12 29 45 32 6 44 74 11 8 22 12 23 18 15 6 16 32 20 6 25 23 13 30 20 24 33 13 31 28 41 17 22 26 20 26 45 26 22 32 18 43 29 32 15 41 11 12 12 33 53 20 19 15 46 13 17 23 9 20 34 37 20 22 42 34 30 15 35 31 35 97 22 103 20 92 0 0 0 0 0 20 74 72 58 219 21 48 65 87 87 25 88 57 71 95 36 31 72 28 31 18 49 51 10 62
572x70 37 24 7 14 19 60 25 30 12 29 36 55 4 20 14 18 17 9 20 13 19 20 8 15 6 8 12 23 42 17 27 24 3 31 12 6 30 21 4 24 21 21 24 19 17 14 22 16 37 22 20 16 27 45 26 33 36 10 16 19 14 51 26 24 12 17 18 16 15 10 15 25 22 18 27 30 8 7 9 10 18 8 9 11 8 17 18 27 25 13 19 8 18 13 27 14 21 9 11 30 25 20 12 14 20 16 24 25 7 9 15 27 14 37 13 25 18 10 18 20 8 32 5 19 20 11 21 16 33 16 12 30 15 22 18 40 4 16 5 13 21 25 24 6 29 10 32 34 9 11 35 10 9 27 12 21 3 17 21 13 10 17 26 21 17 21 10 18 17 35 9 18 28 14 31 17 36 49 18 33 17 20 19 26 15 24 19 12 13 15 20 8 18 45 40 21 19 18 17 33 4 12 36 19 26 26 30 46 27 36 51 8 7 30 66 16 68 28 73 1 0 0 0 0 21 74 46 34 88 13 49 46 63 57 9 59 32 60 54 27 31 63 31 31 16 22 49 35 37
455x210 19 22 41 29 56 89 37 42 23 19 62 43 42 35 23 12 21 36 14 39 17 26 24 32 29 49 34 26 65 40 47 46 14 52 36 12 27 52 35 49 26 32 19 29 29 42 32 36 28 22 40 34 20 18 69 45 13 23 22 26 19 36 25 40 37 42 33 54 42 25 23 45 43 47 33 31 29 30 26 9 25 11 37 4 33 29 35 40 20 30 11 19 32 30 30 27 32 15 30 17 28 38 48 31 41 28 26 32 31 12 48 21 44 28 25 48 29 33 39 31 22 35 22 23 32 13 28 22 55 13 28 21 21 40 33 47 33 25 20 16 20 23 26 34 32 43 19 31 31 29 82 17 16 37 30 46 20 19 34 9 25 21 32 33 9 39 31 31 45 52 14 50 55 24 20 46 42 34 23 22 31 22 12 35 41 35 36 20 10 28 14 33 28 31 39 51 49 17 36 35 29 42 25 39 34 33 30 30 48 28 28 19 12 47 128 34 148 41 120 5 0 2 0 2 20 111 100 73 171 35 56 76 95 84 38 112 61 91 130 35 43 65 34 30 33 57 82 7 74
205x337 20 14 11 13 35 43 27 28 16 47 27 34 24 16 17 23 13 12 40 26 30 28 12 24 21 26 25 5 22 30 48 26 9 62 17 2 35 38 23 35 16 29 25 20 12 18 16 30 10 18 34 28 32 11 52 35 21 5 35 6 8 18 27 23 16 23 20 7 7 12 14 18 18 17 17 10 27 21 13 46 12 20 33 24 27 11 19 19 12 31 16 23 31 22 17 23 26 16 13 18 27 25 19 10 21 6 32 15 19 14 43 19 11 22 19 26 21 13 21 20 15 19 12 36 22 16 28 18 34 12 11 28 32 31 27 20 21 36 15 24 7 24 28 17 28 11 26 27 22 15 46 13 9 13 22 11 6 19 37 21 2 6 20 35 8 22 36 28 21 41 13 53 36 32 29 5 36 20 14 34 17 22 2 30 31 26 26 11 14 19 8 11 28 15 30 15 4 11 25 3 25 8 22 21 4 18 5 26 23 7 20 15 8 37 95 30 103 42 96 9 7 6 9 23 13 79 71 63 170 19 44 79 71 72 26 80 40 62 65 23 44 48 53 33 19 43 36 8 49
359x533 7 11 15 17 34 33 12 44 14 10 11 16 17 15 11 34 16 13 14 46 17 8 2 23 16 17 5 12 8 35 45 27 9 55 13 14 13 29 25 37 8 29 28 11 12 27 27 21 13 18 26 16 22 15 34 28 13 15 7 15 4 19 14 19 23 6 16 16 28 17 1 20 13 17 18 4 8 6 6 9 10 7 35 6 16 8 5 12 9 35 10 19 17 11 15 17 12 20 15 15 18 21 14 21 39 11 9 19 8 24 32 12 22 13 5 6 13 23 14 22 17 21 20 25 6 17 14 21 20 11 14 20 43 5 21 8 10 12 6 12 16 3 7 13 6 6 2 10 7 16 17 3 14 21 10 13 20 14 25 5 6 10 10 28 7 19 8 6 18 18 10 19 34 7 8 12 16 9 15 6 13 7 8 15 12 18 20 1 22 11 12 14 8 19 8 20 13 17 14 26 3 13 13 15 13 14 15 39 12 11 17 9 6 6 72 16 97 25 72 9 38 31 31 44 10 74 56 41 81 15 30 44 61 70 13 66 32 59 60 33 55 48 39 40 14 48 34 12 37
513x563 15 6 27 18 23 27 23 26 14 18 24 32 2 13 25 19 5 14 21 6 10 22 19 11 31 8 15 10 21 48 59 20 17 40 6 11 17 7 7 18 7 29 6 29 21 12 30 29 16 14 26 16 33 10 40 33 22 5 18 1 13 14 19 5 12 13 13 28 22 25 16 27 14 38 28 20 20 8 10 24 16 8 27 9 7 5 18 13 13 20 10 5 28 11 6 6 15 24 10 11 5 18 15 14 14 26 13 15 9 15 14 17 48 15 23 19 14 29 17 26 12 14 11 9 20 18 27 9 15 22 17 12 15 11 18 19 8 15 11 7 19 15 11 16 12 17 22 28 11 6 21 7 5 12 6 13 9 3 18 16 8 14 11 25 16 8 25 23 23 5 11 18 38 12 10 27 14 8 19 10 10 19 5 11 14 20 30 9 15 14 14 6 24 26 23 5 34 21 11 15 17 5 5 12 19 23 14 10 13 13 4 9 10 29 69 19 85 22 43 18 28 23 14 33 12 57 48 54 81 19 34 50 67 59 14 84 37 60 56 19 49 38 33 18 23 39 16 4 37
464x620 17 10 21 27 26 55 22 36 6 29 10 30 34 27 22 11 14 24 16 44 26 23 17 10 30 24 41 18 22 39 33 39 7 45 32 7 25 29 34 37 31 33 19 15 21 33 31 12 11 30 37 22 29 19 44 24 15 4 22 16 17 11 13 21 32 12 19 8 19 25 7 11 16 32 28 12 12 16 19 31 22 16 34 24 16 20 11 21 27 30 4 16 17 7 27 21 27 23 5 14 18 18 17 27 28 20 15 18 10 23 55 19 22 18 16 19 14 25 23 27 15 43 14 16 9 22 8 22 24 17 34 35 25 15 28 11 36 3 9 14 25 17 24 22 36 22 18 30 32 35 49 11 8 17 17 18 11 15 10 19 12 24 31 12 18 10 32 32 27 33 23 32 39 25 16 35 35 33 23 20 21 32 26 16 26 22 22 24 32 3 18 3 26 38 26 27 16 11 20 25 21 18 24 13 15 33 7 24 23 11 20 20 8 24 89 27 84 37 76 15 53 39 31 47 24 83 71 50 81 21 58 68 57 51 21 92 46 62 69 27 57 81 51 28 23 45 34 14 39
610x1023 1 0 7 5 10 14 5 10 0 3 2 9 7 5 6 8 7 5 13 7 10 15 22 2 7 9 2 6 4 14 24 11 1 16 5 2 6 3 5 6 4 2 9 9 5 12 8 0 8 6 7 0 5 11 1 3 6 5 5 0 7 3 8 2 8 4 0 11 2 0 8 6 12 5 0 7 0 1 8 1 0 26 5 7 3 18 2 7 2 2 9 2 0 0 10 0 2 1 2 0 9 1 14 8 8 10 1 12 1 0 8 7 1 2 2 2 1 1 16 6 5 5 3 4 0 9 7 6 9 1 5 11 3 4 1 9 6 6 1 6 2 0 8 8 11 6 0 15 12 5 16 4 3 16 13 0 1 0 7 1 11 0 10 2 2 0 0 0 12 4 4 16 5 11 0 20 15 21 15 19 3 7 6 2 6 9 9 0 5 6 7 0 10 3 11 15 1 2 8 10 0 0 9 8 8 7 5 11 13 6 8 6 0 5 3 2 6 2 21 0 29 33 24 59 0 5 7 4 24 1 5 10 17 10 1 17 5 9 14 5 7 31 10 15 4 1 15 1 18
124x189 4 5 0 8 3 23 5 15 2 5 4 7 12 3 11 6 11 13 14 5 7 3 9 4 1 1 5 8 7 9 16 22 6 30 7 0 7 6 11 14 10 25 15 12 0 10 10 3 4 3 10 1 5 11 33 12 1 1 6 4 3 3 9 11 5 5 1 0 6 9 1 7 10 10 2 4 2 4 5 6 3 5 14 14 8 5 9 1 4 11 20 3 6 11 6 8 4 7 0 1 10 4 6 6 4 4 24 15 6 9 5 7 2 11 0 7 0 3 5 8 2 5 5 13 10 14 14 19 11 1 2 4 12 2 1 4 14 10 4 10 2 3 9 8 20 1 5 21 3 23 14 0 6 3 5 5 6 0 3 6 0 3 7 2 11 8 16 1 3 5 0 4 13 12 16 9 2 9 3 5 12 10 14 6 11 0 6 5 9 5 17 6 12 16 15 21 16 1 8 2 0 11 6 21 9 0 3 14 9 19 0 8 9 16 18 7 46 15 59 14 0 0 0 0 11 31 21 29 52 7 16 24 34 37 6 31 19 30 34 4 16 19 14 15 4 16 18 2 30
474x756 23 10 57 47 61 145 40 39 19 20 47 58 35 22 27 28 28 26 32 28 23 37 21 38 43 16 40 16 31 51 61 35 19 89 32 18 27 16 37 63 23 44 25 56 18 47 31 28 17 17 41 42 41 40 68 39 19 21 28 20 37 39 29 38 31 30 51 45 37 28 25 36 45 58 22 32 18 22 14 32 31 19 56 25 19 16 15 9 15 54 8 19 27 12 17 2 19 17 14 13 37 28 45 26 48 25 23 27 27 20 61 9 50 43 26 25 27 62 31 57 27 32 23 12 23 34 33 29 42 40 49 49 35 19 15 36 19 20 32 19 25 23 10 25 39 32 45 23 33 26 79 33 11 61 18 38 16 14 32 22 18 10 29 57 24 33 24 26 27 32 22 33 83 7 37 23 22 27 23 65 29 30 15 33 15 18 33 12 26 13 16 18 24 51 39 31 44 26 30 44 22 18 29 15 21 26 46 29 22 12 24 17 19 33 108 37 117 42 115 4 54 36 20 56 20 119 115 69 211 27 52 80 130 96 29 137 57 96 100 66 78 143 89 65 30 58 72 9 75
460x977 25 24 38 17 22 46 24 11 23 22 20 12 8 12 7 9 10 18 13 21 18 25 1 17 29 20 8 20 17 16 34 36 24 18 16 5 31 24 18 23 3 21 1 24 12 16 6 12 8 6 15 9 1 15 50 13 6 16 13 12 12 10 17 12 7 11 18 27 19 16 0 11 13 28 9 23 17 7 4 5 0 3 22 12 4 20 2 10 15 12 7 11 10 18 11 9 10 8 2 10 3 26 18 25 17 18 24 5 12 20 22 11 28 24 2 18 21 16 27 25 8 16 5 16 16 11 9 22 38 7 1 9 10 5 12 6 5 16 27 8 21 11 13 10 12 6 10 31 10 18 49 25 7 5 9 9 1 5 17 23 18 20 3 33 1 20 21 11 25 23 4 18 11 8 17 9 22 24 4 10 5 8 18 7 12 13 16 17 10 19 21 11 6 17 6 19 22 15 16 26 14 16 9 27 5 27 5 22 20 10 13 27 4 10 22 8 56 26 76 0 12 24 9 26 3 41 45 44 71 9 23 34 50 59 7 46 29 72 58 14 68 98 60 50 10 34 18 7 34
575x182 17 8 42 31 42 53 18 32 19 24 19 37 15 20 21 20 19 18 29 24 17 8 6 7 14 16 22 24 26 17 29 30 16 39 6 12 12 19 19 34 17 21 20 11 20 15 15 12 22 24 22 9 22 21 13 46 31 15 11 18 23 29 25 17 18 5 21 30 31 23 24 26 9 51 38 20 32 8 21 28 15 13 20 10 14 22 8 21 21 20 15 8 18 20 9 15 16 10 8 27 20 21 22 17 24 12 22 30 23 28 27 14 28 12 29 22 11 37 33 9 24 45 9 20 29 24 12 17 20 24 28 31 27 17 32 20 15 32 8 24 14 11 39 17 26 24 22 59 17 14 46 28 32 30 3 16 13 13 20 26 10 15 14 17 31 12 15 12 21 42 19 19 41 23 2 37 50 15 17 12 21 26 16 41 15 14 29 8 30 27 25 11 30 14 18 21 34 22 8 29 26 17 46 25 21 26 9 25 13 19 22 36 10 29 99 22 105 33 92 0 0 0 0 0 19 84 74 44 103 29 33 41 72 60 33 96 32 72 61 18 38 52 36 38 16 32 39 6 49
