 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
337x981 17 13 15 7 11 60 25 27 7 22 18 20 24 9 2 25 10 1 21 11 9 26 10 17 5 17 28 27 1 9 17 14 8 31 2 10 8 16 16 13 3 6 9 9 14 27 11 4 10 6 8 0 5 14 29 23 8 12 18 20 9 15 5 13 2 30 11 9 13 8 11 7 16 39 4 0 13 11 18 16 1 23 13 1 4 10 3 4 10 28 14 7 13 4 14 14 6 3 6 17 7 10 12 7 10 7 17 17 11 11 24 7 7 23 4 22 7 25 24 6 2 7 2 11 5 19 8 14 4 7 6 11 12 16 1 12 2 15 6 9 22 13 25 9 7 15 15 11 20 11 26 2 10 32 0 10 7 17 9 2 15 46 11 15 4 1 9 19 22 20 6 10 38 18 20 9 21 11 6 9 2 7 13 7 9 10 26 13 5 16 10 2 16 19 14 12 19 18 6 13 0 8 10 11 21 22 15 28 14 13 8 4 3 12 14 1 21 13 38 3 11 10 12 15 3 13 25 14 90 3 0 18 39 24 8 20 9 18 44 12 11 28 13 13 3 12 7 0 37
306x521 9 0 9 9 25 60 12 18 12 24 15 20 24 10 19 13 15 16 10 16 10 13 5 15 14 9 12 13 20 12 41 22 5 66 21 15 10 6 16 8 6 9 14 15 4 6 5 8 6 7 7 14 3 14 3 31 3 6 18 19 4 24 27 20 0 4 19 2 17 6 11 18 13 29 18 14 8 3 13 24 12 7 3 2 10 9 24 12 5 20 6 4 2 8 18 17 8 9 9 7 9 6 3 7 15 13 17 9 8 18 19 1 10 25 0 27 16 19 9 28 5 15 3 18 11 12 21 4 31 15 9 12 22 9 16 25 1 9 8 18 11 14 20 6 10 21 10 17 23 5 30 21 4 29 6 13 3 14 8 5 1 9 15 20 11 9 9 5 30 8 10 15 16 13 7 12 20 12 17 28 4 8 26 12 27 3 15 10 6 1 3 1 9 15 18 13 8 5 21 18 12 14 10 13 12 26 8 18 9 22 16 7 5 17 51 5 24 9 33 5 20 16 10 28 10 39 21 8 116 16 12 25 35 28 8 36 6 21 26 16 5 18 10 4 6 20 20 3 18
514x730 35 13 19 23 28 63 25 41 2 6 18 25 32 19 3 22 20 15 16 36 21 21 18 22 12 7 20 21 20 9 29 19 3 28 19 7 15 17 5 22 6 19 8 24 12 19 19 21 11 14 23 13 8 9 31 37 17 7 9 16 14 15 29 16 14 17 25 22 11 15 12 12 19 15 32 11 1 9 28 10 17 7 14 24 8 20 12 11 25 24 8 11 20 12 10 10 12 14 7 20 5 22 29 17 9 12 12 35 24 33 28 14 20 33 11 20 17 7 28 39 17 52 10 21 16 29 24 19 50 6 21 11 32 19 26 18 21 21 14 10 15 8 4 19 17 40 8 21 22 24 24 7 15 20 12 16 26 24 36 11 7 20 13 29 16 19 14 27 28 40 12 32 22 14 16 32 27 24 23 14 18 7 14 27 25 10 33 17 10 11 4 16 34 34 25 17 14 19 26 26 4 23 31 23 22 9 34 16 23 29 31 21 22 25 71 3 89 22 66 21 46 34 27 64 18 61 48 30 113 18 23 47 60 42 23 48 21 50 54 21 28 49 31 8 14 29 16 6 43
517x868 32 17 27 28 45 75 22 53 22 49 18 53 27 25 31 32 15 21 33 28 18 28 34 34 28 28 37 29 28 32 38 29 33 53 26 28 18 28 43 26 26 40 22 23 26 20 23 20 25 38 37 33 28 16 48 48 24 28 48 19 19 31 32 36 20 26 19 32 25 18 25 28 28 45 21 25 21 12 27 43 9 29 28 31 20 30 16 19 11 24 19 11 23 26 33 33 41 44 21 33 31 19 25 31 29 25 26 42 21 21 64 36 24 32 24 34 33 28 37 34 25 41 7 48 24 47 17 6 50 35 34 37 23 38 26 52 20 26 25 14 45 25 30 22 34 34 45 66 38 31 63 15 24 51 13 22 22 21 32 29 7 17 30 24 28 28 19 30 37 40 20 24 68 38 41 30 34 54 17 42 17 27 20 30 22 37 55 17 19 14 26 34 50 36 68 26 33 11 24 26 20 31 69 44 30 35 47 51 14 57 61 20 22 28 95 4 89 42 92 25 64 43 38 69 13 64 62 48 213 18 37 71 74 84 17 92 25 75 80 31 43 60 39 15 10 33 36 9 73
540x912 9 12 24 9 20 49 14 19 13 17 4 5 9 5 14 11 15 14 16 16 3 6 12 21 9 10 8 12 11 13 34 10 0 21 13 17 18 7 23 39 14 14 16 19 2 5 23 9 2 19 28 10 18 7 18 12 24 11 17 13 9 21 16 18 28 4 9 10 11 15 14 7 15 16 16 11 19 10 8 10 11 7 20 7 8 13 7 4 22 8 15 4 9 7 13 4 12 20 3 19 23 26 17 14 7 10 3 13 5 11 38 3 23 13 2 20 12 10 13 21 24 18 15 10 13 34 3 15 32 13 17 20 16 5 3 18 6 10 7 21 7 9 2 13 11 20 9 23 9 22 35 6 8 14 12 10 6 12 17 13 7 5 11 11 12 14 15 22 19 19 6 32 18 16 18 7 7 25 11 20 10 9 8 8 11 20 19 21 9 15 10 10 16 4 16 5 25 22 7 8 18 11 7 13 16 18 18 25 11 6 21 5 5 13 38 2 61 8 32 0 23 26 18 31 8 22 30 25 87 5 13 22 45 46 15 33 10 38 44 6 23 29 29 8 8 19 6 1 26
400x982 9 1 21 10 12 22 34 27 2 16 6 16 6 7 5 14 7 8 11 9 8 6 8 2 22 11 9 18 18 5 18 13 7 25 19 12 12 21 22 17 2 13 1 8 0 20 23 13 6 5 15 6 7 1 26 7 18 7 0 4 5 6 4 9 9 7 25 9 9 6 3 8 21 8 10 5 8 6 8 11 8 6 12 5 6 13 23 4 4 14 15 5 7 19 9 22 14 17 9 4 11 6 18 11 15 4 19 10 12 5 24 4 9 16 11 11 24 14 19 9 22 30 5 9 2 12 10 23 20 5 8 17 5 10 8 14 4 15 4 8 6 17 7 9 16 16 7 20 13 3 34 2 5 6 0 3 11 2 4 8 8 13 15 8 0 3 7 7 13 19 6 22 14 23 2 17 19 24 14 7 7 8 7 10 8 9 13 14 8 2 7 2 2 12 28 8 7 6 6 16 11 18 15 12 27 9 7 13 29 7 24 20 5 19 17 4 32 13 28 3 13 17 10 19 5 14 17 18 83 6 8 17 23 30 6 24 7 23 30 7 19 23 23 10 6 12 7 1 22
630x284 0 5 6 3 9 6 0 1 3 4 5 4 0 0 8 7 6 5 5 2 0 0 12 6 2 10 1 8 11 7 1 10 2 4 2 1 2 1 1 0 2 5 1 5 1 7 0 4 5 17 2 6 0 14 14 7 0 0 2 10 2 11 3 15 1 2 5 0 4 3 5 1 6 9 2 0 1 12 2 3 3 10 5 3 9 0 3 5 8 10 3 1 2 1 1 0 1 4 3 7 9 2 6 5 3 3 3 4 0 0 6 4 5 10 4 5 9 8 3 2 6 3 7 6 10 0 0 6 0 0 9 0 3 0 0 2 1 3 6 0 0 2 2 3 6 16 2 12 15 10 5 0 8 2 0 9 2 0 5 7 2 1 2 8 5 3 1 1 3 10 3 10 1 1 5 1 5 7 13 8 4 1 15 1 5 3 13 5 0 2 3 1 2 7 6 9 6 5 12 9 0 8 13 6 0 4 1 1 2 4 2 5 0 0 11 6 9 3 3 5 14 11 7 7 4 7 6 5 5 10 6 4 14 9 9 8 8 6 5 6 15 7 8 12 4 8 16 2 4
574x426 53 30 27 23 47 128 33 94 36 57 26 60 26 11 23 28 36 17 47 7 41 38 30 39 38 43 41 35 55 17 61 40 32 86 40 24 26 29 43 51 21 10 32 33 14 25 43 21 10 23 41 40 31 27 80 62 31 20 41 36 33 43 17 33 35 24 45 35 16 13 25 28 31 54 31 31 45 37 18 14 23 41 39 25 24 41 17 17 40 49 25 18 47 22 37 32 38 34 32 36 36 24 18 53 52 34 13 31 23 28 69 25 13 60 38 64 12 51 35 34 15 32 41 52 31 32 27 5 27 31 48 40 41 44 34 28 34 38 18 14 15 44 45 39 34 53 21 51 9 29 72 22 11 39 54 25 23 44 53 20 39 42 27 26 46 26 25 31 43 21 33 32 59 34 45 44 49 34 26 29 32 45 52 36 36 20 38 30 26 21 51 12 60 64 62 42 43 17 10 61 26 8 29 30 27 42 56 64 34 17 64 9 22 52 132 1 78 31 96 18 68 45 14 66 35 70 80 30 216 39 39 66 98 51 53 83 35 59 74 41 43 127 47 18 28 38 82 8 77
314x481 6 1 9 2 2 4 19 6 3 3 0 2 6 1 1 2 1 0 2 0 1 9 0 5 7 1 1 1 7 1 7 7 0 2 4 3 4 1 3 10 1 1 5 6 10 0 4 11 0 9 7 1 0 7 8 7 4 13 7 0 3 6 6 2 3 0 6 0 9 5 6 3 4 4 1 5 5 0 6 1 2 2 3 0 0 1 0 1 1 5 1 1 3 0 12 1 2 4 2 0 1 2 1 3 5 0 0 2 2 2 2 11 0 4 2 4 3 3 9 5 5 3 2 0 4 7 2 6 12 2 2 0 6 8 4 4 0 0 2 3 7 4 6 3 2 4 1 0 6 5 4 2 4 7 6 20 0 6 5 0 3 5 1 6 2 0 5 3 1 7 0 5 2 0 5 31 2 0 1 6 3 2 1 5 5 0 2 0 3 1 4 0 12 3 9 2 8 0 11 0 0 3 6 7 7 2 0 10 3 0 0 8 1 9 12 0 13 9 10 5 7 9 4 10 2 6 9 5 1 1 8 5 6 10 6 10 1 7 5 2 5 5 6 1 2 9 3 1 7
98x729 2 4 2 0 5 12 5 2 0 3 0 0 5 3 0 7 3 0 9 0 1 0 0 0 7 0 1 3 0 0 11 20 0 0 12 1 6 5 20 0 0 8 3 0 1 4 7 2 3 2 6 0 3 1 19 2 0 5 0 1 11 7 5 13 2 1 7 0 3 2 3 3 0 7 8 5 2 1 9 4 7 5 16 3 7 1 1 0 2 30 0 2 4 1 1 4 11 8 4 4 5 5 12 9 10 2 9 3 4 0 6 3 1 22 0 0 3 4 3 14 0 0 0 0 6 5 6 1 3 0 1 0 4 0 6 4 7 0 1 0 7 3 9 9 1 7 0 0 11 11 5 3 0 7 1 6 0 8 2 1 0 3 7 2 12 2 5 4 1 7 7 8 7 6 6 4 4 23 0 5 6 4 1 0 10 0 0 2 0 3 6 0 0 28 3 1 3 4 1 9 0 4 0 0 3 9 9 3 1 1 7 1 3 0 6 2 18 10 16 2 9 8 8 12 6 12 6 7 20 7 29 12 16 17 3 13 3 5 11 2 10 22 14 9 4 6 29 24 17
665x301 10 0 5 1 17 21 0 11 0 4 5 3 0 5 6 4 2 4 4 4 0 1 2 1 10 3 9 0 7 8 0 12 0 1 0 1 20 3 4 7 1 6 2 3 0 1 0 1 0 3 5 3 1 1 7 19 0 1 0 8 6 7 6 3 2 3 4 4 1 5 3 7 4 5 5 6 3 0 0 0 4 3 11 5 4 2 4 0 4 3 0 1 5 5 3 0 1 4 0 0 0 0 3 0 10 5 7 2 3 0 4 1 3 0 10 3 5 0 5 1 2 2 4 0 6 7 11 3 6 6 7 1 9 5 7 0 1 0 6 0 5 3 9 4 5 3 1 0 8 0 16 0 2 4 5 3 0 4 2 0 0 0 5 6 6 0 7 9 6 3 0 5 2 4 0 5 9 6 2 6 1 5 8 1 3 3 3 0 5 0 1 3 4 9 7 2 7 0 4 2 3 0 8 2 1 6 4 6 6 0 5 1 0 10 13 5 18 2 9 1 8 7 7 5 6 15 10 6 2 6 11 10 9 8 2 8 6 8 5 4 11 8 7 9 2 6 15 5 5
508x316 21 11 31 30 11 82 24 35 16 8 5 20 28 17 14 24 14 29 23 28 11 6 31 7 15 13 27 15 17 7 37 16 7 30 18 15 14 38 8 39 24 23 17 36 17 11 9 19 14 31 20 14 19 18 19 37 18 7 14 15 40 16 25 18 13 10 16 18 14 12 16 18 16 16 27 17 22 24 18 11 18 22 8 12 12 11 9 22 8 25 21 21 15 17 29 17 42 10 17 18 11 32 33 40 13 6 16 27 7 11 36 20 28 19 21 7 8 19 7 17 26 24 26 14 22 19 24 37 28 15 16 2 26 2 16 28 12 3 14 9 22 25 34 9 19 36 35 19 11 18 26 15 10 33 10 14 6 18 12 21 19 13 26 18 17 23 23 12 23 26 11 9 33 19 13 14 32 18 23 22 13 3 27 24 16 17 7 15 5 12 8 11 13 51 28 20 12 8 17 44 9 24 31 14 19 13 18 25 9 35 9 20 6 18 49 2 37 18 47 13 41 31 19 36 14 53 46 26 40 28 77 31 41 35 23 50 20 43 34 18 37 38 31 19 16 23 82 55 43
