 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
330x773 16 5 26 7 14 39 21 54 9 32 7 22 20 5 27 19 6 4 12 16 9 23 10 25 38 24 10 28 13 9 28 10 12 32 28 7 10 11 18 12 6 12 12 17 3 30 14 16 26 13 36 9 24 13 45 30 32 6 12 27 11 29 22 14 8 17 18 9 19 13 22 10 8 21 16 1 13 8 12 12 17 5 37 14 13 8 2 12 8 9 10 27 15 6 11 24 10 23 12 21 30 24 12 23 10 21 21 14 7 14 38 15 14 34 20 35 3 18 32 17 6 8 14 18 10 17 27 30 18 16 9 20 28 17 9 16 23 6 9 24 7 6 25 8 16 26 25 32 9 16 42 12 1 34 12 36 15 14 13 14 4 18 14 23 19 5 7 22 23 27 9 13 34 19 9 34 29 17 9 20 11 21 19 11 19 17 26 17 5 12 10 0 26 15 23 22 19 13 11 19 7 18 16 14 13 17 20 18 12 7 10 7 16 15 70 3 54 10 60 15 24 24 24 57 13 52 40 28 182 6 18 39 66 46 19 40 19 44 57 20 27 61 23 16 7 22 27 1 45
302x821 15 7 10 8 23 50 34 49 13 14 13 25 23 5 14 40 11 13 19 15 16 16 5 31 29 16 21 19 23 15 20 22 7 8 14 8 11 10 23 31 5 17 26 28 8 19 8 14 6 15 36 37 19 13 21 24 14 11 10 13 14 36 16 12 15 16 18 31 19 28 4 6 7 4 25 12 20 9 17 10 14 7 23 6 19 21 4 10 12 20 11 4 41 8 23 15 13 17 6 21 13 17 18 19 13 15 17 17 2 12 28 10 24 50 16 20 13 15 22 20 8 10 15 25 14 18 12 14 30 27 24 28 13 25 19 18 9 26 17 10 26 19 20 12 13 18 8 14 3 36 48 7 14 27 7 18 14 14 34 18 15 16 14 24 16 10 8 14 34 12 10 28 23 13 25 14 34 8 3 18 7 26 15 13 20 26 23 26 7 9 19 7 11 27 38 13 9 12 5 12 11 12 14 12 11 13 36 26 11 10 11 9 15 17 46 0 69 25 67 6 40 27 17 46 8 46 38 27 130 12 19 32 49 44 10 54 12 46 57 29 26 43 30 15 10 25 22 1 38
110x865 3 4 7 1 6 28 5 32 6 24 4 9 8 6 4 18 20 2 8 5 6 17 0 13 5 0 7 2 0 0 5 11 4 9 0 6 0 0 7 12 0 9 9 2 3 5 3 7 0 0 0 4 18 0 19 14 2 6 3 7 0 17 0 4 0 3 9 9 4 2 0 0 11 10 0 0 2 1 0 11 0 0 16 1 2 5 0 4 1 21 1 0 9 5 3 13 14 3 0 2 1 0 1 4 9 4 0 0 4 3 6 0 4 4 0 0 10 0 7 4 1 3 12 5 8 12 12 9 5 3 0 0 1 4 0 11 13 4 6 0 4 2 5 0 2 1 6 0 0 0 29 5 2 7 9 18 3 15 8 7 5 11 0 8 0 2 0 5 0 3 9 1 15 7 10 6 16 5 0 7 2 4 4 6 1 7 4 7 1 7 4 4 0 7 19 3 1 0 5 12 4 4 3 21 0 13 7 3 2 5 8 2 4 10 10 2 16 10 39 2 19 14 12 27 11 16 18 7 148 7 4 16 29 30 3 13 5 20 37 5 13 62 23 20 4 6 24 1 36
670x969 15 5 14 18 24 38 15 28 15 3 24 16 10 9 12 9 17 4 11 12 6 22 1 1 16 15 8 9 12 14 18 20 3 21 8 2 8 33 5 15 13 16 17 14 5 10 28 10 12 9 17 12 17 21 21 27 14 14 21 5 24 8 9 30 10 12 1 12 10 11 15 18 18 5 8 7 4 4 10 16 19 11 12 7 12 6 0 10 10 11 12 5 3 2 5 18 4 14 16 12 12 13 9 21 12 15 1 22 17 4 26 25 14 20 4 22 2 9 8 12 11 19 23 25 12 28 14 16 7 6 3 17 10 15 20 8 6 7 8 16 9 10 9 12 4 21 17 17 6 5 27 13 11 26 1 19 7 12 3 9 12 10 19 13 6 10 17 9 14 14 4 11 23 14 17 22 23 20 12 6 6 5 8 4 9 5 20 26 18 8 14 6 22 31 36 5 17 18 8 29 16 4 23 14 11 15 23 13 14 30 14 14 3 21 25 4 32 14 35 6 23 15 12 44 9 10 20 19 67 5 9 13 17 23 9 23 13 23 33 12 24 36 24 11 8 13 21 4 29
366x582 25 5 9 9 5 81 11 28 7 17 18 23 19 24 22 29 7 11 31 12 21 14 21 23 10 24 1 22 15 16 34 12 12 37 2 9 21 7 7 12 21 14 17 20 23 12 17 2 3 8 15 10 14 6 11 33 3 9 7 17 10 16 5 12 12 8 17 9 18 4 7 5 7 10 9 12 17 18 16 17 17 13 6 7 5 20 4 6 19 27 17 7 17 7 22 13 15 23 15 16 25 5 22 15 6 6 21 17 12 5 19 19 3 38 11 12 1 10 36 16 10 20 8 8 17 16 20 11 26 14 11 13 11 22 11 22 9 17 6 18 10 16 12 10 15 10 6 12 19 25 27 4 13 16 13 15 4 14 37 21 5 8 19 22 13 15 11 11 39 35 14 12 42 12 16 37 27 14 4 22 12 20 4 34 17 7 28 8 11 12 24 6 14 12 18 16 15 8 21 17 13 3 17 17 21 19 13 48 6 15 32 5 4 5 62 3 31 23 36 13 33 29 23 28 11 35 39 13 118 13 26 31 33 32 8 39 17 35 29 16 19 44 16 4 15 19 18 3 35
196x613 3 4 1 10 2 58 22 9 2 13 12 42 13 0 18 7 10 13 13 15 2 22 7 12 10 12 13 6 3 11 16 26 12 27 21 2 14 18 6 11 4 8 21 22 12 12 9 5 3 10 16 3 9 12 36 29 7 8 5 8 7 20 5 12 10 11 16 20 11 15 19 27 1 11 6 7 10 12 10 10 0 19 13 6 13 4 9 6 14 10 3 18 6 0 13 15 17 6 10 13 12 11 8 7 21 9 8 7 7 9 38 12 2 13 8 11 14 14 6 16 4 14 9 9 15 12 9 6 15 4 4 17 9 17 1 8 3 2 6 9 9 5 7 13 5 9 16 5 12 12 26 6 6 14 14 12 2 12 7 11 14 14 12 16 14 3 10 10 18 4 8 2 16 14 7 12 21 2 7 14 9 19 12 16 15 7 26 5 7 10 14 1 10 19 18 14 9 20 8 18 1 3 8 7 11 9 10 16 9 16 22 3 6 24 32 1 26 12 38 3 16 19 6 29 8 23 20 12 80 7 11 15 31 17 10 16 6 10 18 15 10 19 15 4 8 16 19 8 23
341x629 14 6 25 18 13 23 13 20 7 27 4 25 11 2 15 11 13 7 13 15 20 27 13 21 14 36 1 15 7 19 25 12 12 24 13 4 16 10 15 17 7 11 7 26 3 10 19 18 14 18 16 17 13 20 36 37 5 8 18 7 17 10 21 15 13 12 10 12 10 24 17 14 8 13 13 12 9 4 11 16 7 16 9 11 6 9 15 8 7 30 3 8 30 6 23 7 20 4 4 23 17 21 28 8 29 15 23 10 9 18 16 29 18 39 22 30 17 5 21 13 5 6 4 19 9 9 22 21 12 18 8 11 16 6 15 19 4 16 11 12 14 12 17 18 15 17 7 30 11 12 31 11 14 14 12 21 20 11 26 12 15 24 19 20 24 2 14 24 13 41 10 10 42 37 9 19 27 13 22 19 22 23 7 9 7 12 23 24 6 6 10 11 10 17 11 11 11 10 13 16 16 15 18 22 17 30 17 15 8 17 17 20 3 31 66 1 40 15 42 12 38 19 19 41 12 39 36 17 99 16 39 33 49 39 7 43 21 34 35 11 12 14 13 7 9 30 42 21 27
450x662 3 11 8 14 26 52 21 33 11 23 15 7 21 18 11 27 12 8 20 28 10 29 24 25 18 12 16 12 13 34 30 17 9 31 12 17 15 9 3 17 20 24 15 16 9 21 20 14 15 19 27 5 19 35 52 24 14 14 24 15 7 32 26 17 18 23 24 15 16 25 18 14 9 22 4 12 19 24 21 17 12 17 18 15 7 24 8 5 10 25 22 18 27 13 12 7 12 17 23 16 13 24 24 27 38 15 4 14 8 19 55 15 41 28 7 26 11 32 27 12 11 29 24 24 15 17 21 24 23 29 5 17 12 38 21 22 19 15 10 11 23 8 10 15 5 25 14 28 27 14 31 5 6 19 1 24 15 27 23 18 12 18 16 31 10 34 13 20 28 36 13 17 35 14 14 25 38 13 14 17 19 29 6 18 15 18 19 12 32 7 13 21 28 31 23 9 24 28 29 28 10 15 19 13 9 50 11 38 12 8 25 20 7 30 84 3 76 19 57 23 52 26 26 45 13 61 56 26 147 14 28 56 61 46 14 75 20 43 61 17 32 38 20 6 14 31 32 3 54
720x845 9 26 20 16 16 63 9 15 12 22 19 27 14 18 17 16 8 13 17 2 8 12 5 13 6 25 8 11 13 7 5 22 5 35 23 4 15 22 8 2 13 12 22 12 4 26 16 6 14 21 20 3 7 7 17 24 15 9 38 10 10 12 6 17 10 5 11 15 8 11 13 29 14 14 28 5 13 15 4 17 11 17 5 14 4 12 8 7 14 9 12 14 11 11 10 5 21 10 12 15 10 11 10 8 6 3 9 24 4 16 19 12 9 27 10 8 4 12 10 18 4 23 20 13 12 24 7 8 16 26 10 11 13 18 11 20 4 10 3 17 6 10 24 16 3 9 7 13 5 7 18 17 8 10 3 26 3 8 10 21 6 10 8 3 24 19 12 11 24 20 10 14 6 10 20 22 28 6 13 13 16 22 4 21 7 4 21 20 19 5 19 8 16 12 17 11 7 15 11 28 4 12 12 27 31 24 1 17 13 21 13 18 11 33 33 2 32 16 34 9 31 18 10 34 9 25 43 11 63 5 13 33 40 36 14 41 9 31 29 18 29 45 25 13 6 21 19 4 52
278x890 3 10 25 14 7 53 24 28 10 21 14 48 27 6 7 29 11 11 25 13 18 16 15 26 7 17 7 16 20 11 46 16 4 24 14 7 4 19 16 24 8 13 17 29 4 13 6 15 10 14 19 6 19 11 49 24 8 15 7 11 14 34 5 24 2 12 5 15 17 8 14 23 17 21 10 27 8 3 6 27 8 20 16 20 9 13 8 11 10 19 5 14 39 13 13 15 20 9 4 5 13 5 22 10 14 3 15 31 5 7 27 14 14 33 8 27 19 11 54 16 16 10 12 14 7 39 23 18 18 14 9 18 4 5 8 41 27 22 13 12 12 7 18 18 8 7 4 32 7 16 60 5 11 24 18 17 20 12 19 30 15 18 14 23 15 3 12 16 17 14 10 32 33 17 23 12 27 29 14 22 6 10 21 13 33 16 29 15 4 15 13 15 18 15 27 7 20 10 9 27 10 24 18 35 6 20 24 26 14 18 17 17 1 15 26 1 31 8 56 8 26 17 16 60 8 31 38 20 185 6 5 31 59 38 6 38 10 35 45 30 19 60 32 25 3 17 22 2 60
