 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
746x249 21 38 41 12 24 67 16 34 17 23 22 32 14 24 38 12 9 20 17 7 25 21 21 13 29 11 8 50 18 23 46 28 23 12 16 8 24 10 31 25 14 14 24 45 20 15 29 14 12 29 9 23 21 34 29 15 23 25 33 11 14 24 15 23 12 10 12 12 22 23 38 29 17 63 18 19 4 4 9 17 20 19 12 9 14 34 4 39 27 15 22 13 10 13 18 11 11 26 23 12 42 17 24 52 37 21 18 26 22 20 11 27 28 19 19 18 23 34 23 19 22 18 25 26 20 26 18 6 35 31 28 26 13 21 8 37 13 23 6 11 13 8 18 14 29 11 28 47 26 1 61 21 15 23 6 20 5 12 20 9 26 26 17 12 23 14 27 16 11 26 13 57 50 24 17 27 33 43 31 33 23 19 19 20 25 28 7 24 22 13 27 15 16 39 22 13 26 36 26 41 29 16 21 19 19 12 39 16 18 13 30 20 16 15 32 14 76 19 46 7 33 22 17 69 11 58 55 37 117 17 34 42 50 31 20 61 28 34 41 38 23 82 38 15 5 22 32 7 35
905x346 16 14 14 3 15 44 14 10 20 21 15 5 6 3 17 8 11 8 26 12 13 16 15 15 23 11 15 20 8 22 33 14 2 22 14 5 19 11 3 25 23 7 16 24 2 6 5 2 7 11 16 17 10 8 33 9 23 14 11 10 14 6 16 15 8 19 4 3 9 13 5 5 15 22 7 8 13 7 7 7 10 44 24 3 10 10 15 14 14 6 17 5 13 3 6 10 4 11 10 6 8 16 10 8 30 9 17 16 11 11 7 6 10 13 3 13 6 17 15 22 10 13 8 27 19 22 16 12 30 7 12 19 6 7 8 9 6 15 9 13 7 5 4 8 6 17 13 12 10 7 54 0 14 22 1 8 2 3 13 7 8 13 6 7 13 8 10 15 20 1 11 20 28 12 15 20 14 12 9 11 4 21 10 7 11 12 16 5 15 9 11 2 10 5 18 20 10 11 5 10 14 13 14 20 27 2 10 5 13 8 2 9 7 7 12 14 34 7 31 3 15 11 5 14 2 32 26 11 50 4 14 10 27 18 4 22 8 30 26 18 18 31 19 16 2 14 12 4 17
29x406 14 16 19 13 2 32 2 7 13 5 5 10 0 1 9 7 11 7 13 5 3 9 4 2 5 2 10 0 11 11 21 27 9 1 13 4 10 6 5 7 4 17 12 17 0 13 5 8 13 5 12 2 1 5 12 6 1 4 14 0 0 8 10 8 6 7 8 9 9 12 9 12 11 28 18 7 2 15 3 7 1 0 10 6 10 7 1 5 3 14 4 8 4 0 10 6 0 14 3 2 5 3 9 17 11 17 0 9 13 14 6 7 2 0 7 0 8 3 14 0 10 13 9 12 4 3 3 4 9 14 9 3 1 5 3 11 12 5 8 5 5 5 2 19 1 14 5 16 4 6 18 21 11 17 9 19 16 4 3 8 9 5 5 14 7 10 4 12 0 13 5 18 7 1 11 19 13 6 7 7 15 12 6 10 2 7 14 0 4 6 10 6 2 8 5 4 2 12 4 13 7 17 3 3 2 8 4 6 8 1 10 11 5 22 5 6 25 13 27 1 14 15 16 27 5 18 17 16 27 3 11 14 14 24 2 23 5 25 23 7 10 22 22 19 0 3 9 2 19
786x493 27 11 23 5 13 39 9 8 4 11 10 13 14 18 14 11 8 16 35 18 5 22 8 4 10 7 8 3 13 20 33 12 13 12 5 5 19 12 12 19 1 4 7 6 6 7 24 4 0 9 13 16 20 2 11 6 16 12 7 7 2 7 17 18 5 4 7 26 25 10 15 8 9 23 3 1 19 15 13 6 18 14 22 7 3 13 22 14 10 20 5 10 7 2 4 6 10 18 13 6 14 7 26 3 10 13 11 19 8 3 13 3 10 2 8 18 19 13 14 11 13 26 19 26 18 20 14 11 23 5 8 24 18 24 4 10 5 3 7 6 18 17 13 11 4 2 6 13 10 6 18 8 8 30 5 17 9 8 8 2 11 15 0 11 19 4 21 18 28 25 12 23 21 12 10 18 10 13 3 6 16 13 2 11 16 15 7 11 7 5 21 4 16 17 7 13 12 5 12 9 10 3 11 11 25 8 25 16 6 11 14 8 12 12 18 7 54 10 34 4 25 14 13 25 10 28 24 20 40 6 14 22 26 20 5 32 13 27 18 17 34 26 22 15 2 17 8 4 17
852x494 19 8 17 12 25 54 12 18 15 13 11 11 19 11 13 14 15 12 16 20 21 21 10 0 23 8 11 4 11 22 15 15 6 35 19 10 7 6 7 15 12 5 17 14 14 10 13 10 5 14 15 10 10 22 18 16 25 1 10 3 18 27 10 10 14 15 7 11 11 10 9 11 9 16 10 11 6 18 4 15 22 28 11 8 3 11 11 6 5 4 4 18 14 26 18 7 14 25 10 15 5 8 1 6 17 12 10 7 4 4 16 1 11 15 18 18 9 15 34 15 13 18 2 28 9 8 7 4 22 9 27 14 7 16 14 22 18 16 12 14 9 10 15 19 9 9 2 7 13 4 25 11 3 28 6 20 9 13 17 6 12 28 12 9 25 8 8 21 19 9 21 29 33 21 8 21 22 16 17 23 13 16 6 15 2 2 11 2 18 15 4 5 29 10 11 9 30 9 18 21 5 14 24 22 21 6 25 10 28 20 22 0 7 11 17 12 37 14 40 3 18 16 15 26 9 26 20 12 45 5 12 22 31 20 5 28 18 22 20 12 19 38 26 13 3 14 22 7 20
425x524 10 5 10 23 40 70 28 43 22 16 19 8 29 8 15 18 24 14 40 23 12 40 14 15 21 10 7 19 8 17 35 31 22 22 21 14 14 14 13 26 14 25 18 18 10 25 21 24 29 22 14 16 29 11 22 23 8 21 15 15 24 21 30 23 13 10 17 19 25 32 11 26 24 43 13 24 16 2 22 8 10 15 19 11 8 6 8 16 21 28 7 12 17 11 13 31 10 15 9 22 34 15 28 15 22 11 6 8 15 17 25 18 10 15 15 33 27 2 17 29 3 11 14 20 17 33 36 8 19 15 23 15 25 23 13 29 28 20 14 15 28 12 13 13 13 13 16 17 20 14 46 32 7 20 10 18 2 14 16 12 22 27 18 19 3 12 20 21 33 26 15 32 36 20 5 22 22 30 28 25 31 16 15 11 18 20 25 8 19 15 27 9 24 21 25 10 12 25 21 29 26 14 25 21 12 11 36 24 8 7 31 14 12 18 25 23 56 21 54 6 34 32 27 34 10 60 52 28 84 7 26 47 48 35 16 38 49 41 37 27 23 33 31 19 3 25 14 9 32
753x556 6 8 2 3 11 49 10 11 7 11 10 10 5 10 7 9 11 8 9 18 11 11 5 2 25 5 18 17 18 6 9 28 3 10 1 5 28 7 5 8 17 22 23 3 4 3 19 7 8 12 14 10 6 20 22 14 5 6 3 14 10 10 9 27 20 15 5 15 1 3 15 10 14 20 7 9 2 3 6 16 24 14 2 3 9 11 13 8 2 7 6 9 9 0 15 7 13 6 5 10 12 8 8 8 9 18 3 20 18 9 8 8 1 2 8 8 5 20 10 5 14 19 16 18 6 6 13 3 27 12 12 11 7 12 7 12 4 10 15 17 7 10 6 10 6 12 8 18 4 8 12 15 4 8 6 12 13 13 2 10 19 7 2 6 1 5 9 9 15 10 4 23 11 9 6 1 4 7 10 7 12 7 8 16 8 18 15 3 11 7 11 6 26 7 21 6 4 11 9 17 1 12 19 4 17 13 9 9 9 12 14 4 14 12 10 12 23 12 27 5 22 4 5 16 6 27 18 8 31 10 2 12 22 11 8 27 8 16 14 10 18 23 20 9 1 9 20 4 16
26x602 4 7 8 7 5 31 11 10 4 13 7 5 6 3 4 4 7 6 7 7 0 9 8 5 2 0 4 9 3 2 5 1 5 8 8 2 6 16 6 6 4 1 5 6 7 0 13 0 8 2 1 18 4 2 24 17 14 6 6 10 0 1 0 6 1 13 6 5 4 7 9 16 0 8 2 6 2 0 6 1 4 3 15 3 0 2 1 7 3 11 1 1 17 3 0 6 10 5 5 3 14 6 0 2 14 4 9 11 8 0 2 1 2 18 7 4 2 7 0 0 4 5 3 17 0 0 1 1 3 0 1 1 1 8 6 5 10 7 4 1 3 4 5 3 0 7 1 6 3 6 6 4 0 5 4 3 6 5 17 4 7 8 10 5 3 5 0 1 19 11 1 4 9 11 3 4 8 5 10 11 9 8 2 5 3 11 18 8 7 8 9 0 6 16 8 7 0 9 0 2 5 4 5 0 1 11 0 1 4 0 10 2 8 6 3 4 22 9 19 1 10 9 9 19 1 13 13 4 19 0 28 7 13 24 2 19 12 7 7 2 5 10 11 5 0 4 9 25 17
112x802 14 11 18 5 7 52 20 26 18 22 14 11 13 9 18 24 16 16 16 10 20 18 19 27 17 11 21 14 20 12 44 25 16 22 11 9 43 17 10 35 16 9 9 27 13 15 15 9 15 11 28 9 12 13 43 39 4 14 12 20 18 17 7 17 16 12 10 22 30 18 10 34 10 24 21 7 13 4 23 16 12 8 14 24 22 19 14 3 18 26 17 9 21 13 35 5 24 15 9 6 9 14 20 7 19 9 16 24 13 12 8 14 36 20 12 18 14 4 8 5 3 13 7 38 2 23 20 22 10 15 13 5 11 14 21 28 21 21 8 13 7 15 8 10 2 13 26 20 4 19 36 31 13 8 13 15 10 14 19 18 18 6 9 17 10 3 20 22 12 26 14 27 16 22 23 26 11 18 19 11 18 10 11 8 19 13 6 14 9 23 22 8 17 14 16 12 15 14 19 12 4 9 12 20 2 15 24 10 10 5 13 13 16 22 3 9 34 8 52 1 24 17 15 44 4 20 29 23 87 1 4 21 26 29 5 26 13 35 31 2 3 15 19 12 1 19 3 2 33
44x852 2 1 8 4 3 23 17 12 2 12 12 4 7 7 0 0 0 10 0 15 6 3 4 3 9 0 5 3 5 4 5 2 1 3 8 6 3 4 1 14 4 3 4 9 10 4 11 3 13 17 12 5 7 2 40 0 0 3 7 5 7 6 3 0 0 10 3 2 0 0 14 0 0 22 0 2 11 7 3 0 4 2 9 1 3 9 9 1 6 4 2 3 15 0 10 5 9 7 0 11 5 1 1 6 4 2 0 5 3 2 15 5 4 18 8 0 10 7 6 4 6 5 6 21 8 6 9 6 22 8 7 1 4 9 7 0 1 0 3 4 1 12 5 10 2 6 1 0 3 7 0 0 7 1 0 0 1 7 9 0 4 5 2 1 8 6 12 7 6 21 7 18 0 8 3 8 2 2 8 10 11 0 2 3 4 2 5 16 2 4 0 14 3 9 2 3 8 6 4 8 8 2 3 0 5 16 0 0 1 5 0 1 4 2 0 2 13 3 19 0 1 6 5 18 0 9 8 12 26 0 1 7 5 19 2 11 4 17 11 1 1 4 6 5 0 1 1 1 13
9x864 0 0 0 0 0 2 1 0 1 0 0 0 0 4 0 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 5 0 0 0 1 0 0 4 3 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 2 2 0 0 4 2 3 0 2 3 0 8 0 0 0 0 3 0 3 1 7 5 0 0 0 4 0 0 0 0 0 3
814x176 22 31 36 33 17 71 20 10 23 29 29 32 11 26 15 10 11 19 31 23 28 29 12 8 9 24 48 19 18 21 56 40 4 41 29 19 28 34 23 18 28 15 31 31 25 41 23 11 19 31 42 29 13 13 28 39 37 18 32 8 29 41 16 25 8 31 19 35 18 22 15 74 41 34 32 19 9 14 7 18 23 41 28 9 14 36 19 29 11 41 7 15 24 24 11 15 14 13 18 14 19 31 29 30 28 29 19 27 4 14 22 21 26 26 16 32 30 28 14 30 17 48 38 34 23 26 29 11 26 40 16 22 17 16 15 25 26 38 23 22 32 22 21 31 43 20 31 19 15 28 74 37 11 24 7 28 29 6 16 17 14 21 25 25 18 15 35 16 38 16 26 53 45 12 10 14 31 42 20 18 40 19 20 23 5 12 13 23 25 14 16 9 47 47 30 24 16 24 32 42 23 20 24 11 38 15 31 29 11 32 24 25 14 41 22 21 93 32 72 8 34 49 23 63 11 46 55 40 133 8 28 41 44 54 13 66 31 50 42 31 33 73 47 32 2 32 39 22 54
