 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
357x425 3 4 5 7 3 41 13 13 2 10 28 17 6 3 3 17 2 7 6 23 6 9 0 8 13 8 2 8 6 12 13 11 2 19 18 1 1 3 9 3 10 9 2 11 13 19 21 6 10 14 8 5 6 3 5 21 10 6 10 10 0 13 3 19 6 8 11 4 12 4 8 9 17 13 5 0 13 0 7 9 1 9 3 5 3 14 5 4 4 6 6 6 13 6 7 12 2 6 7 9 12 8 7 9 14 0 18 6 7 4 4 11 11 16 9 31 3 9 12 9 4 12 15 17 2 7 14 5 25 0 8 15 1 6 3 13 4 11 5 8 1 2 13 7 7 17 4 6 3 9 21 4 6 34 5 14 5 7 19 2 1 8 1 5 3 11 5 2 1 6 2 32 21 21 7 3 17 10 0 12 10 1 7 3 5 13 4 2 9 11 5 13 21 7 14 5 1 8 5 8 3 8 5 3 16 16 10 1 2 18 9 13 12 14 30 4 26 9 23 8 19 13 3 22 5 29 14 18 29 3 7 23 27 11 6 16 20 24 25 20 10 17 13 14 10 12 17 2 16
609x426 24 0 14 8 12 43 8 41 4 18 11 22 3 14 21 23 7 8 17 11 13 8 11 10 18 7 8 12 11 4 15 22 7 35 6 0 7 13 13 20 5 14 15 28 5 13 9 4 8 3 9 11 18 8 13 11 13 9 14 20 3 14 13 12 20 17 12 17 11 18 25 15 10 28 8 4 4 7 23 12 9 19 7 22 12 16 11 5 14 13 7 7 2 13 18 10 8 15 7 14 29 11 8 5 29 13 17 11 8 6 12 15 8 14 8 16 10 15 9 21 34 13 7 12 6 12 7 25 8 17 24 14 8 18 8 5 11 8 6 14 6 13 7 7 22 23 19 11 9 17 28 12 10 20 23 40 3 11 19 2 11 1 4 24 11 22 7 13 29 10 6 17 21 14 13 13 15 11 18 14 6 15 7 19 7 8 17 7 4 16 13 19 35 14 16 15 10 11 17 1 4 8 5 10 27 18 20 3 4 21 12 3 6 17 45 9 49 10 39 14 22 23 16 23 14 30 40 19 46 16 14 29 35 38 10 29 17 23 17 24 29 48 33 11 15 19 22 2 20
770x438 26 11 6 22 40 60 34 48 25 32 24 24 26 13 25 35 16 15 7 17 16 22 10 12 16 28 37 23 6 21 56 13 9 25 5 18 18 36 32 45 24 36 37 15 7 14 42 19 13 17 31 11 23 23 24 28 23 35 11 31 2 23 17 36 13 8 15 26 22 24 30 34 31 52 14 8 22 22 11 26 13 16 21 25 4 7 26 12 30 26 23 16 38 13 48 26 15 29 9 38 19 12 21 44 38 20 26 29 29 27 23 26 26 35 25 31 15 21 44 35 35 27 18 36 22 36 15 7 24 26 1 30 15 26 21 28 35 15 12 23 11 29 28 11 17 19 4 13 25 28 63 6 21 28 11 24 14 18 21 17 6 16 16 14 15 26 21 19 49 22 18 18 28 12 7 26 52 13 16 25 21 23 14 30 28 10 39 30 19 10 47 25 50 31 23 23 27 6 24 37 17 19 25 28 25 27 31 11 36 24 39 25 17 43 56 24 78 25 62 20 35 25 21 36 24 82 59 33 39 20 20 40 76 41 18 60 27 50 39 36 49 52 43 22 25 39 26 8 32
676x502 21 5 21 6 19 34 15 16 20 2 9 13 9 10 5 8 0 13 7 17 16 4 12 3 21 8 15 17 18 11 7 7 9 27 12 6 22 42 24 7 5 12 29 23 18 13 9 10 5 3 4 16 9 26 27 14 26 13 8 18 12 15 16 18 8 6 2 13 15 20 12 15 14 6 4 4 16 7 14 18 23 24 22 17 12 9 6 12 6 22 13 3 17 13 13 7 16 6 20 2 18 13 12 5 11 16 15 33 1 19 20 17 7 4 6 27 17 9 12 28 1 20 21 16 15 12 10 10 20 8 9 21 26 23 3 14 13 7 11 11 13 17 16 16 15 10 11 14 8 21 23 16 5 20 4 6 13 7 7 5 14 17 12 19 8 10 12 12 19 17 11 15 20 12 6 20 21 13 23 26 20 19 7 13 16 12 10 8 11 5 20 11 23 31 37 13 38 12 9 11 10 13 27 18 14 22 19 15 7 31 16 21 8 21 26 9 38 13 19 9 13 18 12 20 14 23 32 13 26 16 29 18 21 17 15 30 21 22 17 12 16 49 16 13 10 17 56 22 18
449x764 21 11 21 13 14 49 2 11 15 10 20 16 11 20 4 9 11 17 11 20 7 22 2 9 27 15 27 7 12 13 15 11 14 12 11 8 14 20 13 3 18 18 5 31 1 15 11 4 14 7 9 13 9 7 21 15 13 18 6 15 8 22 24 28 7 9 14 8 11 5 5 12 19 18 5 6 9 11 9 19 9 7 11 14 9 13 6 12 28 24 7 15 20 8 5 7 16 12 11 22 11 12 6 19 11 13 4 14 17 10 21 10 11 21 20 18 28 6 31 12 15 3 13 20 12 2 5 13 27 12 16 5 19 11 2 20 12 12 6 19 2 15 21 17 2 7 4 31 19 20 19 5 13 14 7 22 10 20 20 7 14 11 23 13 24 16 4 8 35 7 10 31 26 21 5 16 11 28 1 18 7 13 6 14 10 33 8 8 9 4 11 3 35 10 36 4 9 10 2 21 3 25 9 21 29 19 25 8 3 18 25 14 6 22 27 12 41 14 26 6 18 12 10 16 11 36 32 19 32 11 31 23 23 29 12 31 19 22 24 17 18 55 28 17 5 11 48 24 26
446x798 4 8 15 2 17 18 6 16 9 16 18 8 14 6 11 15 9 17 17 20 14 8 9 13 16 11 13 5 5 3 12 17 7 20 6 3 6 12 9 16 8 10 1 19 7 13 13 5 5 5 19 6 20 6 29 7 7 1 5 3 3 24 14 8 15 16 12 15 3 9 9 16 17 16 13 1 7 5 6 15 13 8 7 4 8 1 10 11 8 14 1 7 19 5 14 10 10 16 5 5 12 4 15 11 25 13 6 14 5 12 7 1 6 26 3 10 17 13 14 5 26 15 4 15 4 5 6 14 6 10 7 5 8 7 11 14 5 7 10 6 11 8 8 9 4 11 19 8 9 16 36 3 10 9 4 27 2 13 4 17 0 24 3 1 12 10 6 24 1 4 16 46 14 5 2 6 7 14 22 4 7 8 3 7 13 19 9 6 10 7 18 4 8 17 4 17 2 3 3 1 21 2 11 10 9 0 6 5 10 10 15 10 10 10 28 9 52 19 27 6 14 10 5 25 5 25 22 26 56 12 11 20 36 30 9 35 12 32 27 24 27 34 33 14 8 26 3 8 24
376x970 13 7 17 14 15 44 10 30 13 4 27 26 19 31 19 4 16 16 1 15 18 12 10 14 17 7 12 7 16 4 44 20 12 17 4 4 23 9 6 15 3 9 14 12 5 13 5 13 7 22 5 25 8 4 23 19 4 9 19 14 15 23 25 11 12 8 5 20 20 7 23 15 15 25 19 9 27 4 8 18 16 8 29 2 1 38 1 13 1 16 10 12 11 14 8 2 11 3 17 19 15 8 5 11 10 7 8 15 11 14 8 4 13 6 8 18 1 2 10 9 12 11 18 16 4 5 15 17 9 5 10 7 11 23 7 5 14 16 12 12 20 7 24 15 7 19 22 31 18 10 51 8 14 20 8 9 12 2 9 9 10 28 6 11 0 6 24 16 17 10 6 33 21 18 7 17 32 12 11 11 5 33 0 13 10 9 30 26 5 14 8 9 15 9 11 13 19 9 16 8 16 3 26 24 10 18 17 2 7 15 15 7 6 17 12 6 42 8 31 3 8 13 9 23 6 18 30 31 55 4 4 19 33 41 4 20 7 38 30 11 20 39 31 11 3 20 9 6 29
529x106 18 23 12 6 27 89 16 39 21 28 16 18 16 12 18 24 21 7 21 18 14 16 5 29 17 14 25 14 27 11 39 29 10 5 16 7 9 68 20 26 16 15 11 61 10 18 21 8 9 16 15 22 22 36 41 20 15 8 10 14 27 32 21 20 18 25 7 12 20 6 16 28 27 33 9 18 4 9 14 27 23 22 35 13 12 17 6 24 10 21 17 9 10 22 3 10 13 14 15 13 3 3 15 11 34 22 18 13 11 11 16 13 15 19 20 12 14 9 8 27 12 18 10 25 28 32 13 9 17 1 21 17 20 14 24 7 19 17 21 14 15 3 14 31 10 5 20 30 5 11 59 21 24 25 29 14 8 9 10 20 16 19 18 19 13 22 19 19 38 26 16 45 27 17 10 16 12 24 16 11 40 15 14 11 16 18 25 22 11 2 33 12 11 12 14 5 25 2 19 38 13 11 16 8 26 16 28 23 18 11 17 31 10 31 65 28 89 30 45 20 55 41 28 71 17 56 60 33 100 24 48 52 62 51 23 52 35 63 34 40 42 73 51 38 22 29 53 31 55
785x137 11 24 23 11 25 86 25 26 14 27 14 25 16 13 19 14 12 14 26 28 23 30 8 19 10 10 14 24 23 22 35 32 3 11 12 15 21 21 24 25 12 8 25 17 19 15 11 8 11 23 15 22 12 4 36 44 29 17 17 27 6 25 25 31 21 40 19 14 14 17 35 36 12 25 20 8 9 9 11 16 27 29 23 7 22 12 18 10 6 17 25 12 11 31 14 15 23 16 24 14 19 11 10 26 31 23 20 24 18 11 26 35 31 32 9 17 21 16 12 24 8 35 21 31 15 20 11 24 44 15 22 19 12 20 6 23 9 14 9 22 27 17 32 13 14 16 20 21 11 29 54 31 13 38 10 22 3 12 42 17 22 20 24 19 25 15 20 15 44 38 15 35 43 17 12 25 17 22 32 37 25 32 19 29 13 14 43 20 14 16 10 18 11 16 43 13 25 12 23 22 22 13 14 30 44 30 25 14 28 28 19 8 18 29 55 17 91 30 55 17 35 40 34 60 20 60 54 44 77 26 21 44 68 44 22 44 30 46 49 33 33 59 40 28 18 42 32 6 49
693x174 26 22 16 16 12 43 9 25 13 25 33 16 13 7 27 33 8 0 13 31 19 28 10 18 25 29 22 10 22 26 32 17 6 26 22 10 8 23 18 30 13 26 25 18 3 0 19 4 7 13 28 6 15 15 36 22 13 14 17 6 14 22 11 24 5 6 12 19 32 23 23 29 9 24 22 23 6 9 12 15 13 30 14 11 10 11 15 16 14 37 11 10 15 11 10 10 7 14 8 20 20 13 10 21 28 6 5 29 8 15 15 3 24 9 4 16 19 22 15 13 22 14 7 36 15 20 32 23 37 16 14 12 17 12 16 23 22 15 4 9 13 10 18 4 3 11 29 13 10 24 22 10 8 27 18 12 7 13 17 14 3 32 9 14 11 10 12 20 34 16 12 24 24 9 9 10 20 6 14 22 14 10 6 26 16 8 14 9 10 6 18 10 13 20 10 17 1 10 18 34 13 9 26 19 18 22 12 12 11 18 20 11 10 12 55 21 76 18 38 11 41 37 24 47 14 47 51 40 45 23 16 39 42 55 21 58 17 66 55 21 47 31 34 20 8 28 12 10 37
700x212 29 18 30 4 32 47 16 10 14 20 8 19 12 14 17 15 10 4 24 16 23 21 19 7 10 4 14 8 15 22 38 38 11 45 6 25 19 19 15 12 9 36 32 15 8 11 18 7 18 36 29 16 11 10 23 6 17 17 30 19 8 13 16 22 33 11 15 32 18 24 7 13 23 21 24 15 21 14 13 21 24 17 28 6 7 16 15 18 13 28 6 19 20 5 8 10 16 18 20 22 19 18 10 21 20 22 7 14 12 14 4 23 6 31 18 32 7 15 26 20 18 11 11 24 16 15 11 6 34 21 5 21 31 14 20 16 25 17 11 11 23 7 29 4 18 24 20 20 20 15 30 16 7 38 6 19 3 8 14 33 10 17 16 16 28 10 14 21 44 26 10 22 48 10 8 8 31 10 9 28 7 25 4 13 23 24 19 7 16 11 12 18 32 22 22 12 16 17 16 21 7 18 22 41 53 12 34 6 11 16 15 15 6 7 63 12 74 15 46 15 27 32 20 40 7 45 30 30 39 14 15 41 45 38 18 48 18 51 28 24 30 49 41 21 16 25 18 8 41
610x241 35 22 21 21 46 84 14 74 21 30 33 31 19 25 31 25 26 27 25 20 28 15 30 26 18 25 14 28 34 15 37 30 20 26 32 12 39 27 34 32 17 33 18 43 7 32 34 14 5 22 21 32 11 19 56 67 18 28 16 17 28 36 12 40 23 5 24 38 22 31 37 25 32 40 30 24 38 17 11 24 40 40 40 18 22 26 28 14 4 34 22 16 31 27 20 20 24 32 17 21 16 10 11 33 56 14 17 27 24 39 23 36 13 38 21 35 27 11 39 17 28 24 18 25 27 32 37 34 30 33 28 25 19 18 22 21 11 20 21 12 26 20 27 24 16 21 12 26 12 26 61 13 15 24 4 31 20 15 17 15 28 40 25 27 32 20 14 27 26 50 15 22 42 27 13 38 28 24 23 44 21 25 24 10 13 24 34 32 21 25 21 18 38 37 44 16 23 6 17 19 11 44 28 29 43 20 41 19 36 14 26 17 33 11 85 32 107 36 51 27 46 53 30 83 27 84 82 49 110 19 28 64 62 66 44 71 46 67 49 55 58 101 74 25 40 57 29 9 51
