 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
518x336 18 19 23 8 49 46 16 26 16 17 33 23 13 18 26 22 11 17 29 12 18 44 16 15 27 22 19 8 6 21 37 29 15 20 11 14 16 23 24 18 6 30 22 26 25 37 21 13 21 18 35 14 5 13 38 19 11 15 14 26 8 22 17 19 13 13 26 25 20 23 13 17 19 31 15 6 4 5 11 33 19 9 22 8 10 17 7 16 19 28 17 12 19 19 20 21 17 9 8 15 27 24 26 10 47 11 20 14 13 8 25 14 32 17 14 29 17 17 35 18 28 17 8 32 12 21 25 24 19 6 22 22 32 10 24 14 21 14 21 25 20 19 26 17 20 21 13 35 19 11 49 18 18 29 9 18 11 18 23 17 2 12 14 34 14 19 20 11 43 22 5 52 54 11 11 13 8 10 23 17 20 30 8 7 19 17 32 19 14 21 40 16 31 9 15 23 29 27 19 27 26 18 10 12 16 13 6 5 21 19 18 18 14 20 56 11 74 16 43 18 40 37 32 43 28 52 53 42 58 25 26 37 45 40 18 60 25 52 34 35 47 53 48 20 19 36 22 8 35
325x418 16 3 16 14 15 71 16 12 4 22 8 23 9 15 17 7 7 7 5 5 10 20 14 2 14 9 2 12 37 5 34 37 9 21 14 10 36 12 6 12 9 15 15 25 8 3 17 8 15 12 20 10 9 17 24 19 8 5 20 22 10 7 2 11 7 14 14 13 9 2 11 20 21 11 11 5 15 10 4 6 16 10 3 3 9 23 13 9 7 13 13 9 5 2 17 9 16 9 7 4 20 4 16 4 24 11 29 21 4 14 10 10 5 19 6 17 3 24 9 20 13 18 6 20 6 18 11 4 15 12 11 11 8 15 11 17 13 14 3 10 9 9 6 2 4 15 5 18 14 1 22 16 8 18 11 2 9 12 22 21 13 18 4 13 6 6 16 9 5 33 15 35 24 6 6 22 3 16 14 15 26 6 5 9 14 9 7 5 3 18 9 4 6 21 17 15 27 19 14 13 12 2 16 26 12 8 1 17 16 6 17 13 7 7 26 10 51 15 24 11 27 30 21 37 14 33 30 25 39 15 13 26 38 44 16 39 28 46 27 22 33 47 26 19 10 24 19 3 36
596x897 16 13 18 16 22 86 9 47 19 13 16 32 36 15 16 40 18 25 19 8 10 20 8 13 27 12 17 18 27 7 38 21 7 37 12 6 21 27 21 40 14 7 38 39 13 40 30 23 28 26 32 26 31 12 49 46 23 24 6 13 15 24 55 37 22 21 28 21 19 47 11 30 27 37 34 20 23 3 28 34 22 38 21 7 15 23 4 11 11 29 11 7 27 17 21 12 5 5 11 16 31 11 6 29 53 23 22 28 39 18 23 32 30 13 24 14 22 19 29 16 14 14 6 38 13 8 14 17 42 25 23 23 11 28 16 16 26 22 15 19 32 20 13 19 21 11 11 49 34 25 54 2 20 36 9 26 14 17 31 15 6 15 8 7 24 16 10 18 20 37 12 67 45 17 30 35 30 39 21 44 11 21 5 21 19 19 21 8 28 30 8 22 39 27 16 11 42 6 19 24 15 4 33 24 26 33 43 25 22 25 31 13 7 36 38 13 68 34 46 11 22 37 26 38 12 45 48 36 63 17 17 40 52 43 13 42 32 53 48 39 38 78 49 28 17 43 36 4 39
714x52 22 33 43 10 22 68 42 24 25 29 19 15 21 20 15 25 22 21 23 22 22 15 15 13 10 11 18 28 30 20 36 12 12 44 19 20 15 16 8 15 9 10 28 48 16 15 19 13 23 21 20 25 15 21 20 67 20 6 17 28 11 31 25 26 25 25 7 9 30 3 15 10 16 46 16 24 30 10 16 20 23 11 38 16 9 32 17 18 11 25 17 7 28 12 39 21 19 4 19 21 18 21 21 47 10 11 15 16 16 12 18 14 22 38 5 19 13 19 19 20 19 17 12 46 29 26 31 19 23 23 28 21 21 19 21 27 14 18 14 16 14 11 18 18 20 15 31 58 26 8 48 20 15 22 21 40 9 25 22 25 23 16 25 11 23 23 25 27 36 43 12 43 20 21 13 28 24 18 24 29 15 30 11 23 8 9 26 31 24 12 36 18 19 35 56 19 9 31 11 25 15 25 22 25 12 15 27 22 20 40 34 23 11 23 65 21 91 27 76 33 48 53 49 73 18 59 84 44 83 30 18 55 58 70 22 61 28 55 51 36 42 71 44 41 16 37 36 13 51
416x165 26 7 7 3 12 40 28 59 7 29 5 25 51 19 23 52 30 29 45 17 7 10 7 19 29 15 12 18 6 5 10 47 17 11 11 1 23 17 41 16 0 38 34 11 7 27 13 26 13 13 5 19 38 18 70 13 14 20 21 10 5 27 3 33 13 30 18 15 14 49 11 12 18 11 19 14 6 19 7 36 17 20 40 20 22 28 9 8 18 62 14 10 37 34 25 35 19 30 16 46 9 9 9 28 34 16 11 4 7 43 25 14 15 58 13 3 24 7 72 29 7 20 16 21 23 25 25 44 11 10 41 11 29 11 31 67 41 5 14 1 40 6 47 6 3 27 24 11 21 41 33 2 19 50 28 29 9 31 54 20 25 48 13 36 28 12 18 27 13 35 31 35 68 14 30 19 79 14 18 15 13 42 20 22 24 14 17 25 20 17 21 2 35 23 20 14 16 12 24 14 16 29 8 38 17 14 41 15 8 23 48 11 7 15 66 31 92 26 93 33 44 52 46 66 26 80 90 47 33 30 28 67 78 49 27 71 89 99 56 30 52 50 51 28 18 36 41 10 40
494x196 15 19 47 12 25 76 25 33 18 31 20 16 30 23 20 20 20 20 36 35 22 26 25 10 18 26 18 31 14 18 41 31 25 16 26 11 27 22 21 38 12 23 21 34 3 47 25 8 4 21 18 15 38 16 49 40 25 13 14 8 21 26 13 9 12 11 24 24 18 32 26 20 31 30 50 21 22 18 4 15 17 4 34 13 12 30 23 8 8 35 5 19 26 21 11 19 34 25 22 16 18 20 13 19 64 23 20 22 10 34 26 14 29 20 21 14 27 27 33 28 34 35 25 25 15 33 34 16 29 37 19 21 22 11 17 13 20 4 20 13 25 14 18 21 29 26 13 12 17 31 59 15 19 51 15 23 13 17 36 13 13 31 17 25 28 16 26 29 41 29 22 43 30 13 24 13 25 18 31 18 31 31 19 6 17 18 26 18 14 26 27 16 56 24 52 20 20 13 21 23 20 14 25 12 39 16 30 15 26 12 28 18 18 16 60 26 105 36 66 36 44 59 39 89 24 69 75 44 101 25 36 62 61 66 27 58 42 68 61 49 59 84 74 25 32 45 59 13 55
461x272 11 2 6 4 21 53 10 29 12 8 13 15 19 9 21 26 22 19 26 14 23 7 10 16 20 8 10 16 24 11 25 18 22 15 14 4 5 36 6 22 1 29 19 41 9 17 13 13 15 21 4 7 17 10 22 21 12 13 20 8 13 8 11 22 7 13 29 19 9 18 14 10 24 28 12 9 7 1 12 14 18 19 5 11 8 18 14 14 11 43 9 7 3 12 21 8 16 8 17 23 10 10 2 9 19 9 19 14 11 22 0 7 37 9 15 11 16 3 15 13 5 29 11 10 23 26 16 5 10 17 24 17 13 16 22 23 20 0 12 14 10 10 13 18 11 27 15 4 23 30 29 9 7 23 3 16 20 13 11 26 1 15 9 26 11 11 20 20 24 24 12 23 22 20 4 20 17 17 17 25 6 20 16 7 20 28 5 13 8 9 13 6 14 13 27 9 15 21 14 23 10 21 27 3 30 33 18 6 11 1 25 13 13 24 59 19 71 21 44 15 34 39 31 59 10 46 52 39 64 19 18 27 46 35 27 47 25 55 36 28 44 67 56 23 25 28 27 4 22
750x368 9 18 24 14 43 86 37 41 28 32 26 32 34 9 13 20 28 11 33 28 16 17 28 22 22 22 17 28 18 25 44 38 8 33 25 3 38 6 23 50 11 24 16 38 16 21 35 15 19 18 18 21 17 30 29 19 19 12 43 39 20 31 35 34 6 23 19 49 20 17 27 22 27 44 14 10 20 23 16 9 26 28 27 22 17 18 19 16 7 28 15 3 30 20 45 15 13 34 17 13 26 14 32 17 52 32 15 36 25 35 25 28 11 24 15 31 25 36 25 28 12 21 18 37 14 41 29 19 45 33 20 27 32 10 7 13 19 21 20 22 17 12 29 10 27 24 18 40 35 30 76 16 19 35 10 42 22 18 32 12 14 15 27 34 21 15 29 35 35 41 24 36 57 19 23 16 23 24 54 13 29 33 17 20 22 29 23 11 18 19 17 10 40 50 36 9 18 4 20 27 11 14 28 39 28 28 17 27 45 23 40 20 14 33 73 16 102 22 53 20 43 42 22 39 17 64 69 43 65 24 18 46 52 58 19 67 30 64 53 40 51 62 54 24 28 34 30 3 41
585x960 1 28 13 14 15 24 15 20 4 6 9 11 9 9 7 5 8 9 3 0 4 12 1 5 16 3 15 21 13 3 19 7 7 6 18 6 16 3 14 12 5 8 3 10 7 10 3 1 5 5 28 6 11 9 18 8 9 7 11 3 4 11 1 17 0 7 3 9 7 8 11 8 20 15 11 7 6 8 3 9 11 14 12 3 7 4 5 2 5 5 4 10 9 9 22 7 4 10 10 6 6 15 3 8 18 6 9 13 0 19 13 11 17 10 9 7 6 8 9 7 12 12 10 27 3 15 9 12 17 4 12 5 2 21 5 9 0 9 11 2 7 7 6 0 1 15 4 24 2 4 16 6 9 3 1 11 10 2 22 3 4 19 4 18 11 1 0 13 11 5 9 24 15 10 0 2 14 9 13 9 14 16 5 8 5 5 31 11 1 10 4 4 13 12 22 1 13 5 4 15 13 10 19 12 15 15 9 4 18 12 24 3 0 12 10 5 42 9 23 6 2 14 20 16 4 14 26 23 38 6 8 15 14 32 6 20 8 39 24 12 27 29 27 31 4 10 7 5 18
652x976 10 21 24 11 9 90 14 11 15 19 18 23 16 21 15 22 15 14 16 13 14 36 11 13 15 17 36 33 14 16 72 8 11 17 34 21 22 14 20 10 9 7 22 45 13 29 40 5 6 13 29 32 20 13 30 32 26 16 26 25 9 41 14 38 12 4 19 9 25 8 32 19 13 36 7 6 14 30 21 13 28 24 6 5 19 23 8 11 13 25 28 5 22 18 25 16 16 13 12 23 17 21 31 28 37 17 19 31 7 5 39 24 9 7 10 21 15 21 25 19 21 15 29 47 29 28 21 7 21 16 17 35 15 16 14 29 21 28 23 13 17 20 24 13 15 20 22 21 31 5 43 12 13 26 19 8 9 32 34 21 25 26 12 5 23 12 12 18 26 22 20 39 13 18 11 21 39 15 23 33 19 17 4 26 16 31 30 18 12 17 16 28 43 17 47 10 16 16 23 15 10 11 18 21 24 16 24 20 24 14 25 24 16 40 26 17 68 23 57 4 21 30 14 49 10 26 44 32 71 5 11 28 39 59 5 34 16 54 39 15 35 60 50 17 12 23 33 3 47
521x0 7 5 14 2 7 14 0 5 6 5 2 3 0 1 4 3 0 0 0 3 7 4 0 3 4 1 4 3 6 0 7 1 7 5 4 2 7 0 1 9 1 3 5 15 4 6 5 10 15 6 2 2 1 2 2 9 8 4 2 1 0 8 0 6 0 3 1 5 0 5 11 0 0 0 8 9 4 2 9 2 6 3 1 0 6 3 0 3 6 3 7 1 7 0 3 0 0 0 2 3 8 0 1 11 6 4 14 1 6 6 7 7 4 8 0 2 3 1 0 1 1 5 4 7 1 10 0 0 5 4 2 1 0 4 5 0 3 5 0 2 6 3 6 2 2 9 1 8 2 5 17 4 1 4 0 3 9 6 0 7 13 4 3 10 2 1 2 0 10 16 4 5 11 4 9 2 0 1 0 8 0 4 0 9 0 2 0 3 8 1 7 0 12 7 10 3 9 0 11 6 2 7 3 0 5 0 4 6 0 7 2 2 0 11 19 4 28 6 17 9 10 17 11 20 5 14 18 9 42 7 9 16 13 13 3 22 9 22 20 13 6 32 16 5 4 11 18 2 20
393x862 14 12 16 16 19 70 19 35 13 18 26 23 10 10 19 8 15 14 22 17 13 21 5 13 15 10 17 12 17 20 28 11 8 20 9 11 25 23 9 20 10 19 19 24 14 27 11 8 7 8 8 4 17 20 24 12 14 18 21 8 10 17 13 15 14 20 15 19 18 11 11 18 13 46 13 5 28 9 10 2 19 8 13 12 4 7 8 5 8 16 11 17 23 16 20 10 20 20 9 6 34 18 30 29 21 6 16 24 12 19 8 20 28 9 10 29 15 24 10 30 18 10 20 22 17 22 27 10 20 26 17 22 9 20 12 20 13 14 21 17 14 5 11 21 13 7 3 36 33 5 43 15 8 22 8 14 20 6 20 15 21 18 9 11 8 29 19 10 25 15 3 23 24 12 4 23 22 16 18 23 16 16 7 14 4 20 21 32 8 5 2 10 26 21 24 12 16 24 9 23 6 2 16 22 15 19 30 8 20 19 25 29 12 23 27 10 78 12 39 16 19 17 20 36 8 42 47 49 82 8 15 42 48 48 12 55 16 53 32 22 36 53 39 11 3 28 16 3 35
430x972 14 7 18 4 9 33 22 26 13 9 15 23 10 14 1 12 10 14 22 9 11 6 2 14 12 14 17 11 11 15 41 21 7 18 4 2 3 15 11 19 9 8 9 8 11 23 12 4 5 8 11 7 28 14 10 3 17 10 19 13 2 17 20 23 6 6 18 28 25 8 35 16 11 19 15 0 21 9 13 13 3 6 19 9 14 25 3 4 16 23 10 7 16 12 12 6 4 5 8 13 18 13 14 21 11 6 7 10 11 21 15 19 10 9 12 22 4 11 26 33 20 15 14 9 5 13 9 14 18 10 2 12 12 12 22 26 13 5 9 4 21 19 9 4 12 12 9 18 17 14 36 5 1 22 17 13 6 5 4 3 4 26 7 4 22 14 4 4 29 26 7 10 14 0 16 21 11 11 17 7 20 17 23 13 31 28 20 5 7 8 20 5 28 3 20 26 11 17 9 5 10 11 6 6 11 13 9 17 6 17 24 10 7 26 15 11 39 16 27 9 2 13 11 27 5 20 29 25 35 8 5 26 24 32 7 23 19 43 25 10 19 23 32 19 5 20 9 4 32
777x258 16 23 25 25 46 88 27 32 29 20 15 32 23 20 32 22 25 12 17 36 32 9 28 34 35 12 30 18 28 34 60 37 20 45 30 10 32 31 30 26 28 35 23 24 8 23 27 15 14 30 24 16 27 20 48 41 32 45 32 16 20 29 26 40 42 20 38 27 19 40 34 22 16 45 18 33 31 21 15 33 27 26 37 14 29 32 17 19 19 11 17 19 31 23 32 18 24 22 17 16 33 41 29 29 24 22 27 46 37 37 18 28 38 25 19 33 20 33 35 37 26 29 4 44 22 34 33 13 38 23 29 27 24 30 34 28 14 11 14 13 37 25 27 12 19 31 34 59 21 30 48 46 21 69 18 41 14 14 35 29 26 16 22 27 42 21 26 10 28 47 23 30 45 23 9 18 30 31 14 15 42 22 19 33 30 31 41 29 32 18 34 37 46 36 62 28 35 13 22 39 25 37 29 39 37 29 44 22 36 25 57 57 16 41 83 22 119 37 81 35 47 58 41 65 23 68 73 58 65 28 28 68 63 73 34 79 37 91 62 37 68 73 49 28 25 45 31 9 62
624x590 33 10 15 6 26 80 21 27 6 23 30 21 12 19 11 23 23 22 20 9 14 26 4 12 17 13 25 34 20 15 34 19 13 22 2 15 16 29 16 45 11 13 28 34 15 24 36 12 5 13 13 20 14 14 39 28 6 22 10 22 4 7 23 24 11 17 5 17 21 13 20 30 16 23 44 7 17 15 22 27 16 12 12 14 6 12 27 14 19 28 8 17 23 13 18 32 8 27 7 12 10 13 14 15 49 10 19 33 15 12 5 11 16 23 19 21 20 35 22 27 30 35 20 22 15 29 18 21 28 33 29 41 9 18 25 17 21 8 8 8 35 14 8 20 11 15 13 14 23 25 44 11 12 22 8 22 3 26 19 9 25 4 9 8 32 29 25 37 16 23 4 29 13 17 12 20 17 17 20 20 13 29 14 5 10 22 19 27 26 17 6 20 21 25 19 16 20 9 25 20 15 29 20 5 22 27 20 26 15 11 14 18 4 29 52 24 85 18 37 17 31 28 11 27 18 47 41 38 49 17 24 40 38 47 16 60 20 44 34 52 46 63 58 33 26 36 15 5 29
842x8 9 11 16 7 14 21 20 9 5 11 33 10 2 5 18 5 10 8 0 9 12 15 9 7 18 3 5 13 17 20 30 15 0 1 10 5 14 11 0 13 4 12 1 17 9 15 16 10 8 12 8 10 6 19 19 6 3 9 16 14 16 9 3 14 2 16 12 22 24 2 5 7 18 16 15 7 15 10 13 12 2 15 2 6 13 15 10 2 10 13 17 6 9 7 25 17 4 7 4 14 10 21 6 8 18 5 0 13 2 3 14 15 23 23 7 8 3 13 22 11 0 9 6 24 3 9 5 11 12 6 14 11 14 21 6 11 3 4 4 18 14 10 18 5 11 6 12 8 13 9 45 4 11 8 14 10 2 8 17 7 7 18 7 13 7 14 9 3 17 6 11 18 20 7 2 5 8 19 11 12 6 10 2 9 11 11 9 14 15 5 22 7 6 13 7 13 3 11 13 3 5 4 6 19 5 25 14 9 8 14 11 1 12 9 20 9 60 19 32 14 20 30 14 43 7 23 30 28 45 3 6 35 35 25 7 25 18 44 36 13 21 30 23 11 10 21 3 2 40
640x154 32 6 52 21 42 86 26 45 30 55 47 24 35 31 37 23 15 31 36 23 43 36 26 27 41 33 16 29 64 12 60 35 27 48 33 9 45 30 30 23 15 27 31 42 35 36 46 30 21 42 45 27 40 19 33 56 20 41 34 32 22 32 28 48 28 29 20 22 26 33 37 37 24 51 19 17 25 23 31 37 24 21 60 41 11 30 28 12 24 56 32 19 25 16 37 20 16 38 18 37 58 37 25 21 54 24 24 48 35 41 29 25 51 17 24 25 44 46 47 26 28 45 31 25 37 26 33 16 39 27 40 16 35 32 25 35 25 20 11 34 61 21 21 33 23 28 33 24 27 22 89 36 23 67 24 44 10 34 51 16 29 45 21 31 44 33 26 38 51 38 32 56 54 23 9 43 47 46 40 29 32 45 20 28 23 43 40 23 29 12 23 15 44 39 53 32 32 16 37 30 24 19 37 26 35 42 56 20 21 38 41 33 22 38 94 35 168 48 72 46 71 69 50 89 29 125 99 56 119 39 24 77 86 77 30 98 42 112 69 51 78 94 77 38 30 53 42 4 66
364x180 6 3 17 9 16 46 5 11 3 28 12 10 11 9 13 19 9 10 21 8 3 2 10 12 20 14 5 1 15 5 42 25 16 7 8 8 3 15 18 11 3 13 7 4 12 28 17 5 6 10 8 2 15 8 27 6 5 6 5 5 10 10 7 1 8 18 3 14 17 12 5 9 5 16 9 8 7 4 9 4 14 14 26 20 7 8 4 6 6 18 9 0 3 14 19 15 12 18 5 19 18 2 9 4 46 5 2 7 8 14 7 3 9 7 0 5 17 5 21 10 6 18 6 28 17 29 23 22 19 0 10 13 15 12 11 24 2 10 8 2 25 2 2 9 19 6 12 9 5 2 14 16 5 7 4 11 23 2 12 10 3 11 1 28 6 18 8 13 6 15 9 17 27 12 10 15 12 2 8 4 24 5 4 3 25 14 11 29 7 10 4 14 11 13 14 6 16 9 5 4 5 12 17 7 3 5 10 3 7 9 18 12 4 13 37 16 63 18 32 21 40 41 23 55 11 48 45 47 44 14 13 43 36 48 15 30 23 52 44 33 35 46 35 27 15 27 10 6 30
702x288 13 8 15 22 30 71 18 38 13 15 27 21 11 30 20 31 9 22 33 9 31 38 14 8 30 9 31 23 25 15 41 25 6 27 15 3 37 15 36 35 35 20 12 21 11 27 22 8 15 38 31 19 17 20 24 36 19 3 19 6 11 11 13 12 23 22 27 16 23 17 32 15 18 49 35 6 19 31 21 17 19 12 15 8 8 20 20 5 15 24 13 9 6 18 21 14 15 11 11 31 29 17 24 24 36 6 14 32 17 19 12 18 44 21 21 21 19 15 33 11 27 23 8 25 20 36 16 7 30 8 24 18 30 14 9 8 14 16 12 21 31 4 22 21 8 16 15 25 21 28 63 8 8 21 20 24 13 3 16 5 18 18 11 26 15 13 25 31 17 13 29 33 24 9 9 25 4 23 32 31 31 17 9 13 9 14 30 16 21 10 6 21 28 14 18 21 18 19 21 26 18 26 19 10 23 21 29 23 18 24 13 9 8 29 70 21 117 21 44 27 41 50 37 60 15 87 68 57 54 24 22 57 51 54 25 63 36 67 39 37 48 44 51 27 35 27 6 7 35
318x537 9 8 4 5 2 28 17 8 10 22 0 10 5 12 5 9 7 11 0 14 7 10 7 0 9 12 3 1 21 13 11 8 9 12 12 2 18 18 18 4 1 13 11 40 12 12 10 6 5 38 3 9 15 16 23 22 18 4 15 9 6 31 7 6 5 12 13 9 3 12 14 13 15 11 2 8 12 9 9 12 9 25 31 5 5 17 3 5 4 26 13 3 5 20 13 4 3 1 1 8 10 12 9 9 13 12 4 18 6 16 6 12 12 14 5 21 4 11 2 33 14 21 5 19 1 2 18 11 14 7 7 27 9 16 3 12 9 4 1 5 7 0 3 14 5 9 5 7 24 11 6 3 10 11 1 13 1 5 11 1 12 10 11 17 9 5 5 6 17 4 16 14 28 4 7 4 35 16 7 16 11 3 11 9 13 15 5 18 7 6 7 25 3 13 12 8 30 6 8 5 11 8 11 15 9 16 9 3 8 7 31 16 1 16 21 7 25 5 25 8 18 14 14 22 8 28 24 12 23 5 10 19 31 25 16 22 12 20 23 11 17 23 27 69 8 18 41 5 12
316x849 20 5 12 10 19 58 14 20 4 21 8 8 12 27 4 2 7 0 17 14 15 7 8 16 10 15 21 13 15 12 16 19 1 11 15 2 9 4 6 24 8 24 12 21 12 6 7 15 16 11 12 10 11 17 22 16 8 5 11 13 8 21 21 30 11 21 9 6 17 7 3 10 5 17 21 9 10 7 6 10 11 8 13 23 8 19 6 6 11 6 19 6 13 8 7 19 15 1 3 10 18 22 11 13 14 8 13 16 7 10 7 8 8 22 8 9 24 19 13 15 19 17 8 24 14 14 20 9 17 16 7 20 13 21 17 13 2 16 1 7 15 1 15 20 16 10 19 9 9 13 25 2 9 35 7 6 7 5 21 16 20 7 23 8 1 15 22 8 17 14 6 22 14 15 21 3 26 15 1 12 20 4 0 17 24 10 1 6 7 8 4 10 14 9 18 10 12 10 6 9 5 5 10 24 22 20 0 14 7 9 24 5 18 29 20 7 41 12 36 4 13 10 7 22 5 51 21 19 27 11 4 18 32 31 6 22 23 31 14 13 17 35 25 14 6 21 23 3 23
548x969 2 9 5 1 8 37 4 0 9 17 21 5 12 8 11 7 2 14 5 10 2 15 4 9 3 5 6 14 5 7 17 2 5 9 4 5 3 13 0 10 1 10 2 7 11 2 2 7 13 8 2 0 15 17 9 12 7 2 12 0 8 6 2 3 2 2 14 5 8 4 12 7 2 27 15 6 7 2 4 7 7 10 12 5 2 9 4 6 7 2 12 1 14 0 12 0 6 3 1 5 15 8 13 20 5 5 11 17 10 5 4 2 1 10 0 11 1 8 7 12 2 3 22 15 11 2 1 0 3 1 1 11 9 10 0 11 28 13 3 4 2 1 5 5 9 19 0 5 4 3 24 1 1 10 1 4 1 10 10 9 5 3 14 2 9 1 5 6 3 3 1 8 9 25 21 2 11 14 17 7 12 1 5 1 10 3 5 7 0 5 22 2 13 5 11 10 6 9 0 12 11 11 4 5 19 17 6 9 9 4 5 11 16 19 6 3 21 16 18 3 4 9 2 12 3 8 8 11 12 0 5 12 14 17 4 11 5 18 12 5 11 13 14 41 1 12 23 2 11
697x378 39 14 15 15 34 37 16 45 9 10 24 12 14 34 25 18 15 28 34 41 25 23 26 29 27 14 6 18 30 22 40 20 7 25 10 13 29 10 33 19 17 27 21 40 9 24 24 5 22 24 37 14 16 16 40 14 5 17 39 14 14 12 18 36 28 16 18 22 17 22 11 18 18 49 26 5 13 11 14 15 9 17 37 17 9 7 30 5 17 22 2 22 24 19 44 12 6 26 3 22 31 28 30 28 27 7 30 13 8 18 16 16 31 21 18 23 24 29 22 33 26 27 7 27 1 45 19 27 37 8 25 13 22 21 38 14 6 15 11 18 23 19 26 30 30 24 21 37 20 10 58 10 12 35 11 25 24 21 27 23 8 16 17 24 20 18 18 33 11 22 2 25 23 1 9 43 21 22 24 30 47 5 8 18 14 23 23 19 15 5 20 18 17 33 24 15 16 17 22 28 17 27 30 11 12 7 29 13 9 13 18 16 11 30 75 34 103 23 51 31 42 53 34 57 20 57 49 51 63 22 20 34 62 63 30 55 38 68 53 44 68 55 61 25 25 43 16 4 35
802x529 16 19 13 10 34 60 9 40 13 38 26 23 35 17 16 17 6 31 19 14 35 42 29 27 37 17 20 26 32 29 51 21 22 18 14 10 36 14 9 44 10 28 27 47 28 39 30 21 19 17 36 23 28 18 55 21 8 36 30 39 18 18 27 25 19 13 34 30 24 24 46 30 16 38 20 27 17 21 23 14 22 23 35 17 23 12 14 9 20 16 17 15 21 18 20 26 10 17 19 22 44 28 16 18 30 9 14 26 37 16 13 12 15 31 11 26 17 48 31 29 30 29 16 53 22 41 27 28 26 27 25 21 26 10 20 28 21 11 8 14 30 9 23 30 15 7 20 23 19 13 56 23 15 63 11 35 18 15 22 10 31 24 12 23 11 6 24 44 31 30 29 59 46 24 21 31 15 27 24 33 37 17 11 34 31 15 17 23 38 4 5 24 45 25 18 26 13 13 18 28 21 15 30 13 14 35 41 18 22 11 18 23 19 33 57 23 128 29 66 16 36 34 25 41 17 67 65 52 81 18 21 53 58 50 20 68 37 75 54 60 69 70 82 25 38 50 15 5 46
734x604 46 17 38 33 43 110 42 59 24 21 43 51 38 40 24 32 34 33 62 13 25 37 22 44 30 25 26 19 48 37 52 37 30 35 29 14 29 38 23 19 34 24 40 39 18 24 41 21 19 47 32 26 31 19 44 43 30 19 41 41 13 56 47 57 21 28 31 47 49 17 34 38 42 48 55 21 36 38 28 40 38 66 34 22 39 39 46 22 10 36 26 21 33 11 40 39 38 37 8 31 61 39 30 21 42 30 27 29 23 37 20 27 24 43 28 55 19 45 57 36 41 28 21 45 30 37 42 20 57 28 44 46 29 41 26 25 30 40 22 14 42 23 52 36 22 36 28 18 43 40 57 33 10 64 11 51 34 21 42 24 26 21 22 30 23 34 35 16 50 28 23 77 72 25 16 19 29 40 59 31 25 36 18 25 44 54 50 35 30 13 24 18 45 41 42 49 46 14 30 55 25 19 64 43 41 17 51 42 46 48 55 39 18 45 87 34 150 38 90 32 36 52 28 57 23 82 85 73 103 34 22 59 76 67 29 85 51 91 55 65 63 94 95 32 26 43 38 10 53
