 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
793x844 12 20 12 6 14 21 2 8 8 4 11 1 2 2 9 3 5 16 6 6 15 3 4 2 10 9 14 2 5 4 3 18 3 8 12 5 11 2 4 5 15 28 6 6 1 13 5 2 13 7 9 2 12 16 16 0 15 11 14 11 6 2 9 11 11 8 15 2 11 0 0 13 6 6 9 0 12 2 6 12 8 7 3 4 6 9 5 4 6 10 1 3 1 6 5 10 1 12 2 3 8 7 5 11 2 0 10 1 11 4 11 0 15 0 11 0 14 8 7 18 23 13 8 9 14 1 19 2 14 1 12 10 4 8 2 8 0 0 8 0 10 1 5 12 9 5 9 3 18 7 6 6 7 7 2 11 2 3 2 6 7 8 18 5 14 8 5 13 17 3 9 16 5 0 3 15 3 23 4 12 7 14 0 0 7 13 0 11 0 4 11 3 10 14 16 6 12 6 6 24 7 7 5 2 24 10 15 13 10 10 6 11 6 9 10 5 24 8 26 8 13 18 9 19 4 12 20 8 28 5 5 11 18 14 4 31 7 20 13 4 11 24 10 7 3 11 16 8 22
314x860 18 15 15 23 11 94 28 16 14 20 12 19 22 23 5 7 8 22 23 38 15 24 13 15 23 14 28 22 30 15 35 31 1 21 27 2 15 17 25 22 14 13 38 28 11 5 16 18 29 17 39 22 23 28 23 26 42 10 20 13 19 23 12 15 19 5 20 23 36 21 30 27 26 5 17 10 42 5 10 25 22 14 29 9 13 15 11 11 4 13 21 10 21 16 20 8 16 1 15 15 23 7 13 11 17 13 6 15 17 11 25 32 14 11 20 26 4 20 12 22 21 16 12 16 21 21 17 19 23 4 25 22 18 12 16 20 8 4 1 16 12 10 19 16 21 26 23 22 16 6 28 4 17 19 19 25 23 14 26 10 14 13 19 8 22 16 25 14 37 38 20 29 8 6 17 25 27 16 11 20 19 11 23 13 21 11 35 19 16 22 42 17 21 18 13 6 27 23 17 18 3 11 31 23 17 19 14 19 22 54 15 30 10 38 20 6 38 20 49 15 29 26 17 41 19 21 46 30 56 14 22 36 40 42 16 41 28 42 29 12 21 45 30 18 13 22 36 7 42
561x909 6 8 12 12 5 50 4 6 2 18 8 14 6 8 17 4 9 9 12 13 0 7 10 6 17 18 15 10 0 13 13 13 14 12 11 3 2 14 5 12 6 14 6 16 0 8 13 1 17 12 21 7 5 9 14 10 6 8 17 8 26 27 10 13 6 4 5 5 11 4 14 4 12 11 11 0 12 7 5 13 9 14 14 7 11 12 4 6 11 1 16 8 7 4 3 14 12 3 2 6 14 6 10 8 17 6 21 17 6 10 10 10 10 3 13 12 19 6 2 7 9 25 8 14 15 8 8 18 23 8 10 1 16 11 7 19 7 13 10 7 4 7 17 10 7 9 8 13 12 7 12 16 5 3 5 5 6 5 6 10 11 2 6 3 4 8 8 17 7 4 5 27 18 18 14 9 19 16 32 18 13 7 2 6 10 9 22 2 12 6 9 5 18 16 16 15 20 13 5 5 4 10 13 5 21 12 17 6 15 14 10 9 0 10 9 9 38 4 23 5 26 18 9 35 8 19 26 14 44 3 2 15 23 15 9 24 17 30 19 10 18 30 16 11 7 19 12 6 24
646x920 4 12 16 11 8 63 7 18 10 29 22 22 7 5 7 12 20 16 16 15 1 18 11 8 14 6 8 21 15 13 22 18 11 21 8 4 30 6 8 12 8 13 14 23 5 8 14 5 8 9 7 5 20 11 13 32 35 7 16 9 8 20 1 25 8 6 2 7 8 6 11 12 9 21 4 9 9 10 0 11 9 16 16 20 13 6 11 7 21 8 9 2 9 11 4 5 3 5 12 11 19 9 4 12 15 27 13 12 5 14 10 9 6 8 8 18 1 9 9 20 11 9 26 10 11 7 16 5 11 6 12 13 10 12 11 12 9 1 8 8 9 13 21 11 5 13 19 18 10 9 22 2 2 12 10 19 3 16 6 14 10 16 12 6 14 23 9 14 21 25 4 25 8 19 21 14 11 9 6 12 9 22 8 15 13 14 6 16 6 15 7 15 19 7 10 3 5 7 11 20 9 21 21 31 9 21 22 21 8 15 22 6 0 15 11 4 35 5 48 4 22 14 12 30 7 19 25 17 60 1 10 24 26 21 8 24 14 29 18 14 22 36 12 12 8 12 18 12 30
166x29 2 8 7 0 4 46 10 7 13 20 4 14 4 5 15 4 10 4 4 7 6 5 6 12 3 2 0 11 10 18 6 3 0 23 7 1 6 2 7 9 7 1 1 16 2 8 6 4 9 6 10 0 1 5 14 9 7 2 2 8 8 11 1 11 0 4 18 7 8 5 11 12 17 9 1 10 0 5 1 1 0 5 8 10 0 5 0 0 13 9 16 1 9 6 4 0 17 5 7 0 25 7 5 16 8 10 8 28 18 7 3 2 3 13 3 12 2 5 8 5 5 10 9 20 6 5 2 9 0 17 1 15 2 8 5 1 3 7 1 1 6 1 10 4 0 5 13 13 5 3 28 4 8 12 2 7 2 0 9 8 6 12 9 4 0 6 10 5 9 6 0 16 19 10 4 11 9 27 13 13 15 5 5 5 11 4 18 2 18 1 10 7 23 0 15 10 1 10 5 0 17 0 1 9 5 14 18 8 8 5 13 9 14 7 19 0 13 4 27 5 14 5 7 24 4 12 19 12 77 5 8 22 26 25 1 17 11 17 27 7 10 21 12 16 5 5 13 5 31
41x113 2 1 1 1 4 16 0 2 10 0 0 1 10 0 1 7 8 0 0 3 3 0 4 0 6 6 5 0 3 0 5 8 3 0 6 0 0 4 4 5 0 0 1 9 7 0 3 0 2 6 6 9 4 10 4 15 4 0 5 0 1 13 0 0 0 1 10 0 5 0 3 4 1 3 5 6 5 10 0 2 0 3 3 0 5 5 2 0 7 0 7 1 0 8 4 1 9 0 0 0 9 2 1 20 2 0 1 4 1 1 7 5 1 0 0 5 0 11 5 0 5 0 0 4 2 4 0 0 0 2 3 12 5 10 1 0 0 6 0 9 0 8 0 0 0 5 0 11 3 0 17 8 0 3 1 2 1 3 2 5 0 5 1 3 5 0 4 0 3 10 0 8 0 11 9 2 1 5 2 0 1 0 5 2 6 4 6 0 2 9 0 4 1 5 6 5 3 5 1 4 0 5 0 3 6 5 2 0 0 1 4 5 1 0 5 1 8 3 17 3 3 2 2 14 2 2 5 6 45 2 6 6 11 9 2 6 1 12 14 1 2 13 4 9 1 6 6 2 18
820x446 20 5 25 14 33 77 11 31 19 21 7 28 13 16 15 19 8 8 14 14 22 11 13 23 22 6 14 13 23 2 32 14 20 4 18 2 13 38 17 14 11 27 12 12 10 14 13 20 13 19 17 15 22 11 8 17 23 8 18 4 6 15 15 13 17 4 25 12 13 19 20 19 17 8 18 8 13 4 5 23 27 16 17 16 14 14 10 18 14 16 9 12 5 16 18 14 1 14 3 17 24 5 16 19 13 17 7 8 16 7 26 27 24 18 6 13 20 13 16 18 11 8 5 18 18 37 18 12 22 19 23 21 23 9 7 18 13 11 3 2 16 14 33 20 16 25 1 26 11 4 34 48 12 31 9 13 15 8 7 13 4 10 15 16 37 12 17 18 14 5 15 40 26 20 5 16 9 18 15 16 23 12 13 11 16 4 19 12 7 11 18 11 15 14 29 17 12 8 9 16 12 8 21 31 33 13 10 5 12 20 13 14 15 17 42 9 53 13 45 12 50 33 21 49 13 49 39 20 60 17 37 35 41 28 18 51 29 33 20 22 25 57 32 20 27 29 42 23 42
278x456 8 1 11 19 22 50 13 3 13 10 17 26 5 7 12 17 7 13 11 5 12 25 2 20 11 9 3 8 20 4 14 2 4 6 25 5 25 1 10 27 15 7 8 13 7 8 3 5 6 9 18 16 17 7 14 16 8 16 8 14 16 20 20 25 10 10 14 17 12 4 14 3 2 29 22 5 23 9 11 21 17 13 2 13 7 4 10 6 22 12 8 12 11 6 9 7 19 10 17 10 14 14 10 19 14 1 10 24 2 9 11 5 2 16 2 11 2 15 5 24 11 3 8 25 5 9 4 10 35 12 4 30 23 26 15 25 13 7 9 5 13 18 23 12 5 10 12 15 14 10 28 12 4 17 4 10 7 5 12 15 3 9 13 14 18 0 4 9 4 24 12 25 25 20 10 8 11 6 22 15 16 12 11 15 27 10 3 9 7 13 10 8 16 7 8 7 21 8 7 18 7 14 22 26 7 27 23 8 19 15 17 11 13 22 38 9 48 12 48 12 24 21 13 30 9 34 26 18 94 7 23 25 38 24 17 35 18 32 36 25 28 26 19 12 14 14 15 13 32
937x602 12 0 9 6 9 25 7 21 6 13 9 15 6 24 15 16 15 13 6 13 8 12 20 16 12 10 5 12 1 11 1 37 10 14 11 14 22 30 6 5 5 22 14 14 15 2 10 2 17 6 12 3 20 32 9 11 12 3 19 24 9 14 15 11 8 14 6 6 7 15 18 11 7 15 17 4 15 7 5 6 20 22 5 2 16 16 10 0 8 17 4 12 1 10 21 12 3 8 20 6 10 3 15 20 9 16 20 10 5 7 23 7 15 23 9 13 0 14 11 6 3 23 5 22 27 7 7 6 20 7 9 16 25 12 12 15 2 22 3 6 16 10 16 12 9 15 14 11 12 15 36 1 4 4 4 26 13 3 10 6 13 26 14 11 30 4 15 4 20 10 26 7 11 18 11 12 11 16 19 27 10 24 25 3 10 5 5 2 6 11 8 5 9 16 19 12 17 13 17 29 9 7 11 8 1 22 24 15 8 7 19 20 10 11 15 7 33 11 46 15 29 23 11 31 13 28 30 22 55 11 8 26 30 37 8 35 24 29 29 13 18 47 29 15 15 17 35 6 30
784x946 14 7 21 12 16 40 19 14 13 9 10 3 16 2 7 3 1 5 11 6 12 8 10 7 20 2 17 1 29 9 11 27 0 10 4 14 10 9 11 3 0 6 8 9 12 11 7 7 6 4 26 9 14 10 22 10 5 8 5 13 13 15 23 10 12 3 4 19 1 33 16 8 8 15 18 3 21 11 4 7 7 12 5 5 8 11 15 9 16 3 10 15 3 14 7 5 3 6 16 9 16 6 12 12 15 10 4 5 9 7 8 4 10 8 2 11 15 27 15 12 5 4 9 7 5 7 27 2 7 4 4 17 15 2 15 22 1 10 3 12 7 0 6 9 5 8 0 8 7 2 11 0 6 10 0 7 1 7 7 1 8 20 7 4 0 3 14 10 2 5 2 12 11 15 19 8 7 11 7 9 4 18 12 6 8 7 2 8 6 17 7 11 19 15 15 14 11 8 7 31 9 4 10 14 10 5 13 4 4 16 20 5 5 23 6 4 20 8 30 5 12 8 10 23 1 7 17 14 22 0 3 7 14 17 3 16 38 22 17 1 16 12 19 5 5 14 8 3 23
937x981 0 15 9 2 0 13 0 6 0 1 0 0 0 13 2 2 0 0 5 0 0 8 5 1 7 5 8 4 3 6 5 5 0 5 4 2 4 0 0 0 0 0 0 4 0 0 0 0 0 9 0 8 1 4 2 7 3 4 8 0 0 0 4 1 0 9 1 0 0 0 1 0 13 3 0 0 0 0 0 4 0 4 2 0 0 0 0 2 9 0 2 0 0 0 0 3 0 5 3 0 4 9 5 5 7 1 4 3 0 0 0 5 1 4 0 0 0 0 6 5 10 4 4 2 0 0 12 0 0 3 0 3 8 8 0 8 0 5 0 2 4 0 4 0 0 5 0 0 5 0 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 0 4 0 5 8 0 3 0 8 0 3 4 0 0 0 0 2 3 0 3 13 0 8 0 0 5 0 2 5 5 5 4 5 0 1 2 2 4 0 4 0 0 2 0 0 1 2 2 13 1 2 1 4 15 0 1 0 5 17 1 0 1 4 4 0 3 2 9 7 0 1 6 5 2 1 1 2 0 9
870x1006 1 0 7 5 0 4 0 8 6 7 3 15 5 5 1 2 9 0 5 6 8 1 0 5 0 0 0 2 4 0 10 0 3 4 5 0 5 0 0 3 0 2 0 7 0 7 5 5 5 2 0 0 6 0 10 0 7 0 2 0 5 0 1 0 0 3 5 5 8 9 3 8 9 7 5 0 9 2 0 8 4 0 2 8 5 9 3 0 8 0 16 3 6 4 0 0 0 2 1 0 0 5 4 5 3 0 2 9 4 6 3 0 12 10 2 7 1 3 7 2 11 2 0 0 0 0 11 0 7 11 9 0 0 11 8 5 0 6 2 2 1 0 2 3 2 0 4 0 0 1 1 12 6 0 1 5 4 5 1 0 7 0 10 5 2 0 0 4 0 10 5 6 1 6 9 5 4 5 10 4 0 10 5 0 5 5 0 0 18 3 0 7 5 6 5 6 5 6 0 0 3 3 10 1 3 3 0 12 4 0 5 0 0 5 0 3 9 4 10 3 6 1 5 13 0 1 5 4 9 0 0 1 2 7 1 3 0 7 9 1 2 4 3 1 0 3 1 0 7
