 Tal1 Dmbx1 Emx2 Uncx Paxip1 Ctnnb1 Prdm1 Rybp Nfkb2 Tfdp2 Grhl1 Sp8 Irf2 Zfp287 Esr2 Zfp128 Vav1 Sp1 Ppargc1b Sp7 Pin1 Nfya Vsx1 Klf1 Vsx2 Mybl1 Mybl2 Rnf2 Blzf1 Topors Nr3c2 Nfia Taf6l Nr4a3 Hoxd12 Hoxd13 Ttf1 Sox9 Nr2e1 Polr2b Hltf Sox6 Pbx3 Sox5 Foxa1 Cdc5l Cebpg Ciita Rest Ets1 Mafk Tbx15 Scml2 Myb Clock Rbpj Foxc1 Zfp422 Pias3 Runx1 Ppara Relb Vdr Cdc6 Arid3a Lhx1 Hoxb8 Hoxb9 Hic1 Lhx6 Six4 Hoxb3 Zfp263 Cbfa2t3 Ehf Nhlh1 Gata6 Gata4 Gata5 Lpp Nfe2l3 Nfe2l2 Tmf1 Gli1 Tbx2 En1 En2 Hnf1a Tbx4 Zfp423 Elf1 Foxb1 Elf2 Elf4 Mxd1 Wt1 Rfx4 Bhlhe41 Sox13 Taf4b Rfx2 Sox17 Ahr Sall4 Med14 Smyd1 Sall3 Arid2 Zfp64 Pgr Trps1 Hoxa1 Bach2 Bach1 Notch3 Pknox1 Pknox2 Sin3a Etv3 Smad9 Smad5 Alx1 Egf Mn1 Nkx3-1 Rbak Gabpa Nfkbiz Zscan21 Trp73 E2f7 Esrrg Rbpjl Nfatc4 Nr5a1 Neurod4 Esrrb Tbx21 Rorc Mitf Pax7 Pax6 Pax1 Pax3 Pax2 Pax9 Zkscan17 Gfi1 Mzf1 Runx3 Smarca4 Foxd4 Foxd3 Creb1 Srebf1 Sox11 Gmeb2 Irx4 Pou3f2 Ikzf1 Tcf23 Mtf2 Npas3 Nfatc3 Nfil3 Phox2b Plag1 E2f2 Ddx3x Taf2 Pou4f1 Trim33 Tsc2 Lmx1a Nr2f2 Eomes Wwtr1 Foxo1 Ar Zfp354a Elk4 Foxo4 Sall1 Mycn Maml3 Foxp3 Atm Uaca Tbr1 Pml Lhx3 Atr Zbtb33 Ptch1 Lhx5 Barhl1 Irx5 Tfap2b Tfap2e Rxra Rxrb Gli2 Gli3 Zic4 Zic5 Zic2 Zic3 Satb1 Onecut2 Foxn4 Mnat1 Foxn1 Dlx2 Vezf1 sncg sst th vip xdh slc17a8 slc5a7 slc6a3 slc6a8 smad3 opalin pdgfra palvb reln slc17a7 lyve mfge8 mog myl14 ndnf ctss foxj1 gad1 htr3a igtp acta2 alldh1l1 camk2 chat cldn5 ngef tiam1 slc1a2 gja1 fbll1
428x556 13 10 14 10 10 43 15 12 13 7 14 20 7 10 10 15 14 4 5 23 2 11 5 0 8 12 5 9 8 12 21 14 5 15 5 8 1 11 2 13 8 5 3 4 4 17 9 3 17 11 11 18 12 11 12 14 19 10 12 21 8 9 10 19 14 9 12 2 14 7 5 4 17 21 11 7 2 3 10 21 9 10 13 14 2 4 6 7 5 14 6 6 19 2 12 19 5 6 12 9 13 7 1 5 9 2 11 12 14 5 7 2 6 26 15 38 16 17 6 7 10 19 1 11 9 20 6 4 30 13 4 29 18 13 4 9 21 8 11 4 5 3 19 4 8 17 6 23 9 10 19 9 8 29 5 7 5 16 12 6 5 8 7 13 26 12 18 7 28 21 4 12 10 9 5 23 25 11 4 10 19 15 0 10 10 9 8 2 3 13 8 0 11 16 7 7 22 5 15 10 8 9 16 10 11 12 9 14 8 1 22 3 11 21 13 8 36 12 37 6 12 9 7 12 8 39 20 13 33 9 19 23 15 18 13 36 23 28 12 11 9 35 23 10 16 11 31 9 27
610x594 7 3 17 10 3 35 7 17 2 11 11 4 8 3 16 11 6 2 12 11 5 7 6 3 11 9 13 17 5 10 13 13 0 4 7 2 7 9 9 13 9 7 9 11 3 7 6 13 1 6 10 6 0 4 1 12 5 16 6 3 3 5 4 0 4 3 11 3 6 5 4 21 10 6 3 4 7 5 10 11 3 11 8 6 10 3 9 0 5 3 0 4 10 15 12 9 5 7 3 3 15 1 9 10 11 11 9 10 8 1 18 5 10 20 2 24 12 3 16 5 12 4 3 8 9 9 7 9 14 7 4 15 12 5 6 4 15 16 9 9 2 12 4 13 9 3 3 8 8 0 11 1 27 6 5 7 1 19 6 6 2 7 21 4 9 12 10 11 25 10 3 12 11 1 8 11 19 11 12 5 13 11 0 7 15 6 16 8 5 6 2 2 11 2 8 12 13 4 5 3 5 5 1 6 7 17 11 6 7 13 7 8 1 4 36 8 43 8 31 3 17 7 4 15 5 32 25 16 37 9 22 18 27 25 11 20 19 30 15 26 14 15 18 12 15 21 19 4 23
652x625 6 10 0 1 11 24 2 4 4 6 7 6 9 2 2 10 7 2 9 13 8 1 6 16 0 1 4 9 8 2 14 12 3 5 5 0 6 1 5 20 5 14 10 0 11 1 5 4 0 0 3 4 5 1 2 17 10 4 0 2 1 14 12 4 1 3 0 10 7 10 10 6 4 0 0 2 2 1 8 9 8 11 5 1 3 3 4 11 1 18 9 7 2 5 7 5 6 2 3 5 3 0 5 9 15 3 1 4 5 0 13 7 0 4 0 4 6 5 9 3 6 9 3 11 12 3 3 7 11 6 3 8 1 1 0 8 2 4 3 4 1 9 0 0 0 9 11 9 6 4 13 5 9 1 4 0 4 10 2 7 2 6 8 8 8 0 13 10 9 7 1 0 1 0 1 2 5 17 0 1 3 6 13 8 4 9 11 5 5 2 0 4 3 7 8 1 12 1 5 5 1 13 14 7 13 0 8 11 2 2 16 6 2 13 5 4 17 5 25 6 15 6 8 16 6 21 12 11 15 4 13 13 11 11 7 16 19 25 16 9 6 17 16 8 6 14 18 8 10
501x662 48 30 32 25 31 101 37 40 18 46 29 49 28 21 24 13 21 34 25 24 40 20 17 31 38 13 26 27 14 31 50 32 16 40 18 24 52 20 17 34 16 24 15 30 16 21 27 20 29 19 43 7 30 15 43 50 37 24 50 21 29 39 48 43 24 14 19 23 52 20 38 54 17 37 34 28 15 16 29 28 14 20 29 14 10 20 25 23 24 27 15 21 48 17 13 22 14 15 24 23 43 20 25 19 14 15 33 39 16 14 41 30 21 17 22 62 23 33 54 30 21 46 14 35 14 11 14 12 35 35 16 42 17 28 19 29 15 33 17 13 20 17 26 10 33 28 11 43 30 34 73 24 6 51 11 21 17 30 29 23 20 31 29 52 27 17 15 15 36 33 20 41 49 17 36 7 41 56 28 30 26 28 18 32 25 54 38 14 13 43 10 26 43 45 53 33 35 32 26 25 27 30 34 14 17 13 26 43 19 35 28 20 17 26 60 24 100 23 83 13 45 25 14 48 14 88 57 43 145 17 45 51 52 42 20 69 35 70 42 37 54 100 31 37 31 53 39 5 59
512x728 15 14 12 22 20 51 13 29 24 21 25 25 7 14 30 24 12 11 22 33 16 20 11 38 25 12 5 29 30 27 33 23 5 27 19 19 41 16 15 30 5 21 11 51 10 30 36 8 6 14 22 16 41 32 31 17 20 23 26 23 15 39 12 23 12 23 17 26 23 16 18 16 8 21 13 7 11 6 18 20 18 19 34 20 12 4 16 7 14 27 19 8 27 18 11 13 10 17 3 18 13 21 8 13 11 10 20 21 28 11 24 21 10 23 17 49 17 15 31 13 10 30 11 33 30 13 18 22 37 27 25 27 12 25 17 35 17 23 28 6 34 12 28 14 32 20 18 52 16 19 62 4 24 9 23 31 14 15 32 7 12 10 19 15 15 10 17 17 30 19 19 30 39 26 17 28 33 30 19 26 25 23 7 26 31 17 19 21 11 22 7 18 36 25 17 19 21 17 24 33 15 12 25 22 18 23 24 19 13 28 13 21 11 30 51 23 70 23 64 24 31 36 25 46 10 75 38 30 92 7 37 41 39 48 15 59 27 48 52 28 41 62 35 29 19 37 24 7 58
713x896 13 3 14 3 6 17 7 9 8 7 20 4 4 12 1 4 3 2 4 3 2 7 2 5 1 0 5 5 2 5 17 2 8 17 6 1 5 3 0 15 4 2 6 9 8 7 8 2 8 2 11 8 7 4 9 12 3 12 0 6 8 21 3 2 8 4 3 10 4 3 4 15 6 11 3 9 8 0 13 16 3 3 16 0 2 13 2 2 8 7 0 8 13 5 11 9 5 11 2 2 12 14 2 19 6 5 7 3 5 19 18 7 9 5 4 23 2 3 13 25 8 1 8 9 3 4 13 0 8 3 2 12 8 7 0 5 1 8 9 8 5 5 6 8 5 3 7 9 16 3 23 3 3 19 19 10 1 3 6 7 4 10 1 11 3 4 10 15 4 1 0 13 8 8 13 13 2 17 9 9 13 0 5 3 8 5 19 3 4 4 1 0 17 13 9 7 9 6 0 6 12 2 14 1 1 9 3 2 8 6 3 5 5 10 15 4 26 5 36 6 15 8 14 25 4 14 16 16 42 4 12 6 19 14 6 13 6 28 15 5 24 19 21 12 7 9 10 3 15
596x106 40 12 15 13 13 66 20 33 9 18 37 24 20 12 14 23 13 15 18 12 12 17 7 16 30 17 22 29 42 14 24 23 24 27 13 9 16 9 28 18 10 24 14 26 10 17 34 13 10 10 16 14 17 21 21 31 24 18 22 22 28 27 10 15 21 15 15 22 22 19 34 16 29 17 10 14 19 5 5 13 19 28 7 8 8 11 20 21 9 22 20 6 12 25 11 11 13 7 15 3 22 18 23 22 30 18 19 21 8 23 16 12 13 35 15 36 8 16 13 29 11 11 17 11 8 11 7 19 22 17 15 32 14 20 11 28 5 14 7 8 21 6 7 32 30 18 30 38 23 25 40 18 10 18 9 17 14 12 17 14 35 26 25 11 14 4 27 33 68 17 10 26 26 24 17 25 36 54 24 40 20 19 26 22 33 45 37 20 20 12 14 15 23 18 17 9 17 25 25 19 15 4 20 11 21 25 13 29 30 27 24 23 9 36 36 16 43 32 58 22 43 36 37 55 22 63 43 37 66 16 26 36 29 43 21 48 34 47 39 21 33 69 24 18 26 32 53 4 41
788x886 3 1 20 0 1 43 0 0 9 8 11 5 5 4 3 3 10 10 2 5 20 1 7 14 14 0 15 35 16 11 7 6 5 3 4 13 19 19 6 18 6 11 10 22 4 2 0 4 9 15 9 0 3 18 11 9 20 7 6 4 15 27 6 4 7 12 1 13 9 13 6 17 10 1 5 10 10 8 14 17 1 13 5 3 0 2 2 6 3 1 7 8 6 2 2 0 3 5 1 9 14 4 14 25 10 9 7 15 14 10 9 5 6 22 15 17 3 8 9 6 0 2 0 9 2 1 9 5 13 4 0 1 5 25 7 1 5 7 9 7 16 6 12 9 8 17 10 20 14 7 38 3 9 8 4 2 7 20 7 3 9 2 6 1 5 4 1 4 18 5 6 16 5 11 18 13 13 24 8 8 4 6 4 10 4 9 7 13 16 6 4 0 12 22 4 4 14 5 0 10 8 7 11 9 18 1 2 18 14 10 7 14 7 21 3 7 20 15 33 9 17 18 15 23 7 18 24 11 27 3 13 25 10 24 8 24 13 12 20 4 15 22 17 9 5 11 34 10 23
758x1013 4 0 0 0 2 0 5 13 3 0 1 1 0 0 0 2 2 0 1 0 3 2 1 2 0 6 0 0 6 4 2 2 1 0 0 7 1 0 2 0 0 0 4 2 3 0 0 0 6 5 1 2 0 0 1 9 18 0 2 0 1 2 0 3 0 0 1 3 0 0 0 3 3 0 0 1 0 0 0 4 0 4 0 0 4 5 0 0 0 0 3 0 0 0 0 0 0 0 0 3 4 0 4 3 3 0 0 2 5 0 0 0 0 2 0 9 0 0 0 0 0 0 0 4 0 5 0 0 0 5 0 4 0 0 0 0 0 0 0 6 0 0 0 2 0 0 0 0 0 0 3 0 0 2 0 0 5 0 0 0 0 0 0 3 0 3 7 1 0 0 0 1 5 2 0 0 2 9 3 3 0 2 0 0 0 0 4 2 0 0 0 0 12 1 0 0 0 0 0 0 11 2 4 1 0 0 0 0 0 0 6 6 8 0 0 1 2 0 10 2 1 3 2 3 1 8 2 1 6 0 0 3 1 0 0 1 0 6 4 0 1 4 3 2 1 2 7 1 6
440x49 39 34 24 28 23 107 45 42 20 47 32 39 16 17 28 32 58 40 18 33 46 47 29 16 24 34 21 50 32 13 38 38 42 42 26 32 31 23 13 32 40 23 21 41 11 30 32 26 27 31 34 20 27 31 72 49 30 26 23 23 19 41 43 50 31 20 20 37 49 36 29 41 33 37 22 26 22 17 28 27 11 27 21 31 24 26 40 19 20 35 21 17 26 49 37 25 35 18 28 33 27 14 31 17 31 12 39 37 34 29 18 34 23 27 26 39 18 24 28 23 16 25 24 44 10 33 32 27 44 34 17 41 43 23 35 41 19 37 35 19 29 19 46 40 42 35 26 40 18 27 95 8 25 42 32 21 21 33 14 35 31 37 38 26 27 19 36 36 25 35 17 27 26 26 29 38 41 55 26 35 32 14 17 53 9 27 48 31 39 12 30 13 37 41 36 35 45 38 20 30 25 17 36 40 38 40 30 52 45 66 33 31 5 27 72 17 101 27 106 28 68 52 32 99 30 82 83 47 195 26 52 63 58 87 24 88 62 104 78 34 59 106 47 58 30 59 57 22 93
512x90 20 14 7 10 8 47 12 20 9 7 11 17 7 12 8 4 11 24 0 13 14 13 6 21 3 1 5 18 1 17 15 18 11 25 5 8 13 6 7 31 9 25 5 22 12 20 21 12 16 11 14 10 17 21 19 39 19 12 16 7 12 18 9 18 16 23 12 16 20 13 14 25 15 1 8 5 5 7 3 6 5 9 18 17 13 31 29 8 5 12 4 1 15 6 14 7 11 10 14 11 29 12 3 17 5 7 11 12 17 5 11 26 10 22 16 24 4 33 17 32 13 17 5 12 4 20 25 3 11 14 10 34 13 26 2 24 20 10 5 19 19 8 13 10 5 19 11 18 10 18 27 7 14 22 17 25 13 5 21 8 8 11 11 13 7 9 9 16 35 8 11 37 13 13 10 13 18 23 13 20 15 10 8 15 19 26 15 15 12 17 12 11 26 14 16 8 10 15 11 10 9 14 6 26 33 13 12 5 12 19 26 5 25 15 40 17 62 14 47 10 27 23 22 48 13 48 32 26 75 10 33 41 33 36 22 37 19 52 42 22 27 54 30 19 18 31 43 2 33
426x96 20 18 12 18 21 44 13 19 9 7 16 32 15 8 19 12 18 10 8 28 46 8 3 17 25 22 7 15 24 16 32 19 7 26 20 1 18 6 12 38 25 12 10 14 3 15 28 40 21 6 18 25 17 13 33 16 19 17 16 11 16 14 18 12 19 22 22 19 11 28 21 32 12 6 9 15 30 11 11 20 5 15 24 29 5 12 29 5 12 11 11 8 16 15 27 9 14 14 14 7 12 17 21 18 22 14 23 29 13 19 20 37 13 14 9 47 17 15 26 23 19 40 13 21 11 28 26 35 28 18 14 48 18 17 16 18 12 17 18 7 15 23 25 19 12 14 17 40 32 11 49 17 19 11 17 18 11 22 11 10 16 19 16 20 14 3 28 9 12 27 9 49 16 20 12 30 32 36 20 15 13 9 16 19 24 18 23 11 27 13 12 11 17 22 18 15 10 21 15 30 9 13 12 24 15 17 17 34 18 16 10 8 12 27 36 13 77 21 68 10 45 33 22 57 11 50 75 30 87 9 26 32 42 56 30 52 53 59 45 24 44 57 33 29 12 35 22 4 52
