,x,y,z,field,total_count
3148,494,951,17,52,644
3149,659,978,17,52,861
3150,429,1015,17,52,1098
3151,421,134,18,52,3771
3152,442,280,18,52,3923
3153,596,327,18,52,1167
3154,370,515,18,52,2421
3155,656,669,18,52,1005
3156,387,771,18,52,2913
3157,618,784,18,52,955
3158,658,791,18,52,1048
3159,381,817,18,52,3487
3160,648,883,18,52,673
3161,396,919,18,52,3278
3162,487,16,19,52,3794
3163,660,91,19,52,1251
3164,508,269,19,52,2339
3165,481,349,19,52,2716
3166,425,388,19,52,2312
3167,612,393,19,52,732
3168,524,576,19,52,1910
3169,479,629,19,52,1385
3170,567,633,19,52,873
3171,674,761,19,52,830
3172,587,861,19,52,1092
3173,410,869,19,52,2500
3174,745,54,20,52,760
3175,683,68,20,52,899
3176,511,97,20,52,2382
3177,542,153,20,52,2424
3178,511,383,20,52,2165
3179,517,428,20,52,1458
3180,553,483,20,52,1478
3181,440,606,20,52,1669
3182,618,642,20,52,1030
3183,645,738,20,52,582
3184,567,762,20,52,772
3185,713,995,20,52,569
3186,496,1007,20,52,715
3187,469,1011,20,52,685
3188,513,131,21,52,1699
3189,565,397,21,52,1194
3190,680,711,21,52,1541
3191,630,902,21,52,351
3192,615,936,21,52,510
3193,463,172,22,52,3015
3194,546,259,22,52,1052
3195,551,323,22,52,2324
3196,612,354,22,52,918
3197,636,375,22,52,559
3198,674,532,22,52,580
3199,492,59,23,52,3313
3200,452,94,23,52,1733
3201,617,130,23,52,708
3202,612,438,23,52,663
3203,652,451,23,52,873
3204,605,515,23,52,635
3205,546,535,23,52,1970
3206,561,601,23,52,787
3207,485,957,23,52,541
3208,581,38,24,52,1322
3209,429,346,24,52,2217
3210,581,805,24,52,612
3211,432,951,24,52,1179
3212,546,78,25,52,1912
3213,598,384,25,52,686
3214,584,540,25,52,937
3215,626,550,25,52,922
3216,595,488,26,52,536
3217,631,719,26,52,496
3218,589,344,27,52,209
3219,562,356,27,52,317
3220,447,812,27,52,1384
3221,669,511,28,52,395
3222,544,419,29,52,432
3223,648,481,29,52,435
