,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
824,510x373,25,20,25,12,38,91,3,74,7,35,21,22,7,15,27,23,3,14,10,17,11,13,33,21,10,29,11,33,13,18,67,22,8,30,26,14,15,10,24,29,23,15,31,42,30,25,24,12,14,15,19,23,15,21,72,23,34,28,16,7,9,21,22,24,25,15,18,35,30,9,45,15,30,17,25,19,12,14,14,30,23,18,29,31,13,12,26,7,23,20,10,13,23,24,20,21,14,9,16,15,39,20,26,40,43,19,24,28,23,21,20,32,5,32,9,26,17,39,14,28,20,35,33,28,19,15,14,17,36,26,12,23,28,22,11,8,12,4,12,18,25,16,24,18,14,19,19,19,21,17,46,27,11,30,11,27,9,42,28,4,3,26,18,19,13,16,31,33,39,34,25,44,46,14,10,15,32,42,15,16,15,33,16,20,12,9,19,11,17,14,29,7,53,24,39,12,44,15,34,15,14,24,22,24,33,29,27,21,27,11,22,3,6,23,93,19,62,11,73,13,44,34,30,34,17,64,51,24,124,24,34,55,61,56,21,71,40,59,47,55,31,73,43,24,39,39,63,19,72
825,557x441,19,4,3,16,20,68,22,20,27,18,20,29,25,14,19,21,15,10,14,18,11,18,26,19,12,16,18,8,13,6,21,13,9,16,10,13,5,14,3,14,6,20,12,41,13,32,14,1,9,17,11,6,8,23,14,26,26,20,25,9,9,26,7,42,12,10,7,5,10,18,10,20,24,35,16,8,6,5,6,20,13,24,10,4,10,15,35,2,11,19,9,4,28,11,24,7,32,10,12,5,42,8,13,9,43,14,24,31,4,22,26,5,10,24,18,16,11,10,35,23,19,12,10,15,17,23,15,4,24,14,4,18,13,9,8,19,11,6,10,5,21,23,4,19,10,25,12,27,10,18,46,9,4,22,6,13,5,11,20,7,7,22,8,9,24,16,14,18,37,18,14,17,35,17,19,9,9,29,25,18,4,17,17,14,21,22,33,11,8,6,27,10,25,8,11,4,7,3,11,19,3,8,15,26,25,22,24,8,21,17,9,1,20,19,61,9,59,4,71,14,21,20,15,38,8,48,50,28,96,13,16,28,42,31,24,44,23,33,38,42,25,46,26,13,26,30,24,4,33
827,354x320,23,9,21,14,19,70,26,15,3,31,38,8,22,8,10,25,8,15,18,31,26,11,13,1,20,15,15,19,12,26,15,15,11,23,29,13,21,8,13,17,5,10,19,26,9,33,19,9,14,20,17,18,15,15,27,9,26,16,28,20,10,26,28,32,13,11,12,27,20,15,11,16,22,21,7,11,11,9,19,16,9,9,33,14,19,8,20,18,6,28,13,16,24,20,19,14,14,26,10,12,24,8,25,36,50,17,31,18,13,25,14,7,14,35,13,27,6,25,18,19,30,12,25,34,3,20,14,7,33,14,20,27,32,30,20,21,7,23,8,11,31,19,7,8,24,15,10,23,16,23,27,15,1,28,10,13,19,23,12,6,11,6,14,23,13,9,6,32,21,33,10,39,36,13,16,11,25,29,21,16,8,12,7,17,25,35,33,19,22,7,25,0,34,29,59,9,31,11,25,24,12,5,30,13,31,13,27,25,25,16,30,13,12,18,76,25,63,8,66,13,34,33,23,51,16,50,42,34,119,12,18,34,43,41,19,56,22,45,52,53,32,64,39,28,24,27,43,4,51
828,237x478,18,4,21,5,31,42,19,29,12,27,21,25,27,16,4,21,22,10,18,20,13,5,19,4,3,15,10,25,18,12,23,18,4,13,12,7,28,15,3,20,13,10,17,26,7,14,12,12,11,6,22,23,5,3,28,26,14,19,16,13,12,20,20,22,12,19,17,12,8,22,10,19,11,17,6,7,26,10,2,22,14,6,17,5,1,21,10,6,13,20,7,11,16,14,10,10,11,10,10,18,10,14,10,10,26,22,9,8,17,23,5,4,14,28,14,27,13,15,13,18,5,1,5,27,7,17,11,9,25,17,9,30,18,17,9,14,9,16,17,18,1,9,11,8,12,9,7,22,19,32,25,3,11,18,3,15,4,17,13,7,6,6,6,15,5,15,9,24,37,11,19,11,31,13,5,4,36,19,24,15,9,14,2,9,14,8,11,16,13,11,4,13,31,13,9,7,15,14,18,17,21,6,7,27,0,31,19,28,10,37,12,10,8,18,39,12,65,7,50,10,26,18,15,32,12,38,32,22,44,18,10,25,29,23,19,33,22,30,32,20,38,30,27,24,6,23,20,2,29
829,402x665,27,15,15,14,7,47,25,47,22,19,26,47,27,11,18,22,25,42,29,27,10,6,17,7,15,13,24,36,15,40,27,19,14,31,13,2,10,6,3,15,9,38,43,32,10,21,24,26,14,31,17,14,30,28,20,26,25,26,18,18,7,38,47,25,15,24,22,26,23,78,18,22,23,22,17,17,5,10,27,18,24,31,41,16,24,19,12,17,19,26,27,10,28,16,28,23,18,29,23,23,36,20,24,24,34,6,10,34,23,17,12,30,12,38,17,42,19,26,28,29,21,22,16,25,12,35,12,12,39,29,16,79,33,23,19,61,17,26,14,19,15,17,43,22,14,17,26,15,26,35,61,6,26,19,31,30,12,30,32,10,19,39,29,11,14,13,13,16,48,35,27,50,49,17,21,19,56,31,31,19,9,26,13,19,19,23,30,24,7,23,18,14,8,16,30,33,5,12,27,25,21,19,26,29,25,51,40,41,20,27,39,15,36,34,66,26,83,5,93,10,46,32,21,39,12,85,70,34,68,10,16,37,53,33,11,51,109,44,44,44,33,35,33,35,18,29,24,8,49
830,468x677,17,5,40,7,21,84,21,30,9,24,18,25,6,12,21,21,7,22,15,16,21,29,23,19,13,15,11,4,20,16,23,24,16,9,7,23,19,10,12,30,18,13,17,33,10,23,14,13,12,12,17,25,18,39,17,18,6,3,29,16,11,35,20,14,19,9,24,30,10,15,22,33,15,8,17,3,26,8,9,11,20,13,9,14,1,16,11,6,22,37,4,5,8,14,11,8,17,25,3,14,22,20,8,8,19,25,19,19,13,11,14,20,17,26,2,17,5,18,17,38,10,18,16,21,12,13,14,33,31,17,20,10,14,8,27,10,12,11,5,13,15,17,31,16,7,19,16,11,12,8,54,16,5,19,9,6,25,13,19,8,8,19,14,7,14,18,26,21,24,29,23,30,15,30,5,31,14,20,34,13,16,10,12,7,25,25,20,14,5,7,17,16,20,23,25,17,13,12,25,18,16,20,7,24,6,5,21,15,31,17,20,7,7,26,51,15,73,8,57,16,48,51,27,57,16,49,38,35,66,16,32,31,31,28,17,53,22,46,37,22,51,44,41,16,12,29,38,11,31
831,529x724,12,10,8,3,13,49,31,15,9,7,13,28,0,9,4,10,11,5,14,39,3,8,15,10,12,7,15,14,15,21,23,27,6,13,6,3,8,5,2,14,23,14,26,20,4,10,11,5,10,14,15,12,17,12,14,19,12,15,14,11,12,13,6,27,9,9,10,29,16,2,17,19,14,12,10,2,15,5,5,24,16,16,25,9,4,20,7,7,16,25,12,24,15,7,33,8,15,11,7,10,22,17,9,12,12,21,20,25,7,10,6,10,12,21,11,41,13,26,21,24,17,16,21,32,32,15,23,16,30,13,16,28,5,17,25,19,15,12,7,10,39,8,19,13,22,18,2,30,12,23,24,7,13,6,12,16,3,14,20,0,4,8,8,10,14,10,16,16,17,22,36,25,20,15,15,30,16,6,19,12,3,11,13,12,29,10,13,14,14,7,8,12,20,28,31,5,21,16,13,9,2,9,30,20,14,23,18,13,23,26,11,11,25,27,40,13,57,7,46,11,25,18,14,42,13,43,41,22,71,10,11,30,27,19,14,45,22,22,22,26,29,43,29,14,15,22,37,6,32
834,249x540,19,16,1,9,31,79,22,24,17,18,33,25,12,6,12,7,12,13,42,12,15,16,16,14,16,15,7,12,13,21,57,10,7,32,15,10,22,9,23,9,13,22,17,25,10,23,19,14,9,17,22,12,16,25,50,26,9,11,15,21,13,21,10,27,3,4,17,16,6,26,12,17,16,32,13,9,13,12,18,17,17,18,15,6,7,21,16,11,6,17,9,10,27,14,15,4,7,14,9,15,16,5,13,20,26,11,20,18,8,25,10,6,28,25,20,13,5,23,18,26,14,8,18,27,14,20,27,19,45,15,7,29,10,14,9,18,20,15,9,19,14,11,19,10,15,27,28,36,25,27,48,5,3,19,4,22,15,9,11,16,4,26,10,24,13,11,36,19,32,30,20,27,38,23,13,20,27,24,22,9,21,3,22,12,21,8,24,8,15,5,31,16,20,31,18,19,11,15,21,25,29,16,14,14,18,22,28,12,22,13,21,5,14,16,57,20,62,12,68,13,26,28,17,50,16,42,50,34,83,16,11,28,51,41,26,67,21,59,44,35,36,43,52,20,20,40,29,4,40
835,644x657,24,12,32,20,32,83,17,38,19,29,30,50,16,12,23,22,20,15,10,41,46,35,20,26,28,9,20,24,37,19,54,11,14,46,22,22,24,14,19,37,15,18,31,63,21,29,44,17,4,37,24,19,4,31,32,36,43,16,25,10,17,32,31,36,13,42,22,22,26,17,17,30,34,20,23,14,10,13,17,21,32,32,9,17,19,11,27,26,30,39,10,28,24,26,36,11,12,18,26,17,23,18,34,24,64,24,14,30,9,26,22,21,28,40,20,48,9,12,35,40,17,32,17,34,24,42,36,19,13,27,25,42,24,33,11,36,21,32,14,15,30,17,27,15,27,34,15,37,24,11,97,19,7,36,16,31,16,18,33,15,26,35,21,26,23,20,24,31,38,19,25,47,57,17,9,29,38,28,56,35,28,30,8,15,23,26,19,10,37,34,17,18,38,29,45,30,37,14,24,27,20,3,21,12,26,30,38,24,28,45,41,18,27,23,98,32,105,11,93,24,77,42,31,71,27,84,53,42,140,19,27,41,73,49,19,81,30,66,54,65,46,77,48,32,41,48,37,9,48
842,532x286,24,15,45,20,27,126,26,64,13,22,44,24,31,22,20,25,17,27,24,39,32,22,30,26,37,48,24,24,40,22,55,42,33,25,11,4,35,23,25,40,31,34,16,64,9,34,69,14,22,13,29,12,37,20,57,21,24,41,23,12,16,30,19,21,31,11,26,31,43,7,40,29,21,72,13,17,10,10,3,26,28,14,44,14,17,20,26,20,1,39,16,21,33,22,22,29,11,20,17,30,48,31,28,32,41,23,11,39,18,23,29,29,38,24,14,53,24,37,50,51,27,24,16,34,15,23,36,14,57,18,24,22,48,35,30,35,11,66,18,11,22,9,19,31,34,42,18,32,18,22,93,25,31,33,17,17,28,19,49,21,15,36,21,23,14,13,20,26,27,20,41,30,56,21,17,27,28,15,47,25,31,31,7,26,34,36,48,22,28,17,21,19,49,46,17,36,30,22,34,39,24,41,22,45,30,41,12,27,33,46,21,22,8,48,122,31,132,11,89,31,65,66,46,87,20,91,89,66,161,27,30,62,87,66,28,93,42,74,67,72,61,86,66,40,30,48,20,6,61
