,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
1653,793x567,15,5,13,3,10,47,14,17,11,10,20,9,20,4,2,9,20,14,13,5,19,5,6,17,6,11,5,7,17,7,19,16,3,13,12,3,8,6,9,7,4,7,7,15,15,2,17,15,7,13,10,12,15,8,8,17,16,0,10,13,7,14,16,7,11,5,3,18,21,15,16,14,8,15,17,10,8,0,7,16,9,14,25,15,8,9,3,11,6,29,11,11,15,4,9,6,16,0,6,2,18,6,19,2,14,10,6,4,3,16,11,11,21,18,13,14,5,6,13,9,10,16,8,14,3,19,15,10,18,16,15,11,11,4,12,10,4,8,11,18,10,1,2,11,15,21,3,22,29,9,29,9,15,28,11,8,8,1,2,7,13,7,9,2,7,18,11,10,3,13,1,5,17,6,12,12,5,18,10,10,7,10,3,6,5,2,9,6,11,5,11,13,24,12,2,11,2,10,1,14,13,11,8,8,10,10,19,8,12,2,14,11,2,9,29,5,40,19,41,19,21,17,21,30,12,48,25,20,61,9,29,20,34,32,11,37,8,39,24,23,20,36,17,12,10,19,17,7,31
1654,779x647,7,11,4,3,12,29,14,17,3,15,4,4,19,11,2,1,8,3,16,8,10,4,3,8,4,2,6,6,1,4,11,7,10,11,7,1,7,4,3,3,3,15,11,29,9,5,15,1,1,19,6,4,22,15,8,17,5,6,16,3,3,5,4,3,1,7,13,7,4,5,13,14,6,17,0,6,6,7,2,9,10,6,17,0,6,9,7,2,3,6,2,5,2,4,11,1,7,5,9,7,10,5,10,4,18,6,3,12,13,4,8,7,11,18,3,15,11,3,7,7,6,4,0,15,8,8,7,7,11,4,5,17,8,6,7,15,5,7,8,13,7,18,12,4,13,11,0,12,8,16,18,3,5,3,6,12,1,14,11,1,7,3,14,8,10,8,5,8,4,15,7,3,7,1,7,8,9,11,11,12,6,3,2,15,6,2,3,4,10,4,7,5,3,11,9,8,2,3,6,7,5,6,6,0,19,5,5,2,7,6,7,5,1,5,27,4,36,12,35,10,25,12,7,19,6,48,26,16,35,7,23,18,24,17,6,29,4,23,14,10,21,29,13,12,8,21,17,7,29
1655,665x715,12,7,7,3,6,10,1,14,2,4,2,8,1,3,0,5,6,9,0,3,2,0,2,0,5,0,0,10,8,0,4,10,0,0,9,5,2,11,0,3,4,5,0,2,1,0,8,7,9,10,0,7,0,12,13,9,1,4,3,5,1,0,6,6,0,0,8,3,9,5,8,1,9,1,3,4,11,9,0,3,0,4,5,15,0,0,3,11,6,0,4,1,10,9,9,8,4,1,2,4,10,10,6,5,3,11,1,7,5,6,5,7,6,5,6,9,0,0,1,0,0,8,5,6,0,0,2,1,8,4,5,13,1,5,1,6,9,0,6,5,6,6,9,0,4,5,1,2,5,4,5,3,5,7,5,1,1,8,3,4,11,2,2,9,14,2,6,4,9,0,4,2,8,1,2,7,4,4,1,6,5,5,0,6,6,0,3,7,5,5,3,2,8,6,3,3,6,1,7,10,0,0,0,7,10,2,14,0,4,2,4,0,4,0,7,2,12,7,14,1,9,4,8,5,4,17,9,3,11,4,11,6,10,10,8,15,8,10,10,12,7,12,4,26,8,12,26,12,11
1660,610x252,35,8,10,5,11,34,14,7,13,19,20,12,7,10,13,14,10,13,8,18,13,25,13,8,13,11,12,9,24,7,19,17,10,12,12,9,0,17,15,18,6,25,11,35,9,21,17,7,17,13,6,5,28,17,23,26,13,7,18,6,24,14,13,24,11,11,10,20,23,18,13,18,3,7,14,10,16,2,8,4,26,23,14,8,9,22,9,9,7,23,15,25,32,13,12,7,11,12,4,8,10,6,7,5,13,5,5,7,11,1,29,12,17,12,6,8,2,10,10,14,10,12,9,23,20,16,24,18,22,7,6,16,20,4,7,22,17,23,15,10,10,11,23,3,9,6,5,8,7,16,16,18,5,19,15,14,14,11,15,12,18,3,14,14,3,31,14,15,22,10,7,17,11,12,16,10,9,24,22,36,18,13,8,19,19,7,12,6,7,5,15,10,12,19,4,10,10,10,13,22,2,14,18,14,5,13,16,18,13,10,13,19,11,24,44,9,73,21,43,11,42,29,24,45,14,51,41,31,54,16,41,27,42,41,24,56,23,38,39,22,44,44,21,25,23,28,31,11,32
1661,413x343,2,10,3,5,8,17,12,17,3,2,5,9,3,5,1,8,15,13,0,9,7,6,2,6,9,6,2,8,3,8,19,8,0,13,5,9,13,1,9,6,0,5,1,13,2,22,16,7,1,12,6,0,9,11,9,19,18,7,2,2,3,12,9,11,3,6,10,24,1,7,6,5,8,2,14,1,4,0,8,10,10,2,5,7,5,2,2,6,0,8,14,0,4,1,7,4,6,1,7,0,3,2,10,1,10,2,1,7,0,6,9,11,4,7,7,11,0,7,0,14,3,3,3,12,1,11,5,2,4,8,1,18,3,5,1,11,6,7,8,2,14,7,3,8,3,2,2,16,1,11,10,0,6,7,1,10,7,16,7,12,0,5,9,3,3,2,11,6,11,1,4,0,13,3,16,4,6,23,21,0,0,11,2,9,0,2,0,0,6,0,12,0,5,8,16,0,3,2,2,3,6,6,3,10,5,8,3,1,7,5,5,8,12,24,19,2,38,12,20,10,18,12,15,20,7,25,17,16,44,4,14,14,25,20,9,17,6,26,23,14,20,13,12,9,5,10,20,4,28
1662,211x356,0,9,8,4,25,61,6,9,5,11,9,13,3,2,7,8,11,0,10,3,12,15,8,7,6,1,4,11,8,2,29,4,7,16,3,4,22,13,2,9,4,7,15,7,10,11,0,1,0,7,2,2,13,8,16,19,18,5,6,6,4,17,10,6,3,0,8,4,4,7,9,6,11,15,15,6,11,12,2,3,3,12,12,10,13,7,3,13,13,8,9,15,6,15,4,14,4,4,8,15,2,2,5,11,16,0,7,8,1,7,5,7,5,10,5,20,5,3,17,2,13,7,6,1,12,12,0,2,13,0,3,5,11,15,3,21,5,3,3,10,6,16,10,4,10,9,7,15,8,25,4,9,2,4,15,9,8,19,7,8,4,4,12,14,13,6,12,8,9,7,5,2,36,5,15,9,10,30,14,24,10,9,3,9,6,11,15,7,5,10,17,4,13,10,26,1,6,16,2,11,7,9,16,15,13,5,12,10,6,5,12,8,2,2,14,3,42,12,48,7,18,10,15,28,12,32,18,16,73,9,18,22,27,14,17,41,8,29,27,12,23,23,14,16,9,26,28,5,31
1663,800x406,19,19,15,14,38,35,21,19,2,9,23,10,20,14,21,31,14,16,13,13,24,26,19,20,5,7,20,4,14,11,32,32,1,32,17,1,26,9,18,45,7,18,5,33,2,6,22,8,6,14,23,15,10,27,18,13,12,6,19,8,9,5,24,11,17,3,7,17,7,18,23,17,14,18,6,6,6,15,1,10,18,10,5,10,4,10,8,10,14,27,21,21,6,10,5,4,11,8,5,25,15,24,18,16,18,21,20,9,4,17,7,10,20,12,2,19,8,24,11,19,24,24,18,24,19,14,15,15,20,7,8,7,39,13,8,1,13,13,4,2,20,23,12,11,22,24,18,39,12,7,38,13,4,22,9,4,1,15,5,15,16,2,4,18,6,4,15,16,28,22,10,26,18,6,6,21,9,40,23,15,14,27,14,5,21,5,13,9,10,23,25,11,15,13,16,14,7,12,8,25,21,18,20,5,9,17,14,17,21,14,26,22,17,34,35,9,64,13,53,19,31,27,21,29,11,49,51,32,63,11,38,24,33,34,15,57,18,52,38,18,37,57,35,26,12,32,29,7,33
1666,517x674,2,0,4,2,10,12,1,7,6,2,12,1,14,5,1,4,1,2,0,12,5,13,0,5,6,0,5,1,0,3,14,5,0,10,7,10,10,0,1,7,9,11,2,21,3,9,4,0,1,10,10,9,4,7,4,2,6,4,0,1,7,5,1,0,5,2,13,12,0,3,5,1,12,1,0,0,9,1,7,13,6,4,1,7,4,0,5,5,1,11,0,0,21,3,7,8,4,12,5,3,23,0,0,0,4,2,0,10,8,8,7,2,2,13,0,4,4,3,7,0,3,1,4,6,3,11,12,0,12,1,2,2,6,2,3,2,3,11,3,0,2,13,8,7,0,1,7,5,3,7,13,2,2,6,5,9,4,10,4,1,0,7,2,0,15,4,7,8,2,7,7,13,8,0,5,1,11,0,15,12,0,5,0,0,11,15,7,1,1,3,5,7,15,9,3,2,6,4,3,4,7,4,1,0,0,8,6,4,4,7,2,19,0,15,11,2,28,10,26,4,13,11,7,17,4,25,17,14,21,7,15,8,15,19,6,17,15,17,15,6,17,20,14,9,7,8,14,11,20
1667,785x731,15,8,4,33,19,18,20,20,10,8,15,46,11,26,6,3,6,3,2,15,19,17,1,7,12,18,13,25,17,19,19,16,4,13,4,18,14,13,8,20,11,8,9,14,14,24,11,2,15,26,12,6,18,7,22,13,17,15,10,1,9,8,15,18,10,9,11,16,2,17,16,29,6,15,15,4,4,11,23,6,5,12,13,8,4,6,12,16,2,14,6,12,11,12,13,16,4,3,18,15,21,29,24,9,18,6,18,27,15,13,6,19,10,16,9,17,17,11,10,21,21,10,7,13,6,13,6,20,15,12,11,26,13,14,16,16,4,12,26,0,9,2,17,12,17,21,14,7,18,13,30,16,9,11,11,7,0,5,11,11,4,6,16,28,11,1,15,14,9,29,15,20,32,17,9,9,19,26,13,16,12,10,8,10,1,11,8,8,8,13,3,6,16,6,11,9,6,7,12,7,12,2,26,17,3,12,17,55,13,17,11,17,16,10,16,5,48,12,54,8,26,12,10,24,7,52,31,23,32,8,32,31,35,41,8,38,58,36,22,14,19,29,14,15,14,25,21,3,40
1673,393x244,23,1,7,7,3,20,11,20,10,13,14,5,2,10,6,6,11,7,9,17,1,15,6,15,15,8,11,8,10,8,15,10,11,6,6,5,11,9,13,2,12,12,14,23,4,20,9,5,9,9,4,5,13,7,21,9,8,7,20,0,25,9,4,14,4,5,13,11,12,50,6,9,1,7,14,16,8,3,6,9,8,2,12,11,4,0,1,0,0,15,2,2,3,11,4,4,7,6,23,3,3,14,17,7,12,16,2,9,20,15,9,5,16,14,2,8,9,10,4,13,5,6,5,12,13,5,11,7,24,7,20,9,4,6,7,12,2,2,13,10,13,10,20,12,2,5,3,10,13,4,17,1,12,2,8,1,8,2,7,6,1,12,3,27,7,5,1,6,9,7,3,18,22,7,8,14,7,13,11,8,2,7,4,15,7,18,9,16,3,14,9,14,24,9,26,12,10,3,6,14,2,4,6,30,8,19,9,2,0,10,10,1,1,12,22,2,42,15,27,14,22,18,10,23,11,33,31,17,21,10,21,19,18,23,12,40,38,32,33,10,24,23,17,12,11,25,22,6,24
1675,686x413,12,6,17,8,7,51,15,23,10,10,19,13,21,22,13,10,22,8,19,12,23,10,23,15,9,5,23,21,13,5,21,5,7,27,7,10,7,3,18,34,5,13,13,20,7,28,6,15,10,11,10,7,12,13,21,22,19,11,16,13,11,14,21,16,17,20,13,10,22,14,0,22,8,6,13,8,23,19,5,11,17,20,2,4,6,16,4,8,21,22,16,8,29,18,5,18,17,8,3,9,21,6,15,11,36,5,12,16,5,5,19,9,11,24,10,18,11,13,7,10,17,20,5,21,10,13,16,3,15,7,16,34,12,1,6,14,13,30,24,12,10,17,4,28,9,38,14,37,3,7,37,14,23,25,14,27,2,11,6,15,10,13,2,6,2,10,6,7,15,16,15,24,21,7,2,10,17,42,18,22,20,12,6,5,9,12,26,4,13,6,8,12,46,25,6,10,6,16,21,25,15,14,17,7,22,24,12,13,13,6,16,21,13,18,31,5,53,18,54,6,24,19,18,27,14,44,36,16,84,9,25,23,51,30,10,34,5,35,19,19,19,36,14,26,13,31,26,7,38
1676,529x426,9,13,25,12,25,35,10,16,9,18,13,7,11,12,12,8,3,21,13,18,14,17,14,14,17,13,16,3,10,19,25,13,7,27,11,2,15,20,10,33,3,19,17,21,13,24,7,15,9,2,11,5,17,5,18,19,13,4,20,15,14,12,11,5,5,6,10,14,21,3,16,2,25,21,16,4,9,7,8,13,18,7,20,13,5,23,8,11,7,2,13,13,18,9,7,2,10,12,16,7,18,9,18,6,26,16,12,21,5,6,13,6,16,2,18,6,3,10,10,10,16,15,10,11,4,8,22,5,20,14,7,14,20,5,12,3,10,11,19,13,4,10,11,3,12,8,7,19,7,13,37,13,7,15,13,8,12,6,8,14,9,5,9,12,6,23,13,14,29,22,11,18,13,6,17,24,10,48,25,1,8,2,6,8,6,4,23,8,26,22,2,10,12,9,4,3,6,9,13,21,7,7,21,14,24,7,15,16,15,20,24,1,5,23,45,3,62,14,33,15,38,31,16,35,13,59,26,22,70,14,35,28,33,28,22,50,10,33,26,23,31,40,31,10,17,36,27,8,34
