,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
739,622x657,18,33,30,8,37,103,25,40,16,32,32,49,22,33,25,21,12,38,36,32,44,21,12,33,26,35,15,16,29,17,30,41,21,33,23,23,27,31,25,47,29,31,26,60,16,22,25,21,23,11,36,20,23,37,47,53,45,33,25,22,23,14,32,51,19,2,23,34,28,29,38,21,30,48,31,20,19,9,23,29,25,28,31,15,21,36,28,18,17,30,15,12,33,13,21,20,11,29,9,35,33,33,13,32,47,32,43,24,28,21,20,19,9,29,15,23,17,36,24,42,38,13,21,40,34,22,34,9,52,26,25,58,24,16,13,28,12,20,19,19,11,25,32,20,29,22,19,37,50,21,43,17,29,41,23,50,23,20,37,18,27,27,18,24,24,20,21,19,26,32,24,24,34,22,17,15,39,21,55,43,36,27,20,12,18,22,30,14,31,26,31,17,45,24,28,14,29,48,28,59,35,13,29,35,21,30,38,27,10,22,27,27,14,60,102,17,96,24,83,14,63,50,41,69,21,85,95,54,148,27,43,55,83,64,27,68,43,74,60,44,66,86,62,34,39,56,31,24,59
744,656x602,43,36,29,32,42,110,20,66,22,20,33,29,18,32,34,51,15,18,24,27,26,30,38,23,22,15,39,41,33,37,57,26,20,52,21,24,19,13,24,55,17,30,19,63,28,46,23,21,19,35,13,37,31,17,39,51,9,21,37,24,18,29,36,29,21,47,36,49,28,22,14,35,39,60,23,26,27,26,34,30,25,28,23,35,20,37,11,24,9,27,28,36,32,29,45,28,23,16,24,25,40,25,43,24,61,37,30,40,34,13,23,19,30,48,28,44,27,25,25,35,25,31,21,27,29,35,46,29,60,39,24,35,19,23,10,25,23,29,19,20,23,22,21,52,16,28,14,44,74,24,60,26,25,57,33,33,27,20,20,22,6,31,52,21,14,45,23,23,34,56,23,64,39,17,19,18,41,29,42,39,36,29,20,38,40,38,60,32,32,31,9,28,25,48,52,34,39,26,47,40,24,32,32,27,22,53,30,21,27,58,30,17,22,42,109,35,122,15,91,30,71,64,44,93,22,86,104,53,127,28,55,71,93,62,37,77,50,94,76,37,64,117,81,35,37,62,41,11,55
745,517x682,11,2,19,6,13,44,17,7,9,9,10,20,16,8,16,6,13,7,5,17,2,23,16,19,21,4,5,1,16,11,15,17,3,20,5,6,1,18,14,21,10,36,18,18,5,16,10,11,3,16,17,8,19,15,2,10,9,5,16,15,8,24,22,15,8,8,26,7,14,18,25,22,7,17,5,8,14,9,5,23,14,6,6,8,4,4,19,12,5,23,16,16,20,6,7,6,6,14,8,3,16,4,10,12,12,12,17,4,2,28,12,20,26,16,7,11,19,9,1,7,12,15,7,12,2,5,20,10,16,15,10,7,12,12,4,22,17,3,8,7,7,8,13,25,15,6,15,12,11,11,6,7,6,14,12,10,4,12,15,4,11,8,21,2,5,8,6,9,5,16,8,21,13,9,8,18,4,7,19,10,10,12,9,19,5,21,14,1,5,7,7,11,27,13,26,8,6,14,10,7,12,5,22,14,12,0,20,16,10,12,12,5,0,24,27,10,43,9,19,12,28,28,10,30,11,61,29,19,17,14,9,17,22,22,15,39,17,35,15,14,24,25,29,10,11,14,20,7,17
746,524x756,10,4,8,5,14,26,20,7,2,2,4,4,3,2,21,3,22,7,3,1,7,14,12,5,1,0,16,11,7,4,17,3,12,17,4,2,4,1,0,0,9,4,17,21,5,5,7,10,1,8,14,2,2,1,13,4,9,7,10,2,2,7,9,19,8,7,1,0,7,11,15,13,0,4,3,4,11,1,6,14,4,11,5,3,3,15,8,9,5,13,1,5,0,0,10,1,9,0,0,3,4,6,3,10,8,5,10,1,4,5,0,12,10,11,12,5,15,1,0,4,4,9,12,0,16,6,0,5,6,2,4,11,3,5,0,8,5,9,6,16,0,8,9,5,21,0,10,13,16,3,2,6,1,12,3,9,1,0,8,1,9,4,11,6,7,5,8,9,9,6,5,8,1,14,13,5,14,16,8,13,5,5,4,16,8,3,3,8,0,26,0,1,3,16,5,0,1,5,10,8,2,4,11,6,5,10,23,5,12,5,2,22,0,25,10,10,20,2,9,7,9,10,6,13,3,19,13,9,12,9,2,6,3,8,6,16,6,15,6,7,7,26,12,4,5,9,23,4,7
748,696x758,13,13,5,16,15,37,11,17,3,17,21,9,14,13,4,14,17,14,26,20,3,28,15,22,8,11,9,15,1,16,20,9,18,14,6,9,7,11,12,27,11,14,18,36,15,26,9,12,13,11,2,10,7,18,6,23,6,15,31,17,2,3,17,28,10,7,12,15,16,2,24,21,8,13,18,6,9,3,13,31,12,10,8,17,11,7,11,5,12,14,5,8,3,5,25,11,8,7,7,9,7,16,16,6,24,16,14,11,10,14,11,19,2,7,4,19,8,12,34,20,17,11,8,25,8,8,14,3,7,22,19,24,7,5,9,17,14,5,17,9,27,18,15,9,3,34,17,19,9,17,32,15,14,24,7,14,5,6,17,20,12,7,8,17,23,10,2,7,20,18,13,14,38,21,17,16,14,8,13,13,15,8,15,22,8,12,20,14,5,11,14,4,27,16,16,3,15,19,7,11,16,10,12,23,13,13,11,13,5,25,23,22,15,13,50,5,48,7,43,6,31,22,17,36,3,25,29,19,48,7,11,28,27,23,15,26,15,27,24,13,20,34,30,10,14,19,4,3,30
749,411x550,19,21,21,20,36,50,3,40,16,10,21,7,15,19,15,30,11,20,23,20,14,4,18,15,7,22,11,15,17,13,35,17,14,18,23,13,21,14,15,39,15,29,20,39,13,17,17,15,5,17,10,11,12,17,37,29,8,23,30,10,11,21,14,7,25,16,26,14,28,6,8,28,19,27,9,6,10,8,11,7,17,16,34,1,3,26,16,13,16,21,11,8,8,8,10,21,18,9,18,8,58,22,34,13,11,16,17,30,11,22,4,13,18,18,12,13,15,26,25,20,10,19,32,42,23,14,21,24,27,15,19,12,11,11,39,5,10,16,27,9,17,9,5,4,12,23,9,26,6,17,28,8,5,22,14,37,9,26,7,1,20,14,17,20,14,20,21,11,9,35,17,16,28,20,11,17,15,18,20,24,13,6,22,6,23,13,10,16,4,8,11,20,19,34,19,10,12,31,17,23,11,15,34,37,13,10,14,22,26,24,15,17,11,24,79,19,101,60,62,12,58,36,25,53,22,43,69,46,79,19,32,37,48,44,22,49,61,79,54,37,66,57,53,26,24,53,16,11,27
754,538x235,18,16,25,17,31,81,26,28,23,22,24,29,20,35,13,22,25,33,30,26,23,3,43,26,12,20,15,36,27,37,35,39,6,40,20,15,22,22,16,45,12,26,8,51,13,21,24,12,26,35,43,42,12,19,37,39,18,24,14,32,27,24,13,6,28,10,29,22,20,14,31,62,23,44,24,31,22,33,13,43,21,26,28,12,6,18,21,14,31,18,10,18,33,11,35,6,32,13,18,26,24,23,24,26,22,19,25,15,13,22,19,13,38,42,13,32,30,50,26,27,23,16,20,59,34,22,26,18,24,9,20,13,49,24,4,22,11,7,15,12,8,12,26,29,24,19,19,38,18,16,40,13,6,18,16,29,10,24,22,16,9,25,15,27,16,16,30,39,36,24,22,62,50,26,7,26,27,30,23,21,29,14,12,38,21,14,25,12,35,19,14,21,36,34,27,29,28,20,37,34,23,19,46,33,48,33,20,8,42,33,35,21,10,45,112,34,119,12,96,27,75,60,43,67,15,87,91,59,95,16,39,64,72,71,23,68,45,88,66,38,72,83,77,40,20,54,16,7,48
755,627x241,36,33,51,17,61,112,41,69,32,39,53,67,25,23,18,51,11,25,39,41,32,50,39,31,51,28,34,43,33,35,49,43,11,36,25,20,30,26,23,40,28,41,26,73,16,43,35,18,33,45,60,26,16,18,51,55,17,27,33,34,22,39,40,59,33,28,21,32,38,26,32,35,51,33,30,34,27,12,34,29,35,36,38,8,35,43,14,16,28,56,25,13,24,24,15,23,33,26,12,24,55,14,32,40,61,24,36,47,17,21,40,44,63,44,25,28,23,32,36,44,37,38,25,62,47,34,24,41,58,32,34,47,42,24,35,33,37,30,27,36,55,23,30,42,32,39,33,44,28,35,84,15,22,45,32,42,14,18,48,22,25,39,21,26,39,22,43,47,65,33,41,55,36,54,28,40,43,46,61,45,52,22,14,31,47,34,48,20,33,38,32,14,51,52,36,47,15,23,31,59,25,23,24,24,41,41,23,41,34,46,29,42,41,24,156,40,170,29,121,36,75,89,58,111,31,104,116,77,135,37,54,91,99,95,42,95,57,101,85,66,91,110,87,50,50,80,31,10,54
756,609x431,61,15,19,24,34,139,25,41,20,50,47,52,31,9,29,24,15,24,35,16,21,19,32,15,21,13,20,18,23,30,51,36,19,24,23,16,42,11,18,64,42,43,42,43,36,37,27,24,11,26,28,26,14,25,23,52,24,24,36,24,7,23,41,25,14,19,26,46,23,31,51,46,26,65,21,18,41,31,18,23,31,22,26,14,14,18,18,20,19,26,12,10,57,17,23,10,27,27,25,12,45,31,20,36,59,14,31,24,25,42,19,35,38,38,16,24,29,36,39,18,49,37,23,41,11,22,38,23,51,17,27,43,40,19,35,17,8,33,22,20,30,22,14,30,48,22,31,17,21,26,88,30,19,44,19,55,7,19,21,15,25,17,42,30,14,23,12,23,68,40,36,51,41,32,15,43,28,20,45,43,55,24,7,30,36,25,37,4,24,11,29,15,39,74,26,22,34,32,37,29,25,24,37,28,24,37,29,32,40,29,30,46,17,36,147,32,120,15,90,37,84,72,41,106,28,100,77,63,148,23,47,68,66,57,40,78,58,93,72,44,62,102,92,44,29,62,26,9,59
757,481x243,10,6,22,3,16,52,10,34,11,16,16,21,9,8,6,32,14,7,8,15,21,28,11,19,19,0,4,14,5,11,29,9,8,11,9,8,18,6,14,15,17,9,14,30,9,24,13,12,9,5,9,7,11,16,5,9,14,8,19,8,4,26,13,20,11,4,8,16,9,7,19,13,9,21,9,15,14,4,2,30,16,9,23,5,3,9,5,10,12,12,21,5,1,13,7,12,20,5,9,16,21,11,22,17,18,6,5,32,9,20,2,14,11,9,3,12,11,22,19,13,6,22,11,17,18,9,7,9,4,14,3,11,8,12,12,7,11,10,1,5,22,18,16,4,6,14,4,28,14,4,40,7,7,10,11,7,6,2,17,9,6,5,7,11,18,19,24,6,18,6,5,20,28,4,4,22,10,7,23,8,5,13,10,4,7,4,9,1,22,7,6,16,15,21,11,13,1,12,18,31,8,19,26,6,0,18,9,10,10,17,20,15,8,19,59,12,56,4,31,14,24,20,9,33,8,38,29,19,52,9,20,28,33,18,20,34,19,35,34,19,22,47,27,10,8,19,19,5,26
758,509x503,17,16,24,18,37,52,21,42,14,6,37,18,16,19,18,11,4,11,36,22,21,19,18,29,17,13,14,22,28,27,44,22,34,32,24,6,32,17,36,37,9,44,19,54,16,25,34,14,15,21,34,13,8,8,27,25,16,22,21,6,40,23,37,7,12,16,10,25,23,25,15,43,30,36,36,18,14,20,15,25,12,19,19,20,22,13,24,24,11,31,20,16,35,14,37,14,14,39,14,15,44,24,33,21,16,19,20,16,16,28,25,13,20,20,12,19,16,13,27,28,15,29,35,45,8,28,22,14,48,38,17,32,21,18,20,16,9,36,11,8,14,18,16,30,15,19,11,26,15,9,55,22,15,21,30,29,14,8,28,15,21,17,21,20,17,23,27,18,21,42,25,45,56,30,18,37,17,5,34,20,10,28,8,25,10,7,31,11,22,21,14,24,38,29,28,8,13,20,18,36,29,26,22,14,8,19,23,27,23,18,25,20,7,30,100,27,118,19,81,21,48,53,33,92,17,70,67,61,126,30,66,43,60,55,27,60,46,69,59,39,61,68,70,33,25,41,30,15,44
759,800x786,27,19,37,30,10,90,26,29,24,23,19,7,21,42,16,13,20,21,28,41,24,35,15,27,21,31,22,35,26,42,43,20,9,24,12,24,15,29,18,25,16,34,18,35,19,34,38,16,5,17,36,13,32,22,55,34,29,14,33,20,11,22,33,27,26,17,41,21,21,12,18,37,18,17,32,8,31,24,26,19,30,14,47,8,19,26,9,19,17,34,9,27,14,13,24,17,22,6,20,21,30,20,17,30,48,16,17,37,16,12,33,22,21,17,19,28,37,15,20,27,14,30,20,19,10,30,14,23,34,9,33,21,19,23,23,18,13,30,15,24,19,15,28,15,24,30,12,32,9,24,47,24,19,50,20,35,9,24,37,25,15,28,3,25,15,5,18,34,58,20,12,43,30,33,29,28,19,17,31,14,42,7,14,19,15,32,30,31,15,20,20,7,29,20,21,2,13,23,22,23,11,8,38,23,37,33,22,14,17,42,10,14,19,37,64,17,98,10,82,14,65,49,34,83,18,54,55,49,106,12,20,48,58,61,13,56,48,67,51,21,49,60,65,28,23,45,26,14,45
