,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
2639,433x711,13,9,22,17,38,76,30,65,29,15,20,23,31,29,8,32,31,16,10,52,21,50,14,21,28,32,16,27,17,51,48,37,17,77,18,15,33,22,34,37,21,24,26,30,8,25,13,22,19,23,43,19,24,7,47,38,9,26,40,13,15,29,39,18,20,16,8,31,31,20,26,29,27,20,14,30,25,14,22,23,13,33,24,16,12,12,25,17,18,21,28,11,18,7,11,12,22,12,7,28,37,22,28,29,41,17,27,37,38,15,50,16,17,24,21,15,20,25,33,11,26,41,30,36,25,24,18,33,23,30,18,19,26,26,12,22,16,31,44,8,26,7,20,29,22,34,29,16,15,10,54,9,15,11,22,13,17,23,16,9,26,19,32,53,26,19,11,21,35,18,20,39,49,13,18,40,58,32,15,36,14,9,40,24,10,20,28,18,17,19,15,6,46,27,30,15,18,34,23,28,31,17,20,29,16,25,22,46,30,20,34,13,11,39,99,34,94,26,86,17,46,38,31,60,19,94,64,57,158,22,52,69,98,66,36,89,53,88,87,45,60,136,57,28,29,47,65,10,68
2643,378x442,19,9,13,20,24,45,25,48,18,18,27,22,17,12,19,22,17,24,24,27,12,20,17,22,15,17,6,11,13,23,28,28,10,45,9,14,24,12,10,28,12,23,17,24,1,26,18,8,12,5,19,32,24,19,37,27,25,9,33,12,11,24,24,41,27,6,16,19,21,9,8,13,14,46,1,6,18,9,20,11,24,8,36,15,7,10,34,25,25,20,14,3,21,18,16,29,22,15,16,26,14,18,33,9,33,7,19,39,7,15,40,24,12,12,3,10,18,27,23,21,23,2,4,23,19,17,10,15,34,29,16,31,18,9,14,8,25,32,10,10,11,8,12,7,9,18,10,27,7,17,55,8,19,24,10,14,7,11,22,24,16,3,22,16,9,12,23,9,20,29,12,26,39,12,21,23,34,25,19,27,17,24,10,13,14,9,31,12,11,12,21,16,21,12,12,14,8,18,22,17,13,8,19,25,4,19,18,37,10,9,25,11,24,37,81,22,95,26,76,5,26,18,11,30,12,64,64,42,141,12,30,63,78,53,15,81,49,69,75,31,35,40,31,16,17,49,52,6,50
2644,293x529,9,6,12,9,36,35,16,12,6,6,10,14,20,18,8,9,7,5,5,13,7,19,6,10,8,12,10,4,7,25,29,10,9,40,11,8,8,4,9,17,5,26,20,12,1,16,17,4,9,2,5,13,20,7,32,6,13,16,20,1,15,33,7,7,7,2,4,14,13,1,12,18,5,11,5,2,8,2,10,15,4,13,32,8,10,13,2,10,19,14,6,2,15,12,2,11,14,8,9,33,14,3,12,14,25,14,7,25,10,12,41,5,14,16,7,5,11,10,17,10,4,13,6,21,15,4,21,19,11,13,10,14,16,15,21,13,20,10,5,14,10,11,19,7,16,14,11,12,5,13,25,16,9,18,13,19,7,15,17,13,11,20,15,22,14,1,11,13,9,8,9,30,33,15,7,9,35,9,22,7,17,12,8,8,6,21,24,7,14,10,9,6,19,15,1,5,12,12,28,1,10,8,14,10,11,6,13,21,4,15,7,6,5,13,62,19,47,15,49,17,10,13,9,22,14,55,45,29,122,11,31,50,56,40,12,50,23,49,52,25,28,37,28,18,18,45,32,3,42
2645,445x555,19,8,8,9,11,36,11,17,3,6,23,27,26,7,16,8,13,6,7,17,8,28,17,7,22,3,5,18,23,24,16,22,5,22,11,9,25,21,21,2,17,15,22,27,7,13,15,19,13,11,9,26,14,11,35,16,16,11,20,7,12,16,13,9,4,12,7,14,17,8,14,14,11,13,24,3,5,10,11,13,9,7,33,5,10,13,5,13,8,32,11,13,22,5,12,13,7,17,15,11,17,25,12,13,10,4,15,7,10,12,20,5,13,16,16,22,21,19,13,29,12,14,7,30,16,14,16,12,19,13,9,9,38,15,20,15,18,13,13,29,10,12,15,11,29,10,16,12,8,22,34,6,8,18,2,24,8,18,20,5,5,10,30,32,14,23,8,10,24,11,11,10,20,24,9,22,18,35,18,24,29,10,9,10,9,4,25,2,20,10,13,4,24,25,28,20,5,15,21,20,9,8,25,17,14,20,23,18,13,19,13,8,5,24,65,15,56,28,51,8,27,17,8,27,18,54,40,21,85,11,41,35,66,29,8,41,33,38,64,24,33,40,25,13,21,24,35,23,34
2646,266x573,23,9,18,25,30,87,54,54,11,17,15,30,50,16,22,19,13,4,20,15,13,37,11,25,18,17,6,29,24,6,39,26,23,25,16,5,13,14,13,15,9,19,18,29,13,24,9,12,20,11,12,17,18,12,42,25,20,11,20,14,12,61,39,32,7,25,15,29,8,7,5,5,7,33,13,10,9,12,27,47,17,25,25,15,9,9,22,2,7,19,5,19,15,8,21,19,29,7,18,13,36,17,9,19,28,20,17,11,14,32,32,5,31,21,17,32,19,23,37,29,7,18,15,40,35,37,25,10,33,16,15,22,23,17,15,29,22,32,18,28,12,10,19,27,22,22,20,19,5,11,43,4,23,39,6,35,14,21,11,6,5,21,15,23,24,8,13,12,21,23,11,37,27,24,9,29,44,31,23,37,12,27,7,20,12,18,39,12,6,16,13,4,15,17,53,17,10,14,12,44,4,9,13,16,19,14,26,29,7,16,13,5,3,14,91,27,67,24,116,27,31,30,22,53,18,105,86,47,218,18,41,81,99,70,29,84,54,66,81,39,45,95,59,45,16,47,59,9,55
2647,682x602,18,7,11,21,8,61,27,35,40,17,16,31,18,16,18,22,13,6,20,13,15,29,19,22,25,22,15,23,25,14,35,38,16,55,21,10,7,6,22,25,24,42,30,28,10,18,30,23,12,14,19,14,4,31,36,37,9,6,11,9,19,43,12,19,16,15,16,26,12,10,16,26,18,26,33,9,11,23,14,7,15,18,5,12,21,14,19,18,8,30,16,7,8,5,9,26,18,10,11,21,13,22,16,14,5,8,14,23,23,25,32,15,15,22,4,39,18,23,27,23,20,30,26,16,13,25,21,3,35,21,12,28,35,18,20,7,17,29,16,13,17,14,21,8,28,24,33,30,20,11,47,18,9,25,19,28,6,17,39,13,13,18,12,26,33,11,12,18,22,10,19,40,23,9,7,23,21,23,12,17,23,27,5,8,11,24,37,15,19,7,24,13,21,23,28,25,23,20,21,31,11,3,17,19,23,45,33,34,11,11,31,7,5,29,57,23,65,23,55,18,51,48,28,61,14,64,52,30,72,18,42,36,61,53,14,66,35,47,56,19,49,65,38,32,14,34,36,6,41
2648,586x694,7,9,26,30,16,75,28,34,6,11,30,12,20,6,12,21,25,17,41,11,14,41,24,14,19,14,13,23,12,25,40,24,1,20,21,11,18,22,31,34,4,43,18,19,17,16,26,16,20,21,19,18,22,4,40,11,12,14,17,1,7,22,7,10,33,10,15,26,20,11,18,27,19,27,26,10,22,16,14,19,16,15,24,3,28,6,15,5,21,33,1,18,21,8,12,16,18,7,16,9,13,27,10,7,9,25,15,21,17,12,25,6,24,11,13,16,21,28,17,13,11,42,24,27,8,22,23,27,36,11,16,10,23,9,16,13,11,11,13,26,5,23,10,13,12,25,9,18,11,12,42,6,14,22,24,17,16,20,12,13,10,10,23,28,17,21,19,21,19,16,9,40,55,8,18,24,17,12,15,16,22,17,6,18,11,18,18,8,16,12,13,10,15,29,17,12,25,25,21,9,16,16,45,7,19,17,10,37,29,20,17,9,12,8,76,22,90,35,47,0,34,33,18,49,12,84,34,45,98,21,37,62,63,49,20,91,38,66,67,41,58,71,50,32,25,41,35,4,49
2650,336x303,5,19,16,6,29,40,20,28,8,25,5,22,14,22,27,12,37,19,17,7,5,35,15,17,37,11,8,13,28,17,34,18,8,27,15,8,21,12,20,13,12,20,7,24,10,19,0,4,18,6,22,17,13,17,15,26,18,11,15,14,17,25,25,32,4,25,6,5,5,16,16,20,10,13,13,9,8,7,16,2,14,14,22,17,6,14,11,21,12,20,4,1,33,16,31,10,32,9,9,16,15,21,12,4,19,18,17,18,22,6,24,20,18,24,6,16,11,18,14,9,23,14,2,16,8,13,10,10,14,16,9,22,9,20,16,15,1,12,7,18,16,6,19,15,16,18,3,21,5,10,13,10,17,17,12,21,13,7,15,9,17,8,31,7,16,9,11,12,14,30,11,16,13,7,6,9,10,27,15,15,20,16,25,21,28,8,17,12,13,7,13,10,16,32,45,23,21,22,14,13,13,29,24,13,24,6,16,45,11,17,10,1,3,20,75,12,53,19,64,8,12,15,11,26,9,64,47,24,108,12,48,34,68,54,4,49,26,40,40,10,16,30,12,13,22,25,57,36,40
2651,583x442,27,16,21,29,29,67,33,25,24,19,31,16,11,24,26,13,8,13,16,18,20,10,19,5,14,5,11,3,24,13,28,27,7,31,21,7,21,10,7,13,15,13,7,14,12,12,24,2,4,23,27,15,13,20,14,16,2,11,31,13,6,25,7,23,40,10,13,24,19,16,20,22,10,23,13,14,6,27,3,11,41,13,17,9,9,19,12,12,11,24,10,13,19,15,28,20,24,7,9,24,26,30,21,15,17,7,18,23,13,4,24,15,12,19,5,9,9,23,14,27,21,25,34,10,18,13,23,7,31,23,24,23,25,16,9,17,5,18,15,7,1,11,15,19,26,11,12,24,13,14,28,15,16,10,10,16,14,19,15,5,9,17,13,27,23,12,36,16,17,18,15,17,34,13,12,37,12,18,18,14,7,7,19,19,25,30,13,11,18,13,9,7,22,13,16,13,4,18,12,40,17,6,17,14,13,20,22,13,20,9,21,19,14,17,86,16,89,27,52,30,20,13,5,24,9,70,47,38,75,16,40,57,70,43,17,77,40,51,59,31,39,30,28,8,18,39,46,7,45
2652,603x543,13,9,22,18,30,62,18,43,21,17,30,50,35,25,23,17,28,10,13,11,16,24,8,12,33,9,31,17,17,22,15,30,12,22,9,16,15,24,26,22,32,32,28,20,6,12,13,23,22,19,29,26,21,10,38,38,27,18,40,24,30,37,27,25,20,23,11,18,8,8,35,13,24,17,20,14,8,19,13,7,12,23,24,20,19,15,20,28,30,32,10,12,47,27,14,15,25,15,4,10,15,25,14,22,22,20,40,19,21,15,17,18,17,36,38,24,33,19,29,30,11,21,14,19,25,8,28,21,19,25,3,27,18,19,15,22,25,20,12,24,27,6,23,15,21,13,14,33,27,27,23,11,15,29,15,25,10,19,17,16,26,17,34,24,28,13,27,0,37,18,27,18,51,20,6,22,26,23,8,41,19,17,29,28,11,12,33,24,19,12,24,13,7,53,38,10,27,28,41,24,14,36,31,35,41,26,36,26,27,21,31,9,33,26,78,16,71,34,72,0,57,42,37,62,22,82,58,33,96,22,58,56,62,35,23,64,33,62,47,35,42,49,24,29,16,33,81,46,37
2654,274x679,10,0,7,5,17,57,18,51,11,15,23,34,20,12,3,17,14,24,20,33,9,22,15,27,12,17,9,16,27,27,36,36,1,51,22,7,5,21,3,29,10,35,17,24,9,17,23,22,12,5,35,28,7,21,38,22,15,10,14,4,14,32,16,14,21,18,17,9,14,16,20,17,3,4,17,15,4,13,10,16,2,3,18,22,7,4,5,12,19,22,7,5,11,12,16,6,17,24,4,17,25,28,13,6,39,11,9,13,7,11,27,12,19,17,8,14,14,18,25,7,8,17,5,20,4,15,23,18,9,16,17,12,26,21,17,15,1,16,2,8,9,4,13,17,10,19,1,25,12,12,40,7,1,23,3,32,12,9,11,6,24,15,17,24,9,4,9,19,30,8,14,33,44,10,35,27,17,5,3,5,13,1,12,14,23,7,18,14,17,29,10,11,35,21,13,17,6,12,12,23,17,13,28,13,7,11,17,17,17,3,10,12,10,21,57,18,86,32,76,2,19,13,8,24,8,66,58,57,103,16,33,51,73,70,16,73,34,56,69,24,44,101,65,42,22,42,38,10,46
2658,625x373,17,15,47,17,44,72,50,37,7,23,12,37,18,20,21,20,18,40,24,31,29,28,24,39,20,22,17,5,38,21,26,31,11,53,16,11,28,23,26,39,18,21,26,43,23,31,32,29,23,9,39,40,23,33,35,37,15,22,43,24,24,55,21,39,31,11,33,27,18,19,23,37,28,31,24,21,14,45,22,11,12,6,26,32,16,24,25,19,8,33,12,29,25,23,20,8,30,12,10,30,23,33,58,35,33,21,29,23,9,26,54,19,37,16,16,23,21,36,25,37,16,23,35,44,16,9,51,16,31,41,45,32,37,15,22,34,10,40,5,10,34,17,26,17,23,44,14,37,25,41,37,15,22,15,28,38,20,13,27,15,8,13,56,18,27,18,46,29,25,23,36,53,50,7,14,29,31,40,31,14,29,24,23,28,30,21,39,30,13,19,21,15,23,62,33,13,26,39,36,41,35,11,44,17,15,33,15,20,34,15,24,13,18,17,105,27,105,42,84,0,42,50,34,55,20,87,86,54,89,32,65,73,73,75,32,100,67,79,75,37,64,60,57,22,33,66,73,48,54
