,x,y,z,field,total_count
2220,545,210,1,47,3653
2221,605,324,1,47,4777
2222,537,342,1,47,2878
2223,334,473,1,47,2607
2224,670,505,1,47,5209
2225,569,516,1,47,3776
2226,468,532,1,47,3776
2227,597,554,1,47,3584
2228,428,556,1,47,2971
2229,610,594,1,47,2374
2230,652,625,1,47,1622
2231,501,662,1,47,7611
2232,512,728,1,47,5730
2244,476,286,5,47,4707
2245,577,557,5,47,2460
2246,688,692,5,47,3596
2251,501,512,6,47,4836
2252,609,636,6,47,4815
2253,433,642,6,47,5307
2256,662,685,7,47,4937
2257,569,774,7,47,5990
2260,613,214,8,47,5576
2261,481,616,8,47,7793
2262,564,654,8,47,6286
2266,377,244,10,47,6537
2267,631,264,10,47,3049
2268,625,283,10,47,2703
2269,412,364,10,47,10990
2270,472,397,10,47,5269
2271,522,593,10,47,8661
2272,497,762,10,47,6171
2278,528,425,11,47,6629
2281,538,370,12,47,4691
2286,621,762,13,47,5046
2290,516,252,14,47,6619
2291,488,354,14,47,5735
2292,578,406,14,47,6692
2293,473,444,14,47,4767
2294,609,446,14,47,6074
2295,380,493,14,47,3319
2296,552,533,14,47,4602
2301,653,748,15,47,5347
2303,392,286,16,47,9009
2304,320,289,16,47,4557
2305,358,401,16,47,12176
2306,328,502,16,47,749
2307,694,666,16,47,3113
2309,440,412,17,47,5456
2310,558,474,17,47,6150
2311,412,678,17,47,3758
2312,564,714,17,47,6065
2314,452,258,18,47,5387
2315,342,281,18,47,4150
2316,276,285,18,47,4093
2317,446,536,18,47,2508
2318,589,594,18,47,4287
2319,664,622,18,47,2404
2322,428,485,19,47,6889
2323,589,682,19,47,4402
2324,521,774,19,47,3954
2327,529,326,20,47,6753
2328,709,818,20,47,3122
2330,670,477,21,47,3319
2331,678,649,21,47,2105
2332,545,812,21,47,3152
2335,274,220,22,47,5765
2336,480,310,22,47,4992
2337,641,437,22,47,4075
2338,500,488,22,47,5044
2340,484,229,23,47,4708
2341,417,236,23,47,5472
2343,634,604,25,47,3261
2345,613,789,26,47,3158
2348,438,222,29,47,3800
