,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
2509,314x597,15,10,7,6,14,47,24,24,6,25,17,26,40,8,18,21,8,29,16,20,5,17,21,37,35,6,7,15,11,19,33,15,6,43,15,30,13,22,13,22,8,34,15,30,4,18,24,13,11,17,12,22,18,19,24,31,5,16,17,20,14,34,16,30,6,15,17,4,22,6,19,30,19,11,9,25,4,10,27,6,7,14,4,3,10,9,5,7,15,29,14,8,13,17,10,6,18,18,9,20,19,10,37,18,18,9,12,26,15,19,23,24,5,26,13,26,11,18,33,16,16,14,1,16,18,13,18,10,28,8,18,13,16,23,25,7,10,17,13,12,17,11,29,21,18,9,14,12,27,28,26,19,21,9,11,15,17,22,11,15,13,26,19,8,24,7,19,20,36,16,13,29,33,16,23,15,39,10,16,15,10,18,2,26,21,21,32,6,12,13,24,13,25,24,19,9,12,24,15,23,11,29,25,7,20,14,11,22,2,29,29,4,20,20,81,9,76,21,78,15,40,26,18,62,9,66,53,39,96,15,39,40,80,64,12,56,46,71,49,41,50,63,46,22,22,33,34,4,49
2510,752x774,32,25,31,40,41,139,22,26,21,30,39,30,15,35,27,12,9,5,8,19,20,18,20,20,32,6,11,29,25,27,44,30,11,47,8,9,38,15,7,47,23,33,39,44,9,23,22,25,26,21,46,29,26,31,17,26,19,18,34,14,25,25,27,12,19,16,16,53,27,11,23,65,26,29,23,22,23,8,18,35,33,17,25,2,6,24,19,16,13,25,11,15,15,20,20,13,30,34,24,19,43,11,37,27,26,25,9,12,12,32,22,22,30,20,16,16,19,23,36,29,32,31,29,10,13,30,44,16,56,24,20,39,18,11,24,29,25,30,10,21,15,19,17,24,6,30,29,18,18,24,43,12,25,32,23,37,31,12,38,5,24,15,9,18,35,28,29,29,52,35,11,52,36,18,4,23,40,32,27,27,43,25,16,24,38,21,26,8,24,18,22,19,19,43,27,16,31,11,26,42,12,25,30,17,14,14,40,23,32,27,25,24,30,26,41,28,106,34,91,28,64,40,39,82,25,72,60,43,87,13,50,56,66,58,14,56,43,77,69,19,61,68,50,23,28,46,42,11,43
2517,528x473,32,28,25,39,30,63,28,49,23,33,34,31,16,22,43,17,13,12,44,36,41,22,17,16,29,11,13,26,47,25,46,42,10,47,21,13,17,9,47,43,31,57,44,35,26,22,42,39,19,47,29,28,27,7,30,44,30,18,32,34,29,21,17,39,19,13,27,32,30,1,26,41,43,34,43,16,20,16,14,18,25,30,19,28,21,4,21,32,26,49,19,10,27,11,17,22,38,32,24,13,27,14,8,45,23,24,13,15,18,49,44,14,18,38,24,49,29,36,21,34,48,43,31,31,32,39,22,27,48,21,43,27,37,48,30,22,26,30,22,21,27,32,37,20,32,39,22,27,25,31,63,33,10,41,24,62,16,23,55,17,31,27,5,39,21,29,35,24,29,40,33,32,36,12,31,37,44,32,34,27,26,36,30,17,31,34,45,13,34,23,15,22,42,50,53,28,44,12,45,21,32,31,33,20,26,61,32,43,26,24,44,35,26,23,83,19,113,24,100,26,64,51,38,78,30,107,81,55,105,31,63,59,87,68,21,91,62,98,72,33,66,73,50,29,22,62,44,10,51
2519,436x288,1,12,3,3,16,12,8,12,12,0,4,11,0,10,4,8,17,9,3,7,10,12,1,11,6,10,4,12,5,5,5,12,3,17,5,1,18,10,6,6,11,10,7,9,4,7,2,3,2,21,6,9,6,2,7,8,2,1,6,4,10,10,5,2,0,5,8,18,4,6,5,1,12,16,2,3,2,4,7,5,1,6,7,2,5,8,7,11,9,11,2,0,6,2,9,8,10,9,10,8,10,7,6,3,1,2,6,5,7,13,13,1,12,6,8,4,9,6,5,3,5,11,1,6,6,13,6,7,13,6,17,8,1,10,4,12,8,8,9,5,9,7,6,8,2,2,5,5,12,8,6,3,3,5,5,5,3,4,8,6,10,13,4,5,8,5,23,17,6,7,6,14,3,7,9,9,20,10,1,7,2,12,10,11,22,18,3,5,1,0,10,1,15,7,13,10,11,1,3,13,10,7,7,1,8,15,9,1,17,6,3,1,8,1,16,4,24,10,18,9,16,8,5,16,8,29,21,10,10,5,21,13,20,12,15,15,13,24,12,8,13,10,9,21,3,16,24,7,8
2522,313x320,14,18,14,7,10,31,23,14,11,11,3,14,11,5,12,16,4,18,17,2,16,8,13,2,19,5,6,14,5,4,13,14,7,4,8,3,7,0,6,10,5,8,17,5,2,16,19,7,15,36,4,13,16,20,18,12,11,17,4,14,16,19,22,29,12,10,13,15,7,2,9,9,22,17,9,13,3,10,10,18,9,15,6,9,8,18,9,9,22,13,6,15,16,7,6,12,8,7,24,11,28,6,11,5,1,11,15,6,10,12,18,14,14,30,5,11,0,6,18,6,7,8,14,14,19,13,13,1,2,0,19,21,13,7,4,23,9,31,0,15,21,15,33,5,2,4,16,5,11,13,28,7,7,30,19,17,1,8,13,19,11,12,3,7,2,9,20,9,19,20,14,3,11,4,6,8,36,22,5,12,10,13,1,20,8,4,8,8,7,14,15,2,30,18,13,10,7,1,7,19,15,14,15,16,10,17,28,13,11,6,30,12,14,29,20,6,33,13,38,3,17,20,12,21,6,35,14,14,17,10,20,23,37,23,12,24,10,36,20,14,12,13,8,71,5,29,23,7,17
2523,342x333,0,10,3,4,3,17,10,1,8,3,8,8,0,5,4,0,3,0,8,4,2,9,0,3,6,2,1,11,8,2,5,8,4,0,2,1,5,5,4,8,8,2,10,2,2,0,6,5,13,0,6,3,11,0,5,3,6,5,1,12,5,11,3,2,1,0,5,4,0,1,5,8,8,2,0,1,3,5,0,14,5,0,5,2,11,7,1,4,8,7,0,11,2,1,8,4,7,1,5,3,8,3,5,12,2,0,2,3,2,1,6,6,0,4,0,4,2,8,9,9,4,2,4,10,8,1,6,1,16,1,3,5,2,3,6,12,1,2,0,0,4,2,5,3,8,11,7,3,8,1,10,10,0,1,4,2,5,8,6,0,0,1,6,3,0,1,3,5,6,5,4,6,8,0,5,14,0,1,5,12,1,8,13,10,2,5,2,1,10,3,6,1,6,2,4,7,2,3,2,1,0,3,9,0,6,5,9,20,1,7,10,4,7,17,1,2,18,8,13,3,7,9,8,15,4,11,9,3,14,5,8,10,13,6,4,9,5,18,13,6,7,5,5,15,4,5,9,4,12
2524,572x390,11,33,29,14,25,73,30,47,26,27,32,28,3,12,34,21,12,30,19,28,18,17,21,14,27,12,19,7,21,38,34,11,17,32,27,7,12,21,4,19,14,34,16,30,14,12,16,19,6,11,26,15,13,21,19,32,30,23,20,16,20,45,16,6,35,19,27,5,20,11,24,9,32,27,16,17,13,28,3,16,37,29,28,26,16,19,11,23,22,43,19,7,17,18,15,22,41,6,24,7,26,28,19,13,7,19,18,21,13,29,34,29,11,14,25,27,15,27,26,16,34,18,33,9,19,23,20,15,30,20,25,29,11,31,15,18,9,21,18,16,19,15,18,21,32,13,18,21,23,14,17,21,10,24,26,7,6,8,24,14,7,9,26,35,8,27,20,43,24,30,22,38,29,19,12,42,17,36,14,22,22,16,19,23,51,26,35,28,33,13,17,14,30,24,41,19,22,12,25,29,32,14,43,26,15,21,26,7,51,19,17,22,11,25,60,14,70,30,59,29,59,48,42,54,23,58,53,33,55,21,43,39,64,50,19,70,43,61,47,20,40,75,32,21,31,30,53,7,40
2525,348x558,25,25,23,41,49,85,25,55,14,28,33,25,49,20,9,32,12,38,37,39,14,15,26,37,29,56,26,31,30,19,59,39,16,56,16,9,23,28,30,20,43,40,36,37,16,35,27,31,28,32,39,28,36,26,37,44,24,28,34,23,23,58,44,46,28,9,25,33,30,20,12,29,22,49,37,11,10,16,12,41,10,10,31,9,19,23,15,37,28,50,13,19,50,22,24,22,22,32,41,13,48,23,33,21,49,22,19,51,29,36,44,22,32,34,20,47,32,14,33,21,35,37,21,23,35,32,32,25,42,10,19,42,37,36,23,55,24,19,23,22,45,23,28,28,9,51,27,40,23,24,66,17,30,35,37,35,15,17,28,17,27,30,22,25,25,22,14,23,33,31,29,40,64,38,19,49,35,20,21,23,30,25,29,41,17,20,45,23,17,15,27,16,37,52,31,35,7,27,23,27,31,29,41,19,17,31,33,44,16,14,31,26,27,25,118,19,135,37,128,25,66,44,38,92,23,97,80,63,153,25,56,68,115,105,27,90,45,101,94,48,77,88,85,36,29,65,28,6,76
2526,530x613,51,8,40,9,49,99,20,38,34,32,38,41,42,9,23,27,22,23,20,32,11,33,26,16,25,36,18,24,16,21,41,25,22,56,16,21,30,13,15,50,7,21,31,28,26,41,27,26,32,36,20,23,15,16,30,30,29,20,37,24,16,37,35,27,30,35,11,30,28,10,13,36,22,29,18,29,11,15,16,39,15,33,37,15,26,30,22,20,18,36,24,11,23,23,34,16,33,6,15,12,37,34,26,23,47,18,24,25,31,35,45,14,16,40,13,32,20,29,48,23,34,25,17,47,35,32,38,15,41,13,19,43,45,9,22,39,23,38,26,24,21,19,43,33,26,28,13,45,11,25,45,14,10,35,16,31,14,21,22,7,20,14,32,51,38,16,13,29,22,26,12,42,68,19,27,27,62,45,30,24,19,22,18,23,25,26,40,15,22,32,28,20,26,40,26,39,23,19,17,24,17,30,40,20,20,32,22,33,27,18,20,30,22,24,99,14,103,24,80,20,46,34,26,50,17,98,64,23,155,15,50,55,103,49,17,87,29,70,52,48,45,111,55,57,19,53,62,16,64
2527,718x712,33,22,34,26,40,109,38,50,45,36,47,38,30,39,17,18,24,9,9,50,54,27,24,11,37,14,29,38,43,36,45,25,11,62,21,13,28,23,30,40,31,27,39,48,9,19,53,36,28,41,45,22,28,48,28,34,53,29,40,30,21,37,46,22,29,23,20,43,33,31,32,38,15,33,21,31,24,23,25,41,56,47,19,26,28,33,23,25,18,38,22,31,27,27,46,29,33,19,22,31,69,22,44,39,45,15,21,31,30,23,47,29,36,15,22,39,23,47,24,33,38,27,43,45,36,19,40,20,52,17,25,29,43,25,11,48,24,27,22,22,35,38,36,50,25,46,40,42,37,37,54,18,31,40,28,24,21,23,28,27,10,28,27,39,10,29,31,18,40,42,15,53,74,26,31,38,49,47,21,63,15,28,30,16,31,33,40,40,9,24,18,23,38,23,42,18,27,26,31,43,28,32,40,54,29,19,37,46,61,39,37,23,19,29,74,18,144,58,115,30,69,61,43,95,29,99,87,54,130,18,47,66,81,84,28,87,61,100,90,42,65,115,68,32,25,59,72,17,58
2528,372x786,15,13,46,10,18,94,26,31,18,29,17,34,15,30,21,13,30,32,20,21,6,14,20,18,26,11,13,27,23,5,33,22,20,34,15,12,30,10,7,7,9,18,39,32,20,10,15,13,4,22,17,5,11,3,24,28,21,17,15,23,12,21,29,38,17,28,17,10,28,11,5,23,22,20,24,28,8,4,16,26,19,22,15,10,17,28,7,10,27,43,36,10,6,17,32,13,13,20,9,10,9,9,13,16,20,15,21,6,17,29,32,9,24,30,21,22,5,9,24,17,21,20,9,18,22,19,13,6,23,7,9,24,25,37,7,17,7,21,9,15,18,25,11,13,16,28,25,24,16,14,35,14,6,23,10,17,4,6,19,4,7,18,16,21,12,24,13,19,16,54,24,15,37,21,17,28,18,19,9,20,10,18,9,5,24,23,17,17,18,13,24,10,15,35,33,3,24,12,25,28,15,18,17,21,22,21,28,3,11,10,30,10,6,34,30,11,57,30,51,15,36,25,21,45,15,66,52,27,72,6,18,29,58,29,20,48,47,32,27,21,23,75,53,21,13,29,47,13,36
2529,422x257,6,6,12,6,4,35,20,12,13,20,1,27,7,8,15,2,9,2,15,6,10,4,9,5,7,1,8,10,7,6,13,10,11,10,20,10,5,7,6,5,5,17,7,11,3,5,19,5,17,6,2,5,5,4,11,13,13,3,9,9,9,10,6,14,5,8,0,6,0,10,5,3,15,14,4,6,21,8,4,7,20,4,21,3,2,4,6,2,6,19,11,6,3,6,11,11,18,5,9,13,11,8,20,16,4,14,13,8,6,18,14,9,15,7,5,5,4,6,7,10,5,4,8,8,0,3,16,5,19,1,10,5,10,11,9,4,5,3,5,6,9,15,5,8,6,5,8,13,16,8,9,4,1,13,8,11,5,8,6,0,6,16,18,17,6,9,7,7,20,7,5,15,12,1,7,16,1,5,7,5,12,5,8,8,15,10,4,7,1,5,5,17,5,9,12,2,5,7,14,20,7,7,9,15,10,26,7,4,20,12,23,7,7,10,19,3,29,13,20,13,20,15,18,18,12,43,29,11,30,6,25,22,28,21,16,27,20,28,22,9,10,26,6,14,7,17,44,11,13
