,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
242,664x492,26,11,25,17,21,96,6,39,13,35,24,28,10,8,17,23,9,19,31,21,10,36,22,28,21,11,28,35,11,26,50,35,6,25,18,22,21,11,3,23,5,22,26,40,21,30,26,11,27,15,23,19,28,12,26,31,28,34,15,33,21,23,13,26,15,13,9,14,15,20,16,23,15,42,9,8,23,21,13,32,16,15,31,18,4,19,9,10,7,34,12,19,29,18,26,14,33,18,13,14,20,7,14,30,38,11,13,31,2,23,26,14,13,55,12,24,18,23,26,35,24,23,17,28,29,24,26,27,35,20,20,41,28,29,21,16,23,19,23,12,13,7,7,28,14,13,16,30,26,27,44,8,17,28,8,36,9,31,18,9,25,15,10,31,25,17,7,18,26,18,37,32,46,39,25,24,26,28,28,18,38,25,12,20,36,24,22,14,27,9,7,4,46,15,16,19,15,15,12,26,13,5,19,22,30,15,26,24,20,54,58,20,9,45,65,10,63,13,63,20,46,37,23,37,19,66,68,28,102,25,30,57,60,40,22,44,27,53,27,50,19,65,43,27,27,33,44,4,36
243,632x533,12,1,10,12,21,34,12,10,14,27,10,26,15,1,3,13,7,7,12,14,2,23,1,17,3,2,3,5,14,12,15,15,2,17,8,1,5,0,4,18,14,9,11,18,8,9,9,6,8,2,7,1,7,12,21,12,12,10,5,1,12,20,12,9,7,2,5,22,8,6,8,27,14,11,11,5,15,8,8,8,5,18,20,12,3,6,3,3,12,9,11,10,18,5,11,1,18,10,12,1,33,4,12,6,12,14,0,7,14,10,20,9,25,12,15,8,17,14,24,9,9,12,9,14,4,4,21,7,8,12,26,32,12,6,1,9,1,21,2,9,10,14,5,16,0,8,14,11,17,3,23,10,5,15,9,17,5,6,10,7,5,14,2,6,11,7,9,19,33,11,7,16,16,6,12,13,23,10,31,19,15,7,10,7,25,8,20,13,9,8,6,17,23,9,27,16,13,13,13,5,12,15,12,10,4,22,23,7,2,15,26,23,11,9,36,11,31,11,28,6,24,15,8,13,7,37,26,21,76,10,21,25,26,22,10,29,13,27,17,24,16,25,16,8,17,14,11,3,15
244,308x737,14,11,9,1,22,24,30,26,13,9,14,22,9,9,7,13,10,19,7,6,5,16,16,13,5,32,8,20,10,12,14,5,10,19,6,8,13,3,18,1,6,8,10,17,10,23,10,10,13,5,7,15,3,27,11,16,10,11,13,9,2,9,19,32,7,14,18,17,8,17,12,17,11,8,6,3,12,11,8,7,10,7,7,8,5,6,15,7,9,14,4,5,15,17,21,30,6,13,0,11,6,14,7,2,8,5,4,8,5,5,9,2,11,19,5,30,15,12,12,11,21,7,13,31,1,11,18,16,12,14,10,6,26,10,14,15,8,13,8,4,13,8,29,8,5,6,6,14,17,12,33,9,9,12,11,12,11,12,16,6,20,10,17,15,15,32,14,6,23,14,6,12,27,14,14,7,40,18,19,9,16,14,9,6,6,14,22,5,19,15,10,3,1,10,35,8,2,4,20,10,19,9,15,9,8,39,41,9,8,4,48,9,12,11,34,3,40,8,43,9,25,22,14,30,10,53,35,21,55,12,21,28,40,28,8,30,27,44,23,16,22,20,23,15,7,22,11,2,28
246,802x210,23,7,10,22,16,67,42,17,7,30,13,10,10,22,5,13,11,11,28,13,20,16,22,19,15,9,8,21,12,13,34,12,8,36,11,7,19,16,11,17,7,16,18,49,15,8,21,16,22,10,14,4,15,28,29,12,35,7,14,20,12,25,19,6,17,4,18,26,5,13,24,18,28,40,21,5,10,12,14,10,30,31,33,8,13,8,20,10,12,8,22,17,16,4,14,0,32,19,6,4,24,5,20,16,31,10,22,32,12,9,16,17,9,10,12,18,10,9,19,13,18,20,22,24,12,19,9,18,48,18,13,32,7,9,2,21,12,7,16,15,11,15,21,9,13,19,4,33,19,24,34,15,29,17,6,13,6,4,6,14,5,12,13,9,15,15,16,6,9,14,9,28,31,9,10,13,8,15,15,24,18,24,15,14,12,15,20,15,16,4,8,1,14,12,19,18,22,20,21,18,14,8,13,20,8,21,30,13,13,8,29,12,14,18,54,13,56,11,43,12,33,25,16,43,13,37,44,26,98,10,32,36,45,37,18,38,27,32,37,30,36,54,34,19,27,23,26,3,37
247,767x292,9,2,3,9,13,49,6,8,9,1,5,5,2,8,9,5,3,3,6,1,2,13,13,14,13,4,1,9,11,6,5,12,5,4,5,4,0,2,8,18,9,3,4,24,11,6,5,6,11,0,8,4,1,8,10,9,2,3,3,11,6,17,3,22,8,4,0,9,7,18,9,24,15,2,11,1,13,14,5,13,8,3,11,0,12,7,15,0,1,12,6,10,2,12,15,9,2,15,10,8,19,10,12,17,10,2,2,1,14,2,18,19,11,0,0,11,15,0,7,10,2,9,6,3,7,9,11,6,9,7,6,11,5,10,7,16,5,11,13,6,7,0,15,10,10,17,5,10,11,4,5,11,9,7,3,14,17,4,7,0,3,13,6,4,2,0,6,3,16,9,9,8,12,7,6,1,15,2,2,2,15,10,4,16,14,7,14,3,2,5,10,4,12,5,5,14,3,17,11,13,11,4,18,12,11,8,10,4,16,20,14,3,5,10,21,2,30,10,24,7,14,12,7,14,10,25,17,10,45,4,6,13,18,20,6,28,10,26,17,18,17,19,17,14,8,13,5,2,12
248,815x306,19,15,8,14,16,80,12,32,14,16,8,31,22,26,8,15,19,5,12,19,23,7,15,3,11,10,4,24,15,29,32,19,6,11,16,8,11,27,11,9,5,16,21,25,14,20,23,7,13,16,12,19,6,17,31,24,23,12,9,7,6,22,27,29,12,21,5,20,8,19,14,38,28,29,7,13,18,5,9,7,9,20,17,20,21,24,14,7,19,19,25,10,28,15,13,14,16,22,16,17,14,15,8,21,19,4,22,5,7,16,7,22,13,20,16,12,10,18,14,19,9,27,10,18,11,13,33,20,10,15,21,45,14,17,10,22,7,9,14,7,35,12,4,12,14,25,15,13,10,29,49,12,9,14,7,28,4,2,14,21,20,26,12,28,10,14,17,10,22,18,11,24,40,26,13,25,18,19,33,29,14,20,5,6,6,21,39,15,14,25,37,24,28,11,34,9,29,27,7,18,8,7,23,5,10,7,19,19,13,18,27,6,5,31,57,11,64,16,56,14,36,34,16,38,10,51,37,36,78,16,23,28,39,32,11,40,23,48,31,41,30,48,46,25,26,28,32,2,32
249,754x330,11,3,16,15,23,56,20,32,10,15,12,13,15,9,12,10,14,14,13,6,17,24,19,21,22,17,2,20,7,15,21,17,7,13,0,4,8,10,13,14,17,12,24,24,14,22,19,13,7,8,9,23,7,0,37,17,18,30,15,8,12,12,17,18,5,9,10,6,10,11,14,20,16,28,27,6,4,13,19,27,20,17,8,6,9,19,13,8,5,25,7,5,15,13,22,16,15,3,11,10,23,8,6,39,27,4,19,15,18,6,26,5,16,13,6,29,9,15,21,5,18,13,11,20,18,22,6,14,28,9,18,29,28,28,6,13,12,17,8,13,10,10,11,15,13,18,4,29,15,14,28,13,8,35,6,17,1,12,11,13,5,10,16,16,13,1,15,19,26,7,10,43,22,12,12,7,26,25,7,21,15,15,2,22,24,12,28,15,17,14,10,8,11,12,19,6,8,17,18,14,17,9,13,9,2,11,3,15,13,23,24,5,15,22,63,12,47,15,49,11,22,24,10,23,8,55,40,16,83,15,10,33,39,25,15,44,23,38,17,36,31,56,31,22,19,31,16,3,30
250,749x377,11,0,13,17,13,58,9,28,19,14,8,11,19,5,7,18,8,0,15,6,8,26,13,10,13,20,9,9,0,8,20,5,13,23,8,9,22,7,16,20,5,6,8,13,2,11,11,4,9,7,20,0,5,23,16,13,15,9,13,13,7,12,11,13,8,14,25,11,12,0,9,10,13,12,7,3,9,8,4,10,6,30,12,18,2,14,5,1,5,11,7,16,19,6,11,10,19,10,4,9,24,7,12,12,15,5,13,19,3,12,16,13,3,13,4,15,4,25,12,11,8,5,5,17,9,6,5,0,21,1,11,10,11,27,13,18,6,9,5,13,19,9,8,3,8,22,8,34,10,2,25,23,13,15,9,1,3,9,14,7,8,22,6,17,5,9,2,7,5,9,9,11,12,8,8,14,4,8,22,12,7,5,16,21,4,7,18,7,3,2,18,4,15,10,19,15,13,13,20,15,19,12,19,1,14,15,23,6,6,5,20,10,11,16,53,9,42,11,37,8,22,16,11,29,7,46,26,15,77,10,13,20,35,18,7,37,13,29,16,30,22,45,17,19,18,22,10,5,32
251,389x477,1,5,6,1,23,36,19,14,11,5,21,28,0,7,16,12,2,8,11,13,21,7,1,19,9,1,14,4,13,5,20,8,9,28,5,2,7,17,7,24,5,10,19,18,9,9,4,8,9,16,8,10,5,9,21,14,1,3,21,17,2,20,6,5,11,3,6,8,19,14,1,29,6,19,13,3,1,4,10,22,16,8,17,5,4,4,10,8,4,13,7,1,16,7,7,14,19,10,4,8,13,3,1,19,13,8,8,17,3,10,7,6,9,13,5,10,11,7,11,26,13,5,5,18,14,1,17,8,16,14,16,11,10,15,6,21,8,13,3,4,13,6,12,9,5,12,8,20,15,11,14,0,19,18,4,17,5,5,10,4,0,6,12,5,9,1,6,10,17,11,16,10,32,6,10,14,27,13,17,19,22,8,7,21,12,14,10,3,1,12,5,0,13,4,14,6,13,6,8,14,7,6,18,10,8,19,14,15,4,10,5,10,14,22,33,5,31,7,29,14,17,17,7,26,3,39,17,11,56,8,27,19,24,15,9,28,17,23,12,17,14,26,16,8,13,12,31,18,21
252,520x681,30,28,19,21,49,70,18,29,15,35,38,33,36,25,20,15,26,27,26,17,17,43,13,34,26,10,34,23,18,30,38,27,16,39,19,3,16,18,19,38,20,38,14,37,13,38,26,17,5,12,19,15,25,30,54,45,10,18,55,32,9,48,38,32,20,13,25,12,20,20,22,35,33,42,16,12,14,11,22,35,39,29,23,19,17,22,16,9,17,20,3,24,12,35,47,19,28,19,23,34,39,34,20,23,52,28,21,18,34,23,21,21,33,34,20,60,38,20,33,27,39,18,23,66,13,28,26,13,44,20,18,49,28,33,24,33,9,23,26,21,25,20,33,26,19,28,14,25,20,25,62,19,24,37,15,46,13,22,19,22,21,38,24,33,16,28,14,16,52,61,14,60,55,29,27,56,26,36,25,34,8,21,12,23,19,33,32,20,34,12,17,16,30,29,47,19,25,18,41,24,20,15,35,32,27,22,16,19,30,11,28,9,9,16,124,20,108,23,87,24,58,54,34,55,22,93,65,39,152,24,30,52,64,63,24,79,37,57,49,37,48,66,46,27,30,68,28,5,34
