,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
1144,451x223,4,3,9,2,18,37,4,11,10,19,13,7,10,7,16,6,14,5,8,18,14,23,9,7,13,8,2,11,19,10,10,19,13,24,8,6,19,8,6,5,13,4,10,8,10,12,12,5,3,11,15,3,2,14,13,11,25,15,12,13,15,8,13,3,7,11,19,12,18,20,14,9,21,20,10,5,10,4,11,14,14,14,15,15,0,6,7,4,8,10,11,2,5,27,8,10,8,10,12,2,5,3,9,14,1,5,17,13,15,6,11,6,2,14,13,19,5,17,2,14,1,22,10,29,8,6,22,2,6,9,13,19,8,10,2,3,5,19,1,5,6,5,14,11,11,16,9,10,8,17,28,20,2,11,6,8,10,7,5,2,6,14,15,18,11,10,11,7,11,16,9,18,13,4,9,13,19,8,16,5,19,11,1,17,22,10,30,2,11,9,25,8,22,16,17,34,9,1,6,10,16,15,9,17,17,12,8,10,4,11,20,10,7,21,24,4,33,4,36,7,23,13,5,16,7,36,37,19,58,14,23,18,38,22,16,23,13,28,12,15,14,21,13,17,9,11,22,10,20
1145,429x392,4,5,5,11,3,31,0,8,13,2,6,1,8,4,2,3,1,11,4,11,7,6,4,7,1,4,4,1,5,5,8,8,3,3,7,3,4,1,2,12,3,5,8,6,0,0,6,0,2,5,2,3,6,0,15,15,2,0,18,9,2,4,13,16,11,4,11,4,7,0,7,8,3,11,4,7,6,4,5,6,5,13,1,5,1,0,10,3,4,7,5,2,6,3,8,8,2,2,1,4,7,5,5,2,6,0,4,4,13,1,6,5,9,3,5,7,1,11,0,7,2,9,8,16,6,9,3,7,12,5,11,5,5,18,6,4,9,9,12,4,6,9,4,1,2,3,5,11,3,7,23,7,4,10,4,10,1,4,8,4,3,6,3,7,18,5,2,15,12,7,3,8,14,10,2,10,3,22,6,12,16,0,3,8,0,2,14,3,9,6,11,1,12,6,17,4,8,2,3,9,0,1,15,14,9,3,8,6,3,5,12,10,4,5,12,3,26,9,22,8,9,9,8,15,4,20,15,10,44,6,23,9,13,10,9,13,14,7,8,13,5,17,13,12,5,5,13,14,14
1146,294x410,6,8,5,14,17,60,8,16,2,16,16,34,14,9,1,19,12,14,17,13,6,10,4,10,13,2,10,23,11,7,33,18,6,28,19,7,18,7,13,14,18,25,19,20,15,11,2,17,14,13,3,9,14,18,9,14,29,5,15,11,7,32,19,14,13,26,10,17,18,5,22,10,33,31,15,14,12,7,6,23,25,19,10,18,5,14,3,11,6,20,19,4,14,9,20,8,8,23,17,16,15,5,6,17,16,8,11,24,8,7,16,10,21,23,4,38,4,8,16,7,3,7,5,19,14,13,19,6,19,8,11,36,12,19,10,22,4,8,13,5,9,8,13,23,14,12,19,20,15,3,36,9,2,16,1,1,4,19,12,18,5,17,6,14,7,10,2,7,6,7,5,19,13,8,7,13,15,9,22,10,3,27,7,6,11,19,7,9,7,8,9,13,38,12,19,5,1,18,13,32,13,11,18,16,11,34,17,14,17,39,15,9,11,24,35,2,49,7,51,11,21,17,16,27,14,33,35,15,106,5,24,16,36,27,10,37,14,31,25,24,14,42,19,23,23,20,23,7,29
1147,259x485,16,0,10,7,3,12,17,1,1,5,2,14,6,7,0,2,5,2,1,6,8,4,1,1,14,2,11,2,14,4,15,7,4,7,3,4,1,6,0,7,5,2,1,7,2,8,5,3,2,4,1,4,2,5,10,9,8,11,2,9,6,4,8,14,0,10,7,0,9,1,13,5,0,2,1,0,10,4,6,2,4,3,3,8,0,9,0,0,0,0,4,0,3,5,7,1,13,2,4,6,4,2,2,3,7,3,3,11,6,2,6,7,5,12,9,9,9,4,1,0,12,7,1,19,7,3,19,6,10,8,4,2,8,7,0,10,6,6,0,7,4,5,11,3,11,13,5,6,6,6,0,4,0,9,4,8,6,9,3,7,6,8,4,1,3,0,3,2,6,5,1,1,21,5,6,2,10,8,6,4,0,5,8,2,8,17,4,8,2,9,2,3,6,21,13,0,5,5,6,4,1,0,8,8,7,11,23,8,3,6,12,5,0,2,9,20,14,7,16,5,11,10,3,12,6,17,14,9,24,5,17,5,11,10,2,14,11,15,6,7,14,6,5,11,4,4,15,11,14
1148,426x488,18,11,7,1,21,46,16,25,6,6,5,19,12,4,9,4,11,10,11,10,2,18,2,11,20,9,23,12,14,10,30,10,12,15,6,7,8,12,2,5,3,5,19,11,13,8,0,9,0,9,10,2,5,13,15,20,5,8,15,8,8,2,8,15,6,2,18,6,15,4,3,9,14,21,9,9,3,14,13,8,10,5,8,0,3,8,5,7,4,19,3,16,18,15,8,14,6,19,7,8,12,12,8,12,15,4,12,6,10,6,14,3,11,3,2,17,15,21,5,15,14,6,6,16,5,13,6,4,5,9,5,4,11,12,8,5,3,8,13,2,2,5,10,13,14,10,5,3,8,11,9,9,9,12,9,9,7,10,1,8,1,8,11,11,7,5,5,13,15,17,9,24,10,4,5,16,10,0,16,7,8,8,15,8,4,2,12,3,20,6,5,7,10,1,11,11,8,5,10,8,10,8,14,14,4,16,15,19,10,14,15,3,5,14,24,3,52,68,33,7,27,20,7,17,10,35,18,25,28,9,20,11,25,21,10,34,27,35,27,20,23,22,27,16,10,18,18,8,21
1151,811x662,7,2,9,1,2,7,6,3,0,0,1,13,8,0,7,5,2,10,0,7,3,1,2,0,1,11,0,1,5,0,4,0,2,5,6,2,4,1,0,7,9,10,0,8,2,0,3,2,3,3,4,0,2,7,0,3,0,4,4,8,1,0,11,14,1,6,9,1,5,0,2,1,1,9,0,0,8,2,1,0,2,2,2,8,3,3,0,5,11,5,1,3,10,13,1,1,0,3,1,4,5,2,7,2,0,2,11,5,0,8,3,0,2,6,8,3,3,0,8,5,3,0,5,0,3,1,1,0,1,2,9,3,0,2,0,9,1,4,0,3,10,3,11,1,6,9,8,8,0,6,5,0,0,0,5,0,5,0,1,5,0,2,0,0,4,5,0,2,4,2,2,4,7,4,0,11,0,2,14,2,1,8,5,4,0,9,0,2,2,5,8,2,5,3,7,2,0,7,4,3,5,2,5,1,9,6,6,5,5,1,11,3,18,6,5,2,13,3,12,4,6,2,1,6,4,8,10,4,13,1,8,5,8,2,2,8,5,12,4,2,7,10,8,5,3,3,4,1,9
1152,593x715,20,10,12,9,11,43,3,17,4,21,10,11,5,15,12,10,9,13,9,26,11,6,1,13,6,7,3,4,10,4,4,8,9,25,5,3,10,13,2,6,12,10,14,28,5,11,16,9,3,25,6,23,0,8,9,15,21,4,11,3,23,17,11,24,16,5,11,15,5,11,6,3,11,20,14,0,18,2,15,6,5,13,10,7,0,8,8,0,1,12,6,0,12,20,12,2,1,15,12,16,8,2,11,14,14,14,8,14,5,9,9,5,7,15,10,18,6,13,3,15,15,11,3,16,3,9,15,6,17,7,14,12,9,6,1,12,9,15,4,7,20,9,12,19,20,6,3,9,23,8,31,8,11,3,0,7,9,14,11,6,2,12,11,12,6,5,10,9,4,5,16,13,18,11,20,7,19,14,20,20,8,15,3,0,3,10,21,12,4,0,5,4,18,8,7,13,17,13,2,16,16,0,3,7,17,18,7,16,11,11,11,2,2,15,17,54,26,8,32,9,17,18,9,19,7,23,27,18,49,2,13,11,26,14,9,35,29,28,17,14,20,30,18,10,13,12,10,4,18
1153,559x780,8,10,11,4,3,55,14,8,7,14,11,24,6,0,6,6,25,21,11,21,11,7,5,10,6,4,17,7,18,3,7,11,7,16,10,10,8,5,8,7,7,10,1,26,9,13,7,5,12,0,18,15,4,4,24,16,4,8,20,8,5,8,7,6,11,4,11,24,9,12,8,10,20,10,12,1,8,1,13,10,10,0,26,6,1,1,8,2,2,15,9,7,9,1,10,1,4,9,1,3,25,9,7,7,21,14,2,6,14,14,6,7,4,12,5,14,4,20,5,6,6,9,2,13,6,8,8,13,26,17,12,14,5,10,7,13,8,0,1,18,10,4,2,11,15,7,10,13,8,4,24,7,7,4,6,20,2,21,1,7,1,8,9,8,3,11,15,4,15,3,8,17,26,6,4,10,21,7,20,13,0,3,0,15,3,0,9,2,4,5,6,4,21,9,0,19,13,10,11,10,12,12,14,9,13,5,13,12,4,6,0,10,8,10,24,2,52,7,38,12,19,20,11,32,8,26,20,16,42,4,15,8,21,18,10,20,15,16,13,16,14,24,14,14,8,13,10,6,14
1155,382x808,18,21,8,5,20,60,18,4,8,16,3,15,11,5,0,9,11,6,3,19,7,12,7,3,17,2,8,4,9,9,28,25,1,9,27,7,5,2,11,26,5,9,16,34,14,19,13,4,7,4,1,6,6,26,9,11,13,6,8,18,6,27,26,29,5,6,15,21,13,16,3,14,11,8,8,9,12,7,0,9,15,24,15,11,2,13,7,9,19,26,7,7,1,6,13,13,3,7,6,4,10,10,15,14,15,17,3,12,11,9,14,13,3,19,9,49,0,12,17,14,4,19,26,18,24,10,8,9,5,0,5,9,7,21,9,24,13,23,16,8,8,10,28,9,14,17,9,9,10,15,8,8,7,15,2,18,3,9,12,7,17,12,1,15,6,3,6,6,19,8,10,22,8,9,13,4,24,9,15,11,4,0,8,11,14,11,25,9,12,14,2,3,17,17,34,16,15,1,11,16,6,14,9,7,6,5,22,7,18,20,16,13,1,23,11,1,29,8,35,11,16,10,5,26,5,28,17,14,46,7,19,12,26,9,4,25,16,26,15,13,16,28,22,12,9,17,25,5,31
1161,389x222,11,4,19,19,14,40,3,16,14,16,13,4,12,32,12,3,10,16,7,10,7,9,13,7,10,14,32,16,15,14,32,17,7,21,11,8,22,25,7,3,5,2,10,15,19,21,10,14,2,12,18,17,27,3,14,5,21,12,11,8,20,13,4,22,13,8,18,10,22,26,13,14,21,18,27,14,5,3,13,17,20,8,16,4,6,12,10,10,5,15,20,4,17,21,6,6,9,7,7,5,31,11,20,10,36,19,12,23,14,11,3,19,26,3,4,5,13,30,10,11,3,10,5,12,6,3,13,5,26,5,11,16,12,9,18,23,11,11,7,18,28,10,5,13,9,17,8,21,16,16,19,31,3,11,5,15,12,5,17,7,4,12,7,9,10,11,15,12,4,15,10,21,5,13,7,5,11,9,28,7,22,18,6,12,17,13,26,9,8,8,23,18,10,23,13,8,2,7,7,0,8,11,13,11,17,9,17,16,18,16,25,23,11,6,35,8,51,10,49,17,26,33,22,37,15,35,30,23,53,8,22,24,26,38,15,40,21,32,33,18,29,53,29,21,12,20,24,6,21
