,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
593,480x784,6,8,23,8,15,115,17,18,21,20,11,6,25,34,15,21,17,11,17,20,15,4,17,12,24,14,14,22,7,17,27,29,7,22,22,9,3,33,25,36,13,16,24,33,8,27,21,2,9,10,21,4,19,17,29,17,41,18,31,14,4,33,25,20,18,5,22,31,11,11,24,9,10,29,8,11,32,6,3,8,23,42,7,19,7,6,25,18,10,17,29,13,18,9,16,6,11,12,22,21,13,10,5,23,34,6,6,12,13,21,23,13,13,9,17,13,19,5,16,30,9,32,15,36,25,20,9,2,30,26,13,11,21,26,12,19,9,12,6,5,11,23,12,15,14,11,17,20,12,16,21,21,8,30,13,12,6,3,27,7,18,15,16,11,12,20,9,10,23,32,7,22,33,18,18,21,26,21,20,28,11,32,24,8,19,12,19,21,4,16,17,22,16,27,33,21,18,6,32,31,3,25,15,12,26,14,29,24,27,12,49,21,8,36,24,13,34,10,37,10,31,26,20,29,9,52,29,17,45,12,17,12,27,22,27,39,25,27,28,12,14,66,40,15,14,24,61,13,19
594,596x794,8,14,20,19,7,40,23,15,17,11,3,18,13,12,4,24,10,19,14,10,17,6,19,11,25,2,12,7,24,13,13,22,13,34,20,5,8,16,12,7,18,16,19,27,9,22,19,11,7,7,7,2,7,14,51,16,11,7,13,8,3,20,15,32,6,10,12,35,9,10,16,33,10,25,13,3,5,5,4,27,25,15,14,0,3,7,5,7,15,17,15,16,12,9,6,17,5,4,18,9,25,16,12,9,30,7,25,22,12,9,10,9,6,4,17,13,3,18,22,13,21,11,22,15,6,23,30,29,10,6,4,15,14,28,12,14,10,16,21,16,16,6,8,10,18,9,15,16,15,7,41,18,15,28,9,18,4,5,2,8,12,18,0,6,10,25,22,11,10,24,25,39,20,17,9,17,19,17,17,20,22,3,10,25,6,46,8,3,12,18,7,18,20,13,21,4,18,15,19,2,13,21,14,33,24,9,16,15,10,17,24,9,1,17,30,11,47,14,45,12,37,24,20,48,9,44,31,39,56,11,15,26,37,30,10,59,28,42,23,31,31,30,43,15,15,25,7,5,18
595,373x800,12,14,13,16,10,106,11,24,14,12,11,27,11,8,14,9,13,8,14,15,14,19,6,8,25,16,7,24,21,3,20,23,1,23,7,11,25,10,15,16,12,18,21,19,10,9,13,9,9,13,8,9,4,18,20,31,21,20,23,9,17,46,19,20,10,7,2,17,20,6,16,19,13,20,7,10,17,12,9,31,8,14,15,3,7,28,16,9,18,16,17,12,25,2,20,5,27,13,17,6,32,7,20,9,24,9,11,23,10,5,12,11,6,13,9,44,10,12,15,12,5,6,8,33,19,9,17,9,26,7,11,30,13,28,3,20,9,19,10,13,16,14,14,13,25,7,20,52,7,8,68,15,18,21,4,20,6,7,28,5,13,25,12,17,11,12,10,19,15,19,15,26,22,9,7,21,23,32,22,27,19,9,10,25,29,32,15,10,8,15,16,12,22,8,42,21,40,7,6,21,22,1,24,27,13,39,26,25,9,19,29,3,19,47,32,11,42,8,45,7,22,22,22,39,10,46,32,26,94,19,12,24,47,22,8,43,23,48,25,34,23,52,23,24,16,29,44,9,38
602,620x262,21,9,23,19,7,59,11,13,15,21,8,36,7,6,9,14,18,11,8,22,11,9,11,18,12,4,7,13,15,5,12,3,4,29,5,8,7,6,6,27,19,11,15,22,10,17,10,9,6,25,11,6,6,17,37,20,1,12,14,4,14,17,23,16,7,2,7,25,13,11,16,20,12,14,14,17,11,14,6,21,11,29,22,11,10,4,12,0,28,6,5,5,4,11,11,19,12,4,23,17,24,18,10,6,28,14,12,17,7,10,10,15,14,25,7,11,13,15,22,39,11,14,8,31,3,28,28,3,6,13,6,41,5,17,3,24,8,9,8,7,19,5,28,5,20,7,5,30,5,4,38,9,19,11,4,20,6,10,24,8,3,8,5,32,13,20,23,19,25,10,17,25,52,8,11,8,24,9,19,21,16,21,2,13,18,17,7,16,11,4,5,16,9,25,7,11,4,11,14,15,5,16,18,20,26,8,19,22,8,31,25,5,0,15,56,9,57,12,54,11,23,24,13,27,13,53,34,24,79,10,22,41,65,38,17,45,30,50,38,50,34,60,23,12,27,26,18,6,30
603,512x301,27,3,16,7,17,70,8,21,14,20,22,15,12,12,5,17,11,13,2,9,18,7,13,3,19,6,11,31,14,26,25,5,0,30,22,17,4,16,16,22,6,15,22,38,5,5,17,3,10,9,41,12,7,10,35,25,21,4,28,15,9,8,14,15,8,5,2,23,17,6,12,14,10,28,3,5,5,9,5,11,7,23,6,8,10,14,11,6,5,8,4,7,13,4,11,9,17,11,12,16,18,6,12,8,9,16,10,13,10,21,17,20,4,28,19,22,20,15,20,8,15,22,12,39,14,15,14,7,28,12,19,21,9,20,14,22,5,14,8,5,10,6,25,15,14,10,9,17,24,5,12,14,6,18,0,10,8,3,10,8,3,8,2,10,16,11,14,7,4,4,9,23,15,29,24,8,9,13,14,37,8,16,3,18,4,14,9,8,3,14,9,14,14,11,29,10,19,10,4,1,18,9,25,9,7,10,16,6,20,15,32,10,7,16,44,8,49,9,36,9,28,12,18,20,16,46,38,16,58,15,7,27,28,21,9,33,24,34,30,25,17,54,28,13,10,18,24,2,21
604,310x302,18,9,13,19,28,24,30,28,8,24,16,18,21,11,16,17,11,5,22,14,0,17,1,15,30,10,13,23,12,17,25,19,4,26,18,7,2,9,11,29,10,28,26,19,4,21,17,16,19,9,21,24,11,3,25,10,15,33,14,4,12,33,23,34,8,20,6,27,19,11,15,22,17,30,11,14,19,13,10,11,28,17,23,11,14,17,7,7,6,26,6,11,22,21,23,14,20,16,21,5,19,13,19,15,35,16,24,21,15,27,7,14,9,30,21,21,4,11,27,12,12,31,16,19,10,21,12,19,32,10,13,23,10,16,4,27,14,15,9,14,19,15,15,9,12,16,13,20,13,5,18,15,7,20,15,15,7,8,28,3,18,17,17,21,17,4,2,13,13,17,14,16,24,6,5,9,20,20,10,36,29,20,6,16,16,10,19,15,13,14,14,14,21,16,18,22,20,11,17,15,6,9,14,23,26,28,36,19,14,15,15,21,9,24,41,9,56,18,59,9,28,12,15,26,10,53,52,27,48,21,14,33,40,36,16,51,47,49,48,26,23,31,41,25,17,17,17,6,19
605,506x362,11,9,19,18,32,82,33,44,13,27,16,17,24,13,14,19,13,10,30,42,21,35,15,30,30,7,18,26,7,19,34,67,10,32,20,2,20,33,19,30,13,25,18,43,16,14,21,15,7,13,12,19,9,14,8,29,9,24,19,27,17,33,22,18,26,5,11,27,20,22,25,25,34,28,20,6,10,21,14,20,28,27,19,15,15,23,7,11,9,24,16,20,6,19,19,26,31,21,13,22,26,7,12,20,37,16,41,21,10,25,14,8,9,24,22,13,17,19,12,36,16,31,25,36,7,17,27,32,30,23,22,30,25,34,11,48,16,11,12,0,19,21,12,27,28,14,15,25,10,20,43,21,17,35,12,24,13,25,8,14,13,15,17,32,9,28,23,16,22,34,14,34,55,14,23,34,42,12,27,41,12,30,7,15,20,36,27,3,35,22,22,13,18,25,44,14,20,18,36,14,16,10,18,17,25,41,26,18,28,19,22,8,21,38,60,16,54,15,49,14,44,26,23,55,16,72,53,43,71,18,35,28,50,31,18,60,37,50,38,39,43,75,51,24,14,31,61,12,21
606,713x384,19,31,19,28,47,79,25,43,21,32,23,54,33,29,29,23,15,22,17,38,53,21,30,25,39,14,25,15,23,14,35,27,18,34,25,10,19,36,37,27,13,27,21,40,13,22,33,18,19,38,34,26,51,26,36,37,19,19,53,23,15,69,42,35,34,25,13,41,28,25,32,34,30,42,18,27,17,15,11,18,49,54,29,30,30,27,23,12,16,51,15,22,56,24,37,27,56,25,25,29,55,21,17,24,44,33,29,12,19,44,29,28,35,34,32,23,17,28,26,22,38,28,26,48,32,44,39,19,46,22,10,22,24,15,20,43,17,20,9,14,32,14,35,24,18,47,46,32,11,29,54,13,24,34,8,37,27,26,30,17,22,45,12,38,25,19,37,24,36,26,12,36,34,12,22,39,42,43,21,34,24,23,24,43,28,31,15,19,19,6,20,25,24,32,38,11,24,9,30,40,18,23,30,24,34,48,39,16,38,37,35,40,8,41,67,28,89,21,75,21,55,45,39,58,19,83,80,40,90,28,37,37,52,58,34,75,65,79,63,46,60,88,69,36,37,42,54,25,28
607,674x408,7,11,2,12,6,34,8,9,5,15,16,14,14,8,14,13,6,13,15,11,8,6,3,7,9,6,11,5,10,5,8,7,7,9,17,10,10,8,7,27,5,16,25,24,12,10,28,8,7,22,6,7,7,4,11,13,13,6,4,13,1,32,9,8,11,8,5,16,14,16,3,8,7,20,1,6,9,5,16,19,21,12,12,16,33,14,11,10,6,19,5,13,9,6,6,2,4,14,14,3,26,3,5,9,25,2,2,18,0,11,16,3,8,19,9,25,6,12,3,13,11,9,3,20,1,11,12,9,11,0,15,13,15,6,24,15,15,6,19,14,8,8,8,15,3,10,15,6,11,3,35,6,12,24,0,5,3,11,14,5,0,7,12,23,9,4,8,5,10,11,17,15,14,13,23,13,20,21,13,13,9,13,5,17,6,7,16,12,9,9,18,9,25,20,11,1,19,0,17,21,11,13,13,17,11,18,26,7,22,8,25,5,0,9,37,6,35,6,32,8,27,18,14,23,11,38,40,14,43,9,12,19,24,21,9,35,20,27,16,23,16,18,23,13,7,20,8,6,15
608,294x448,16,8,9,9,20,97,18,29,12,23,9,16,12,14,22,22,14,20,20,22,13,29,12,10,24,5,2,32,2,11,39,15,4,27,12,6,9,13,18,32,7,11,11,17,5,33,5,11,3,11,5,11,13,16,48,19,27,11,31,10,11,24,22,29,11,20,13,32,20,13,6,29,11,32,5,19,13,12,13,13,27,11,22,10,7,4,6,8,4,25,9,7,15,19,13,11,19,10,3,13,35,19,17,20,24,17,13,7,11,12,21,15,26,20,18,20,3,30,11,8,13,26,5,19,24,17,20,10,21,8,16,33,9,4,6,18,15,25,14,18,17,3,14,11,33,23,17,30,9,7,45,13,2,32,14,20,9,12,5,5,1,22,10,9,15,31,12,22,16,25,7,25,43,26,15,4,13,11,20,16,19,18,5,9,39,10,47,9,14,30,8,21,20,27,28,12,17,8,14,34,27,9,17,31,38,19,16,19,14,16,20,13,8,30,57,12,54,18,58,8,25,17,18,35,13,58,43,35,85,18,13,34,41,44,21,52,29,50,36,47,35,59,37,17,20,25,34,12,25
