,x,y,z,field,total_count
242,664,492,2,35,6082
243,632,533,2,35,3129
244,308,737,2,35,3519
246,802,210,3,35,4593
247,767,292,3,35,2284
248,815,306,3,35,4785
249,754,330,3,35,4162
250,749,377,3,35,3268
251,389,477,3,35,2951
252,520,681,3,35,7442
253,208,686,3,35,2436
260,490,344,4,35,4111
261,277,641,4,35,2390
265,745,220,5,35,6813
267,699,347,5,35,4384
268,686,419,5,35,5724
269,600,464,5,35,4366
274,650,229,6,35,6264
275,780,382,6,35,6262
276,472,443,6,35,2004
277,523,476,6,35,3440
278,446,540,6,35,5253
279,664,628,6,35,3116
281,569,386,7,35,3091
282,300,606,7,35,2630
283,646,606,7,35,2201
284,298,629,7,35,2770
285,500,741,7,35,7460
286,462,774,7,35,7643
287,515,449,8,35,2995
288,536,525,8,35,5078
289,248,613,8,35,2088
292,480,580,9,35,5377
294,694,297,10,35,7770
295,620,383,10,35,3685
296,301,778,10,35,4143
299,681,377,11,35,4866
300,489,389,11,35,4722
301,416,517,11,35,2871
302,678,542,11,35,7943
303,441,612,11,35,6425
304,560,644,11,35,6912
305,257,677,11,35,5329
306,358,766,11,35,6024
311,630,256,12,35,3106
312,739,417,12,35,7051
313,567,419,12,35,4213
314,598,568,12,35,5173
315,538,594,12,35,7551
316,394,638,12,35,7643
317,373,720,12,35,7090
318,420,782,12,35,5278
319,408,469,13,35,3999
320,241,777,13,35,5656
322,768,253,14,35,5110
323,608,518,14,35,5282
324,332,598,14,35,5817
325,524,713,14,35,6899
329,484,448,15,35,1281
330,342,488,15,35,2344
331,498,548,15,35,5801
332,410,681,15,35,7499
335,761,302,16,35,3016
337,630,426,16,35,5927
338,644,598,16,35,4239
341,466,478,17,35,3516
347,310,716,19,35,5454
350,755,269,20,35,3560
351,750,356,20,35,3694
352,539,382,20,35,3926
355,593,467,21,35,3646
356,470,714,21,35,8349
357,422,736,21,35,6109
358,277,784,21,35,3806
359,388,808,22,35,6183
360,444,816,22,35,5185
361,633,273,23,35,2363
362,694,320,23,35,3387
364,702,376,26,35,2826
365,516,705,28,35,1650
